pos	AA.f	AC.f	AG.f	AT.f	CA.f	CC.f	CG.f	CT.f	GA.f	GC.f	GG.f	GT.f	TA.f	TC.f	TG.f	TT.f	AA.r	AC.r	AG.r	AT.r	CA.r	CC.r	CG.r	CT.r	GA.r	GC.r	GG.r	GT.r	TA.r	TC.r	TG.r	TT.r
62	0.079566	0.052399	0.073964	0.060083	0.075550	0.060976	0.012542	0.079714	0.060529	0.048929	0.061670	0.054432	0.057605	0.062314	0.074063	0.085663	0.085663	0.074063	0.062314	0.057605	0.054432	0.061670	0.048929	0.060529	0.079714	0.012542	0.060976	0.075550	0.060083	0.073964	0.052399	0.079566
63	0.085812	0.051011	0.074559	0.061868	0.071931	0.063405	0.012046	0.077236	0.061025	0.050912	0.062512	0.047789	0.052449	0.062413	0.079070	0.085961	0.085961	0.079070	0.062413	0.052449	0.047789	0.062512	0.050912	0.061025	0.077236	0.012046	0.063405	0.071931	0.061868	0.074559	0.051011	0.085812
64	0.083928	0.050763	0.072972	0.063553	0.076889	0.060480	0.011402	0.078971	0.066230	0.048334	0.061719	0.051904	0.054283	0.058001	0.078574	0.081995	0.081995	0.078574	0.058001	0.054283	0.051904	0.061719	0.048334	0.066230	0.078971	0.011402	0.060480	0.076889	0.063553	0.072972	0.050763	0.083928
65	0.085713	0.049128	0.078921	0.067569	0.072229	0.062661	0.011055	0.071634	0.059885	0.050664	0.061967	0.052151	0.053242	0.060232	0.076889	0.086060	0.086060	0.076889	0.060232	0.053242	0.052151	0.061967	0.050664	0.059885	0.071634	0.011055	0.062661	0.072229	0.067569	0.078921	0.049128	0.085713
66	0.085118	0.048880	0.072824	0.064247	0.072675	0.061174	0.011749	0.077087	0.061670	0.052548	0.062711	0.051904	0.054283	0.061273	0.076096	0.085762	0.085762	0.076096	0.061273	0.054283	0.051904	0.062711	0.052548	0.061670	0.077087	0.011749	0.061174	0.072675	0.064247	0.072824	0.048880	0.085118
67	0.082292	0.055423	0.070841	0.065189	0.073567	0.064594	0.011749	0.073964	0.061273	0.049722	0.063702	0.048681	0.051804	0.063504	0.076393	0.087299	0.087299	0.076393	0.063504	0.051804	0.048681	0.063702	0.049722	0.061273	0.073964	0.011749	0.064594	0.073567	0.065189	0.070841	0.055423	0.082292
68	0.081896	0.052846	0.073617	0.060579	0.076641	0.063900	0.013434	0.079268	0.059687	0.048979	0.061818	0.052201	0.054729	0.061372	0.077831	0.081202	0.081202	0.077831	0.061372	0.054729	0.052201	0.061818	0.048979	0.059687	0.079268	0.013434	0.063900	0.076641	0.060579	0.073617	0.052846	0.081896
69	0.083730	0.049375	0.075996	0.063851	0.076492	0.063157	0.012294	0.075154	0.064942	0.048880	0.060034	0.052846	0.054085	0.060282	0.076096	0.082788	0.082788	0.076096	0.060282	0.054085	0.052846	0.060034	0.048880	0.064942	0.075154	0.012294	0.063157	0.076492	0.063851	0.075996	0.049375	0.083730
70	0.086754	0.051557	0.078277	0.062661	0.075302	0.061025	0.012294	0.073072	0.059835	0.049822	0.062116	0.052647	0.051259	0.062066	0.074757	0.086556	0.086556	0.074757	0.062066	0.051259	0.052647	0.062116	0.049822	0.059835	0.073072	0.012294	0.061025	0.075302	0.062661	0.078277	0.051557	0.086754
71	0.084226	0.050119	0.074113	0.064694	0.075848	0.059340	0.013831	0.075451	0.062859	0.049028	0.066429	0.049128	0.057109	0.059389	0.072675	0.085762	0.085762	0.072675	0.059389	0.057109	0.049128	0.066429	0.049028	0.062859	0.075451	0.013831	0.059340	0.075848	0.064694	0.074113	0.050119	0.084226
72	0.088935	0.050962	0.075302	0.064842	0.072278	0.061471	0.012790	0.071337	0.061670	0.050714	0.063405	0.051259	0.051904	0.059786	0.077384	0.085961	0.085961	0.077384	0.059786	0.051904	0.051259	0.063405	0.050714	0.061670	0.071337	0.012790	0.061471	0.072278	0.064842	0.075302	0.050962	0.088935
73	0.084226	0.053639	0.075055	0.061868	0.077533	0.061223	0.012294	0.071882	0.058794	0.050714	0.068610	0.050763	0.052697	0.060678	0.075798	0.084226	0.084226	0.075798	0.060678	0.052697	0.050763	0.068610	0.050714	0.058794	0.071882	0.012294	0.061223	0.077533	0.061868	0.075055	0.053639	0.084226
74	0.083284	0.050516	0.074906	0.064545	0.076740	0.064198	0.011898	0.073419	0.065388	0.046351	0.065041	0.054977	0.052201	0.059786	0.073964	0.082788	0.082788	0.073964	0.059786	0.052201	0.054977	0.065041	0.046351	0.065388	0.073419	0.011898	0.064198	0.076740	0.064545	0.074906	0.050516	0.083284
75	0.085465	0.050714	0.077930	0.063504	0.072229	0.062859	0.011947	0.073815	0.062512	0.049623	0.062314	0.051358	0.055770	0.060876	0.074460	0.084622	0.084622	0.074460	0.060876	0.055770	0.051358	0.062314	0.049623	0.062512	0.073815	0.011947	0.062859	0.072229	0.063504	0.077930	0.050714	0.085465
76	0.080954	0.050962	0.077732	0.066330	0.075302	0.062215	0.012493	0.074063	0.061918	0.050615	0.064892	0.049227	0.051705	0.061273	0.074113	0.086209	0.086209	0.074113	0.061273	0.051705	0.049227	0.064892	0.050615	0.061918	0.074063	0.012493	0.062215	0.075302	0.066330	0.077732	0.050962	0.080954
77	0.082292	0.049722	0.073617	0.064247	0.075947	0.057555	0.010956	0.080607	0.061025	0.050863	0.063405	0.053936	0.052003	0.062314	0.079615	0.081896	0.081896	0.079615	0.062314	0.052003	0.053936	0.063405	0.050863	0.061025	0.080607	0.010956	0.057555	0.075947	0.064247	0.073617	0.049722	0.082292
78	0.082838	0.049227	0.073567	0.065636	0.072774	0.059588	0.012195	0.075897	0.063900	0.049871	0.063355	0.050466	0.055820	0.061323	0.081301	0.082243	0.082243	0.081301	0.061323	0.055820	0.050466	0.063355	0.049871	0.063900	0.075897	0.012195	0.059588	0.072774	0.065636	0.073567	0.049227	0.082838
79	0.086903	0.049276	0.076790	0.062364	0.070742	0.063157	0.012988	0.073121	0.064793	0.052102	0.060529	0.052994	0.053143	0.061422	0.075600	0.084077	0.084077	0.075600	0.061422	0.053143	0.052994	0.060529	0.052102	0.064793	0.073121	0.012988	0.063157	0.070742	0.062364	0.076790	0.049276	0.086903
80	0.081598	0.052350	0.075055	0.066577	0.078227	0.062066	0.012889	0.072774	0.063306	0.049574	0.063702	0.049326	0.057357	0.058596	0.070742	0.085862	0.085862	0.070742	0.058596	0.057357	0.049326	0.063702	0.049574	0.063306	0.072774	0.012889	0.062066	0.078227	0.066577	0.075055	0.052350	0.081598
81	0.086853	0.049574	0.074261	0.069800	0.072477	0.064198	0.011947	0.073964	0.060579	0.046996	0.065933	0.048880	0.052846	0.062364	0.072427	0.086903	0.086903	0.072427	0.062364	0.052846	0.048880	0.065933	0.046996	0.060579	0.073964	0.011947	0.064198	0.072477	0.069800	0.074261	0.049574	0.086853
82	0.081747	0.051061	0.076244	0.063702	0.075749	0.061422	0.011650	0.074311	0.061918	0.049028	0.062364	0.051259	0.054779	0.062562	0.077632	0.084573	0.084573	0.077632	0.062562	0.054779	0.051259	0.062364	0.049028	0.061918	0.074311	0.011650	0.061422	0.075749	0.063702	0.076244	0.051061	0.081747
83	0.086456	0.052598	0.071832	0.063306	0.074311	0.064148	0.011848	0.073766	0.061719	0.050416	0.062314	0.053440	0.055919	0.060926	0.070494	0.086506	0.086506	0.070494	0.060926	0.055919	0.053440	0.062314	0.050416	0.061719	0.073766	0.011848	0.064148	0.074311	0.063306	0.071832	0.052598	0.086456
84	0.087398	0.052102	0.077037	0.061868	0.075055	0.063306	0.012740	0.076988	0.059786	0.045360	0.063206	0.048136	0.053242	0.060926	0.072427	0.090422	0.090422	0.072427	0.060926	0.053242	0.048136	0.063206	0.045360	0.059786	0.076988	0.012740	0.063306	0.075055	0.061868	0.077037	0.052102	0.087398
85	0.084721	0.049921	0.075203	0.065636	0.076244	0.058993	0.010063	0.076393	0.064446	0.047690	0.062909	0.050367	0.050466	0.063504	0.077037	0.086407	0.086407	0.077037	0.063504	0.050466	0.050367	0.062909	0.047690	0.064446	0.076393	0.010063	0.058993	0.076244	0.065636	0.075203	0.049921	0.084721
86	0.084969	0.052102	0.074708	0.064099	0.072873	0.064594	0.011253	0.071386	0.061769	0.048979	0.063008	0.051457	0.054035	0.061124	0.075302	0.088340	0.088340	0.075302	0.061124	0.054035	0.051457	0.063008	0.048979	0.061769	0.071386	0.011253	0.064594	0.072873	0.064099	0.074708	0.052102	0.084969
87	0.083284	0.053292	0.073319	0.063752	0.073666	0.063504	0.012195	0.077434	0.064049	0.048780	0.060331	0.051110	0.052350	0.060629	0.076046	0.086258	0.086258	0.076046	0.060629	0.052350	0.051110	0.060331	0.048780	0.064049	0.077434	0.012195	0.063504	0.073666	0.063752	0.073319	0.053292	0.083284
88	0.085019	0.053193	0.074360	0.060777	0.076690	0.063454	0.012096	0.073964	0.057803	0.050218	0.062265	0.051606	0.052499	0.062661	0.075798	0.087597	0.087597	0.075798	0.062661	0.052499	0.051606	0.062265	0.050218	0.057803	0.073964	0.012096	0.063454	0.076690	0.060777	0.074360	0.053193	0.085019
89	0.083532	0.047442	0.074856	0.066181	0.075996	0.065784	0.011997	0.075749	0.062265	0.050714	0.060381	0.051160	0.057406	0.057654	0.071882	0.087002	0.087002	0.071882	0.057654	0.057406	0.051160	0.060381	0.050714	0.062265	0.075749	0.011997	0.065784	0.075996	0.066181	0.074856	0.047442	0.083532
90	0.085812	0.051309	0.076046	0.066032	0.072130	0.064099	0.011204	0.074162	0.057406	0.047045	0.063206	0.051457	0.055175	0.064495	0.077583	0.082838	0.082838	0.077583	0.064495	0.055175	0.051457	0.063206	0.047045	0.057406	0.074162	0.011204	0.064099	0.072130	0.066032	0.076046	0.051309	0.085812
91	0.079764	0.047888	0.076244	0.066627	0.075302	0.063553	0.013137	0.074955	0.063702	0.049276	0.061372	0.053688	0.051457	0.063008	0.075649	0.084374	0.084374	0.075649	0.063008	0.051457	0.053688	0.061372	0.049276	0.063702	0.074955	0.013137	0.063553	0.075302	0.066627	0.076244	0.047888	0.079764
92	0.080408	0.051408	0.074162	0.064247	0.072625	0.063702	0.011253	0.076145	0.062066	0.047888	0.064594	0.051854	0.057555	0.061570	0.075302	0.085217	0.085217	0.075302	0.061570	0.057555	0.051854	0.064594	0.047888	0.062066	0.076145	0.011253	0.063702	0.072625	0.064247	0.074162	0.051408	0.080408
93	0.084672	0.051854	0.075649	0.060480	0.074708	0.063454	0.014228	0.072179	0.062562	0.049970	0.061967	0.050813	0.053887	0.061521	0.076988	0.085068	0.085068	0.076988	0.061521	0.053887	0.050813	0.061967	0.049970	0.062562	0.072179	0.014228	0.063454	0.074708	0.060480	0.075649	0.051854	0.084672
94	0.080656	0.050565	0.077831	0.066776	0.073964	0.060827	0.013881	0.078128	0.062413	0.049574	0.064446	0.052399	0.051259	0.058100	0.074509	0.084672	0.084672	0.074509	0.058100	0.051259	0.052399	0.064446	0.049574	0.062413	0.078128	0.013881	0.060827	0.073964	0.066776	0.077831	0.050565	0.080656
95	0.082738	0.052994	0.072278	0.060282	0.072328	0.060232	0.013038	0.073468	0.062909	0.048632	0.065487	0.053639	0.057605	0.059439	0.077484	0.087448	0.087448	0.077484	0.059439	0.057605	0.053639	0.065487	0.048632	0.062909	0.073468	0.013038	0.060232	0.072328	0.060282	0.072278	0.052994	0.082738
96	0.085217	0.050069	0.073468	0.066825	0.069750	0.063950	0.013583	0.074013	0.062612	0.050119	0.064644	0.050912	0.053292	0.058745	0.074559	0.088241	0.088241	0.074559	0.058745	0.053292	0.050912	0.064644	0.050119	0.062612	0.074013	0.013583	0.063950	0.069750	0.066825	0.073468	0.050069	0.085217
97	0.085812	0.050863	0.072328	0.061868	0.070444	0.064396	0.013038	0.075005	0.059736	0.052548	0.061570	0.052399	0.055671	0.060728	0.078475	0.085118	0.085118	0.078475	0.060728	0.055671	0.052399	0.061570	0.052548	0.059736	0.075005	0.013038	0.064396	0.070444	0.061868	0.072328	0.050863	0.085812
98	0.086803	0.048384	0.072725	0.063752	0.078178	0.062215	0.011303	0.076839	0.061521	0.049970	0.062265	0.051656	0.054630	0.060579	0.074261	0.084920	0.084920	0.074261	0.060579	0.054630	0.051656	0.062265	0.049970	0.061521	0.076839	0.011303	0.062215	0.078178	0.063752	0.072725	0.048384	0.086803
99	0.087547	0.048681	0.078227	0.066677	0.068858	0.064495	0.013534	0.074261	0.059488	0.046500	0.064892	0.049673	0.059290	0.061422	0.071287	0.085168	0.085168	0.071287	0.061422	0.059290	0.049673	0.064892	0.046500	0.059488	0.074261	0.013534	0.064495	0.068858	0.066677	0.078227	0.048681	0.087547
100	0.087993	0.046451	0.075005	0.065735	0.076145	0.059835	0.012195	0.072923	0.059835	0.051705	0.067271	0.049128	0.052499	0.059538	0.075352	0.088390	0.088390	0.075352	0.059538	0.052499	0.049128	0.067271	0.051705	0.059835	0.072923	0.012195	0.059835	0.076145	0.065735	0.075005	0.046451	0.087993
101	0.084870	0.048582	0.075550	0.067470	0.072080	0.059488	0.011699	0.074261	0.063058	0.049970	0.063653	0.053143	0.054531	0.057753	0.076938	0.086952	0.086952	0.076938	0.057753	0.054531	0.053143	0.063653	0.049970	0.063058	0.074261	0.011699	0.059488	0.072080	0.067470	0.075550	0.048582	0.084870
102	0.084821	0.049177	0.076145	0.064396	0.071287	0.059736	0.012046	0.072725	0.060926	0.050218	0.065487	0.051210	0.054680	0.063950	0.080061	0.083135	0.083135	0.080061	0.063950	0.054680	0.051210	0.065487	0.050218	0.060926	0.072725	0.012046	0.059736	0.071287	0.064396	0.076145	0.049177	0.084821
103	0.081350	0.052151	0.073270	0.064942	0.074608	0.060777	0.012790	0.074906	0.061372	0.055175	0.066726	0.050466	0.055473	0.059885	0.071188	0.084920	0.084920	0.071188	0.059885	0.055473	0.050466	0.066726	0.055175	0.061372	0.074906	0.012790	0.060777	0.074608	0.064942	0.073270	0.052151	0.081350
104	0.084474	0.049772	0.075947	0.062612	0.077186	0.063553	0.010906	0.076343	0.061323	0.049970	0.061521	0.051160	0.053193	0.058943	0.075055	0.088043	0.088043	0.075055	0.058943	0.053193	0.051160	0.061521	0.049970	0.061323	0.076343	0.010906	0.063553	0.077186	0.062612	0.075947	0.049772	0.084474
105	0.087845	0.050664	0.074559	0.063107	0.075352	0.059488	0.012988	0.074410	0.061868	0.050218	0.060282	0.051061	0.054432	0.060728	0.076740	0.086258	0.086258	0.076740	0.060728	0.054432	0.051061	0.060282	0.050218	0.061868	0.074410	0.012988	0.059488	0.075352	0.063107	0.074559	0.050664	0.087845
106	0.087944	0.053440	0.073617	0.064495	0.070742	0.063107	0.012245	0.075005	0.063306	0.046748	0.062314	0.052201	0.056217	0.061124	0.071089	0.086407	0.086407	0.071089	0.061124	0.056217	0.052201	0.062314	0.046748	0.063306	0.075005	0.012245	0.063107	0.070742	0.064495	0.073617	0.053440	0.087944
107	0.085068	0.049078	0.077831	0.066230	0.072278	0.061570	0.014971	0.075600	0.058100	0.047591	0.063355	0.050218	0.051457	0.061471	0.076046	0.089133	0.089133	0.076046	0.061471	0.051457	0.050218	0.063355	0.047591	0.058100	0.075600	0.014971	0.061570	0.072278	0.066230	0.077831	0.049078	0.085068
108	0.078227	0.050367	0.073518	0.064793	0.073865	0.064000	0.011551	0.070295	0.061422	0.051656	0.064198	0.054928	0.056762	0.060083	0.074955	0.089381	0.089381	0.074955	0.060083	0.056762	0.054928	0.064198	0.051656	0.061422	0.070295	0.011551	0.064000	0.073865	0.064793	0.073518	0.050367	0.078227
