pos	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	RR	SS	TA	TC	TG	TT	WW	YY
-42	0.076524	0.058430	0.065911	0.052617	0.058864	0.072439	0.042394	0.067426	0.065264	0.042207	0.072149	0.062047	0.279849	0.229189	0.052812	0.066855	0.062277	0.081784	0.263737	0.288504
-41	0.075784	0.059468	0.065417	0.052659	0.058694	0.072473	0.041713	0.067375	0.065179	0.042786	0.073316	0.060626	0.279696	0.230288	0.052634	0.066651	0.061749	0.083478	0.264555	0.289977
-40	0.075563	0.059528	0.064515	0.052574	0.059425	0.072643	0.041867	0.068064	0.065358	0.042692	0.073154	0.060566	0.278589	0.230356	0.052438	0.066200	0.061357	0.084057	0.264631	0.290964
-39	0.076856	0.059638	0.064089	0.053161	0.059315	0.073333	0.041433	0.066796	0.064047	0.042156	0.073341	0.061264	0.278334	0.230263	0.053136	0.066762	0.061136	0.083538	0.266691	0.290428
-38	0.076797	0.059451	0.065204	0.053782	0.059927	0.073426	0.042173	0.066209	0.064191	0.041782	0.072558	0.061383	0.278751	0.229939	0.053604	0.066098	0.061332	0.082082	0.266265	0.287815
-37	0.076899	0.059706	0.064847	0.053919	0.059825	0.074439	0.041969	0.064728	0.064609	0.042343	0.073537	0.061476	0.279891	0.232288	0.053238	0.066456	0.060830	0.081180	0.265235	0.286803
-36	0.075707	0.059297	0.065281	0.053774	0.060353	0.074567	0.042641	0.065375	0.065238	0.042088	0.074158	0.060200	0.280385	0.233454	0.053289	0.066209	0.060864	0.080959	0.263729	0.287109
-35	0.075878	0.058932	0.065008	0.053629	0.059944	0.073622	0.042377	0.065809	0.065758	0.043169	0.074065	0.060532	0.280709	0.233233	0.052625	0.067417	0.060430	0.080805	0.262937	0.287653
-34	0.075835	0.058881	0.065306	0.053187	0.060336	0.072456	0.042480	0.067264	0.064855	0.042896	0.074507	0.060344	0.280504	0.232339	0.053314	0.067783	0.060268	0.080286	0.262622	0.287790
-33	0.076380	0.059647	0.064949	0.052795	0.060430	0.072345	0.042165	0.066958	0.065221	0.043067	0.073954	0.060191	0.280504	0.231530	0.053144	0.067698	0.060362	0.080695	0.263014	0.287696
-32	0.076090	0.059629	0.065290	0.053621	0.060983	0.073180	0.042335	0.067392	0.064889	0.042173	0.073724	0.060234	0.279993	0.231411	0.053034	0.066804	0.060472	0.080150	0.262895	0.287526
-31	0.076473	0.060183	0.065426	0.053765	0.060413	0.073937	0.042990	0.066030	0.065477	0.041909	0.072022	0.061093	0.279398	0.230858	0.052489	0.066872	0.060787	0.080133	0.262861	0.286973
-30	0.076907	0.060242	0.065673	0.054038	0.060311	0.074133	0.042479	0.066668	0.065536	0.042190	0.072490	0.060940	0.280607	0.231292	0.052395	0.065860	0.060932	0.079205	0.262546	0.285866
-29	0.078278	0.060838	0.065000	0.052914	0.059596	0.073682	0.042079	0.066617	0.065996	0.042556	0.073690	0.059783	0.282964	0.232007	0.052157	0.066694	0.060949	0.079171	0.262520	0.286164
-28	0.078686	0.060327	0.064421	0.052429	0.059757	0.073639	0.042131	0.066890	0.066856	0.042241	0.075188	0.059017	0.285152	0.233199	0.052293	0.066549	0.060132	0.079444	0.262852	0.286522
-27	0.078235	0.059706	0.065111	0.052506	0.060072	0.073605	0.042812	0.065885	0.066532	0.042232	0.075826	0.059425	0.285704	0.234476	0.051970	0.067562	0.059791	0.078729	0.261439	0.285781
-26	0.077435	0.060064	0.066473	0.053468	0.059987	0.074431	0.043050	0.064813	0.066038	0.041943	0.076014	0.059851	0.285960	0.235437	0.052335	0.066311	0.059374	0.078414	0.261652	0.283969
-25	0.077188	0.059783	0.067051	0.054455	0.060711	0.074337	0.042743	0.064481	0.066132	0.042650	0.075350	0.059894	0.285721	0.235080	0.053127	0.064924	0.059647	0.077529	0.262299	0.281270
-24	0.077231	0.060310	0.066575	0.055017	0.059919	0.074644	0.042437	0.063944	0.066013	0.042811	0.075043	0.059340	0.284862	0.234935	0.054302	0.064719	0.060345	0.077350	0.263899	0.280657
-23	0.077086	0.059034	0.065026	0.054812	0.060268	0.073895	0.042564	0.065179	0.066626	0.042811	0.075069	0.060489	0.283806	0.234339	0.054268	0.065162	0.060268	0.077444	0.263609	0.281678
-22	0.076720	0.058659	0.065809	0.054668	0.059051	0.074388	0.042556	0.065911	0.065664	0.042471	0.075341	0.060685	0.283534	0.234756	0.053468	0.065868	0.061323	0.077418	0.262273	0.283585
-21	0.077010	0.059315	0.065987	0.052906	0.059502	0.074082	0.042377	0.066489	0.066472	0.042692	0.075503	0.061638	0.284972	0.234654	0.051552	0.066464	0.060915	0.077095	0.258562	0.284130
-20	0.077410	0.060353	0.067060	0.052055	0.060242	0.073988	0.042828	0.066141	0.066277	0.041977	0.075503	0.061102	0.286249	0.234296	0.051586	0.066464	0.060957	0.076056	0.257107	0.282649
-19	0.077342	0.060804	0.067528	0.051289	0.060898	0.073664	0.042113	0.065366	0.066941	0.042377	0.075128	0.060761	0.286939	0.233283	0.052216	0.066405	0.060404	0.076763	0.257609	0.282198
-18	0.077112	0.060370	0.067324	0.052642	0.060200	0.073537	0.042599	0.065051	0.066498	0.042215	0.075477	0.060991	0.286411	0.233828	0.053689	0.065068	0.059697	0.077529	0.260971	0.281185
-17	0.077639	0.060387	0.067324	0.052684	0.058983	0.073298	0.042539	0.064472	0.066975	0.043075	0.075563	0.060693	0.287501	0.234476	0.053927	0.064822	0.059698	0.077920	0.262171	0.280513
-16	0.078703	0.060115	0.066660	0.052353	0.059085	0.073511	0.043467	0.064787	0.067332	0.042956	0.075656	0.060489	0.288352	0.235591	0.053519	0.064302	0.059962	0.077103	0.261677	0.279704
-15	0.078686	0.059468	0.067766	0.052234	0.059885	0.073928	0.042948	0.065204	0.067256	0.042888	0.074916	0.059306	0.288624	0.234680	0.052242	0.065332	0.060745	0.077197	0.260359	0.281662
-14	0.077656	0.058966	0.067383	0.052182	0.059876	0.074218	0.042582	0.065528	0.067545	0.042675	0.074575	0.060293	0.287160	0.234050	0.051629	0.065809	0.061119	0.077963	0.259431	0.283518
-13	0.076822	0.058898	0.066592	0.052744	0.059170	0.073886	0.042182	0.065043	0.067800	0.042888	0.075358	0.060217	0.286573	0.234314	0.052089	0.066481	0.061323	0.078508	0.260162	0.283918
-12	0.077665	0.059042	0.065945	0.053221	0.058659	0.073869	0.042964	0.065996	0.067502	0.042539	0.075248	0.060574	0.286360	0.234620	0.052872	0.064728	0.060838	0.078337	0.262094	0.282930
-11	0.078346	0.058906	0.066260	0.053093	0.058923	0.073997	0.042718	0.066081	0.067426	0.042786	0.074652	0.059842	0.286684	0.234152	0.053348	0.065068	0.060370	0.078184	0.262971	0.283330
-10	0.078235	0.058744	0.067324	0.053485	0.059953	0.074116	0.043084	0.066098	0.065758	0.042948	0.074124	0.060719	0.285441	0.234271	0.052744	0.065145	0.059902	0.077623	0.262086	0.282981
-9	0.077733	0.059604	0.066098	0.052829	0.060021	0.074218	0.042956	0.064975	0.065579	0.043399	0.074763	0.061042	0.284173	0.235335	0.052531	0.067077	0.060387	0.076788	0.259881	0.283058
-8	0.078329	0.059366	0.065970	0.052948	0.061229	0.074831	0.043101	0.064626	0.064736	0.042828	0.075342	0.061272	0.284377	0.236101	0.052123	0.066294	0.060464	0.076542	0.259941	0.282292
-7	0.078661	0.060795	0.065579	0.052974	0.060498	0.073801	0.042803	0.064787	0.065459	0.042360	0.075231	0.060430	0.284930	0.234195	0.052914	0.066209	0.060285	0.077214	0.261762	0.282011
-6	0.077963	0.059689	0.065315	0.053323	0.061604	0.073980	0.042854	0.065655	0.065638	0.042207	0.074805	0.060021	0.283721	0.233846	0.053451	0.065306	0.059647	0.078542	0.263277	0.283483
-5	0.076882	0.061255	0.064940	0.053638	0.060557	0.074269	0.042999	0.065885	0.065221	0.042224	0.074209	0.059808	0.281253	0.233701	0.053212	0.066413	0.059357	0.079129	0.262860	0.285696
-4	0.077282	0.060523	0.065323	0.052267	0.060974	0.075929	0.042965	0.066294	0.064872	0.042301	0.073163	0.060991	0.280640	0.234356	0.052957	0.066617	0.059510	0.078031	0.260537	0.286870
-3	0.077937	0.061442	0.066855	0.051144	0.059442	0.076167	0.042488	0.066106	0.065596	0.042301	0.073384	0.060532	0.283772	0.234339	0.052548	0.067119	0.059817	0.077120	0.258749	0.286513
-2	0.077971	0.059629	0.067204	0.051323	0.059502	0.075980	0.041977	0.065681	0.066923	0.042931	0.073571	0.060617	0.285670	0.234459	0.052540	0.066030	0.060830	0.077290	0.259124	0.284981
-1	0.077724	0.059204	0.066864	0.051910	0.058847	0.075077	0.042215	0.066830	0.068243	0.042922	0.074337	0.059247	0.287168	0.234552	0.051816	0.066166	0.060413	0.078184	0.259635	0.286258
0	0.078278	0.059332	0.066047	0.052225	0.059766	0.074567	0.042539	0.067247	0.067247	0.042539	0.074567	0.059766	0.286139	0.234211	0.052225	0.066047	0.059332	0.078278	0.261005	0.286139
1	0.078184	0.060413	0.066166	0.051816	0.059247	0.074337	0.042922	0.068243	0.066830	0.042215	0.075077	0.058847	0.286258	0.234552	0.051910	0.066864	0.059204	0.077724	0.259635	0.287168
2	0.077290	0.060830	0.066030	0.052540	0.060617	0.073571	0.042931	0.066923	0.065681	0.041977	0.075980	0.059502	0.284981	0.234459	0.051323	0.067204	0.059629	0.077971	0.259124	0.285670
3	0.077120	0.059817	0.067119	0.052548	0.060532	0.073384	0.042301	0.065596	0.066106	0.042488	0.076167	0.059442	0.286513	0.234340	0.051144	0.066855	0.061442	0.077937	0.258750	0.283772
4	0.078031	0.059510	0.066617	0.052957	0.060991	0.073163	0.042301	0.064872	0.066294	0.042965	0.075929	0.060974	0.286870	0.234357	0.052267	0.065323	0.060523	0.077282	0.260537	0.280640
5	0.079129	0.059357	0.066413	0.053212	0.059808	0.074209	0.042224	0.065221	0.065885	0.042999	0.074269	0.060557	0.285696	0.233701	0.053638	0.064940	0.061255	0.076882	0.262861	0.281252
6	0.078542	0.059647	0.065306	0.053451	0.060021	0.074805	0.042207	0.065638	0.065655	0.042854	0.073980	0.061604	0.283483	0.233846	0.053323	0.065315	0.059689	0.077963	0.263278	0.283721
7	0.077214	0.060285	0.066209	0.052914	0.060430	0.075231	0.042360	0.065459	0.064787	0.042803	0.073801	0.060498	0.282011	0.234194	0.052974	0.065579	0.060795	0.078661	0.261763	0.284930
8	0.076542	0.060464	0.066294	0.052123	0.061272	0.075342	0.042828	0.064736	0.064626	0.043101	0.074831	0.061229	0.282292	0.236101	0.052948	0.065970	0.059366	0.078329	0.259941	0.284377
9	0.076788	0.060387	0.067077	0.052531	0.061042	0.074763	0.043399	0.065579	0.064975	0.042956	0.074218	0.060021	0.283057	0.235335	0.052829	0.066098	0.059604	0.077733	0.259882	0.284173
10	0.077623	0.059902	0.065145	0.052744	0.060719	0.074124	0.042948	0.065758	0.066098	0.043084	0.074116	0.059953	0.282981	0.234271	0.053485	0.067324	0.058744	0.078235	0.262086	0.285441
11	0.078184	0.060370	0.065068	0.053348	0.059842	0.074652	0.042786	0.067426	0.066081	0.042718	0.073997	0.058923	0.283330	0.234152	0.053093	0.066260	0.058906	0.078346	0.262971	0.286684
12	0.078337	0.060838	0.064728	0.052872	0.060574	0.075248	0.042539	0.067502	0.065996	0.042964	0.073869	0.058659	0.282930	0.234620	0.053221	0.065945	0.059042	0.077665	0.262094	0.286360
13	0.078508	0.061323	0.066481	0.052089	0.060217	0.075358	0.042888	0.067800	0.065043	0.042182	0.073886	0.059170	0.283918	0.234314	0.052744	0.066592	0.058898	0.076822	0.260162	0.286573
14	0.077963	0.061119	0.065809	0.051629	0.060293	0.074575	0.042675	0.067545	0.065528	0.042582	0.074218	0.059876	0.283517	0.234050	0.052182	0.067383	0.058966	0.077656	0.259431	0.287160
15	0.077197	0.060745	0.065332	0.052242	0.059306	0.074916	0.042888	0.067256	0.065204	0.042948	0.073928	0.059885	0.281661	0.234680	0.052234	0.067766	0.059468	0.078686	0.260359	0.288624
16	0.077103	0.059962	0.064302	0.053519	0.060489	0.075656	0.042956	0.067332	0.064787	0.043467	0.073511	0.059085	0.279704	0.235590	0.052353	0.066660	0.060115	0.078703	0.261677	0.288352
17	0.077920	0.059698	0.064822	0.053927	0.060693	0.075563	0.043075	0.066975	0.064472	0.042539	0.073298	0.058983	0.280513	0.234475	0.052684	0.067324	0.060387	0.077639	0.262171	0.287501
18	0.077529	0.059697	0.065068	0.053689	0.060991	0.075477	0.042215	0.066498	0.065051	0.042599	0.073537	0.060200	0.281185	0.233828	0.052642	0.067324	0.060370	0.077112	0.260971	0.286411
19	0.076763	0.060404	0.066405	0.052216	0.060761	0.075128	0.042377	0.066941	0.065366	0.042113	0.073664	0.060898	0.282198	0.233283	0.051289	0.067528	0.060804	0.077342	0.257609	0.286939
20	0.076056	0.060957	0.066464	0.051586	0.061102	0.075503	0.041977	0.066277	0.066141	0.042828	0.073988	0.060242	0.282649	0.234296	0.052055	0.067060	0.060353	0.077410	0.257107	0.286249
21	0.077095	0.060915	0.066464	0.051552	0.061638	0.075503	0.042692	0.066472	0.066489	0.042377	0.074082	0.059502	0.284130	0.234654	0.052906	0.065987	0.059315	0.077010	0.258562	0.284972
22	0.077418	0.061323	0.065868	0.053468	0.060685	0.075341	0.042471	0.065664	0.065911	0.042556	0.074388	0.059051	0.283585	0.234756	0.054668	0.065809	0.058659	0.076720	0.262273	0.283534
23	0.077444	0.060268	0.065162	0.054268	0.060489	0.075069	0.042811	0.066626	0.065179	0.042564	0.073895	0.060268	0.281678	0.234339	0.054812	0.065026	0.059034	0.077086	0.263609	0.283807
24	0.077350	0.060345	0.064719	0.054302	0.059340	0.075043	0.042811	0.066013	0.063944	0.042437	0.074644	0.059919	0.280657	0.234935	0.055017	0.066575	0.060310	0.077231	0.263899	0.284862
25	0.077529	0.059647	0.064924	0.053127	0.059894	0.075350	0.042650	0.066132	0.064481	0.042743	0.074337	0.060711	0.281270	0.235080	0.054455	0.067051	0.059783	0.077188	0.262299	0.285721
26	0.078414	0.059374	0.066311	0.052335	0.059851	0.076014	0.041943	0.066038	0.064813	0.043050	0.074431	0.059987	0.283969	0.235437	0.053468	0.066473	0.060064	0.077435	0.261652	0.285960
27	0.078729	0.059791	0.067562	0.051970	0.059425	0.075826	0.042232	0.066532	0.065885	0.042812	0.073605	0.060072	0.285781	0.234476	0.052506	0.065111	0.059706	0.078235	0.261439	0.285704
28	0.079444	0.060132	0.066549	0.052293	0.059017	0.075188	0.042241	0.066856	0.066890	0.042131	0.073639	0.059757	0.286522	0.233199	0.052429	0.064421	0.060327	0.078686	0.262852	0.285152
29	0.079171	0.060949	0.066694	0.052157	0.059783	0.073690	0.042556	0.065996	0.066617	0.042079	0.073682	0.059596	0.286164	0.232007	0.052914	0.065000	0.060838	0.078278	0.262520	0.282964
30	0.079205	0.060932	0.065860	0.052395	0.060940	0.072490	0.042190	0.065536	0.066668	0.042479	0.074133	0.060311	0.285866	0.231292	0.054038	0.065673	0.060242	0.076907	0.262546	0.280607
31	0.080133	0.060787	0.066872	0.052489	0.061093	0.072022	0.041909	0.065477	0.066030	0.042990	0.073937	0.060413	0.286973	0.230858	0.053765	0.065426	0.060183	0.076473	0.262861	0.279398
32	0.080150	0.060472	0.066804	0.053034	0.060234	0.073724	0.042173	0.064889	0.067392	0.042335	0.073180	0.060983	0.287526	0.231411	0.053621	0.065290	0.059629	0.076090	0.262895	0.279993
33	0.080695	0.060362	0.067698	0.053144	0.060191	0.073954	0.043067	0.065221	0.066958	0.042165	0.072345	0.060430	0.287696	0.231530	0.052795	0.064949	0.059647	0.076380	0.263014	0.280504
34	0.080286	0.060268	0.067783	0.053314	0.060344	0.074507	0.042896	0.064855	0.067264	0.042480	0.072456	0.060336	0.287790	0.232339	0.053187	0.065306	0.058881	0.075835	0.262622	0.280504
35	0.080805	0.060430	0.067417	0.052625	0.060532	0.074065	0.043169	0.065758	0.065809	0.042377	0.073622	0.059944	0.287653	0.233233	0.053629	0.065008	0.058932	0.075878	0.262937	0.280709
36	0.080959	0.060864	0.066209	0.053289	0.060200	0.074158	0.042088	0.065238	0.065375	0.042641	0.074567	0.060353	0.287109	0.233454	0.053774	0.065281	0.059297	0.075707	0.263729	0.280385
37	0.081180	0.060830	0.066456	0.053238	0.061476	0.073537	0.042343	0.064609	0.064728	0.041969	0.074439	0.059825	0.286803	0.232288	0.053919	0.064847	0.059706	0.076899	0.265235	0.279891
38	0.082082	0.061332	0.066098	0.053604	0.061383	0.072558	0.041782	0.064191	0.066209	0.042173	0.073426	0.059927	0.287815	0.229939	0.053782	0.065204	0.059451	0.076797	0.266265	0.278751
39	0.083538	0.061136	0.066762	0.053136	0.061264	0.073341	0.042156	0.064047	0.066796	0.041433	0.073333	0.059315	0.290428	0.230263	0.053161	0.064089	0.059638	0.076856	0.266691	0.278333
40	0.084057	0.061357	0.066200	0.052438	0.060566	0.073154	0.042692	0.065358	0.068064	0.041867	0.072643	0.059425	0.290964	0.230356	0.052574	0.064515	0.059528	0.075563	0.264631	0.278589
41	0.083478	0.061749	0.066651	0.052634	0.060626	0.073316	0.042786	0.065179	0.067375	0.041713	0.072473	0.058694	0.289977	0.230288	0.052659	0.065417	0.059468	0.075784	0.264555	0.279695
42	0.081784	0.062277	0.066855	0.052812	0.062047	0.072149	0.042207	0.065264	0.067426	0.042394	0.072439	0.058864	0.288504	0.229189	0.052617	0.065911	0.058430	0.076524	0.263737	0.279849
43	0.081086	0.061834	0.067417	0.053825	0.061681	0.072779	0.042479	0.064089	0.067826	0.042241	0.073035	0.058421	0.289364	0.230535	0.052157	0.066353	0.058115	0.076661	0.263729	0.279883
44	0.080372	0.061383	0.067732	0.054599	0.062021	0.072490	0.042429	0.065128	0.068439	0.042267	0.073579	0.058353	0.290122	0.230765	0.052182	0.065698	0.057860	0.075469	0.262622	0.278785
45	0.080593	0.061383	0.067409	0.053935	0.061579	0.072363	0.043339	0.064702	0.068515	0.042863	0.072345	0.057919	0.288862	0.230910	0.053076	0.066217	0.058753	0.075009	0.262614	0.278291
46	0.080839	0.062064	0.066566	0.053450	0.062413	0.072754	0.043092	0.065043	0.067417	0.042301	0.072320	0.058259	0.287143	0.230467	0.054242	0.065417	0.059051	0.074771	0.263303	0.277985
47	0.081861	0.062081	0.066464	0.052625	0.062762	0.073341	0.042845	0.064447	0.066226	0.042854	0.071971	0.059153	0.286522	0.231012	0.052999	0.065068	0.060072	0.075231	0.262716	0.278087
48	0.081435	0.061970	0.066268	0.052378	0.062396	0.074882	0.042062	0.065434	0.066541	0.042275	0.073171	0.059706	0.287415	0.232390	0.052778	0.064804	0.058932	0.074967	0.261558	0.280087
49	0.080763	0.061792	0.066821	0.052455	0.061723	0.074644	0.042207	0.066345	0.065502	0.042998	0.073086	0.059451	0.286173	0.232935	0.052616	0.066336	0.058259	0.075001	0.260834	0.282325
50	0.079682	0.062089	0.065791	0.053459	0.060923	0.075333	0.042445	0.066336	0.065953	0.042207	0.073205	0.059596	0.284632	0.233190	0.053629	0.066234	0.057255	0.075861	0.262630	0.283764
51	0.080150	0.061834	0.065936	0.053578	0.061230	0.073750	0.042216	0.066481	0.065102	0.041799	0.073060	0.059017	0.284249	0.230825	0.053859	0.066175	0.058915	0.076899	0.264486	0.283305
52	0.080337	0.061902	0.065647	0.053331	0.061357	0.073111	0.041475	0.065392	0.065826	0.041382	0.073511	0.060038	0.285321	0.229480	0.053348	0.065332	0.059791	0.078218	0.265235	0.282053
53	0.081205	0.062030	0.066251	0.052216	0.062055	0.071767	0.041833	0.064557	0.066004	0.041816	0.073426	0.059910	0.286888	0.228842	0.052744	0.065042	0.059851	0.079291	0.265457	0.280657
54	0.081299	0.062055	0.066490	0.052353	0.062404	0.071877	0.041322	0.064966	0.066089	0.042139	0.073214	0.059842	0.287092	0.228552	0.052055	0.064796	0.059851	0.079248	0.264954	0.280887
55	0.080882	0.061783	0.066507	0.052472	0.062702	0.072158	0.041254	0.065792	0.066609	0.041016	0.073001	0.059374	0.286999	0.227429	0.052863	0.064676	0.060013	0.078899	0.265116	0.281525
56	0.080576	0.061528	0.067034	0.052319	0.062421	0.072507	0.040964	0.065826	0.066141	0.040709	0.072796	0.059647	0.286547	0.226977	0.053119	0.065366	0.060557	0.078491	0.264503	0.282189
57	0.080601	0.061826	0.067102	0.052421	0.061911	0.073231	0.042250	0.064489	0.066285	0.041024	0.072796	0.060174	0.286785	0.229301	0.052897	0.065723	0.059059	0.078210	0.264129	0.281653
58	0.081214	0.062089	0.067332	0.052123	0.061911	0.073077	0.042871	0.064157	0.066660	0.041909	0.072890	0.058983	0.288096	0.230748	0.052370	0.065604	0.057987	0.078823	0.264529	0.281662
59	0.081231	0.062175	0.066992	0.052182	0.061213	0.073273	0.042828	0.064600	0.068379	0.041773	0.072388	0.058642	0.288990	0.230263	0.052148	0.066302	0.057238	0.078635	0.264197	0.282811
60	0.081401	0.061868	0.067349	0.051910	0.061493	0.073137	0.042258	0.065255	0.068260	0.041441	0.072635	0.058396	0.289646	0.229471	0.052387	0.065673	0.058038	0.078499	0.264197	0.282564
61	0.081503	0.061672	0.068056	0.052736	0.061613	0.072413	0.042428	0.064864	0.067477	0.041671	0.072626	0.059076	0.289662	0.229139	0.051850	0.065647	0.058898	0.077469	0.263559	0.280394
62	0.082006	0.060914	0.068353	0.053263	0.062404	0.071775	0.042131	0.064924	0.066498	0.042045	0.073682	0.059017	0.290539	0.229633	0.052012	0.065256	0.058659	0.077061	0.264342	0.279015
63	0.081955	0.060770	0.067707	0.053638	0.061528	0.071239	0.042590	0.064592	0.067043	0.042275	0.073128	0.058719	0.289832	0.229233	0.052778	0.066158	0.058447	0.077435	0.265806	0.279423
64	0.083180	0.060302	0.067349	0.052702	0.061664	0.071699	0.042403	0.064830	0.067051	0.042675	0.071630	0.059306	0.289211	0.228407	0.052897	0.065809	0.057851	0.078652	0.267431	0.280989
65	0.083827	0.060821	0.067256	0.053033	0.061510	0.071622	0.042028	0.064847	0.066685	0.042930	0.070430	0.058736	0.288198	0.227011	0.053757	0.065477	0.058600	0.078439	0.269057	0.280385
66	0.083784	0.059536	0.067537	0.053783	0.062200	0.071920	0.041586	0.065187	0.067553	0.043041	0.069332	0.059230	0.288207	0.225879	0.053697	0.064889	0.058353	0.078371	0.269635	0.280368
