pos	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	TA	TC	TG	TT	WW	SS	RR	YY
-8	0.078286	0.061817	0.063528	0.0529315	0.0592125	0.0746345	0.04379	0.0651365	0.0647785	0.0426665	0.075631	0.0609745	0.051833	0.0679705	0.061587	0.075222	0.258272	0.236722	0.282224	0.282964
-7	0.0798945	0.058089	0.0664895	0.051961	0.062889	0.075401	0.042156	0.0650855	0.065698	0.0415435	0.07558	0.0610765	0.052293	0.06483	0.059468	0.077546	0.261694	0.23468	0.287662	0.282863
-6	0.077801	0.0624805	0.066719	0.0540295	0.0593915	0.0713665	0.0424625	0.0641405	0.065902	0.042871	0.0744815	0.0592385	0.0546165	0.0658255	0.0598	0.0788735	0.26532	0.231182	0.284903	0.280206
-5	0.0761925	0.0584975	0.062736	0.053978	0.0625315	0.075171	0.0439435	0.0677405	0.065315	0.0422075	0.074354	0.0597485	0.053442	0.065264	0.059672	0.079205	0.262818	0.235676	0.278598	0.287381
-4	0.076652	0.062787	0.065366	0.052906	0.0597485	0.076269	0.04259	0.0657745	0.064447	0.041594	0.0737925	0.0604385	0.0515775	0.0681495	0.0585995	0.0793075	0.260443	0.234245	0.280257	0.2895
-3	0.079001	0.060285	0.0678685	0.049918	0.0606425	0.0763455	0.0423605	0.065366	0.0648555	0.0431005	0.071341	0.062787	0.0538505	0.0664385	0.0602595	0.0755795	0.258349	0.233148	0.283066	0.283729
-2	0.0781585	0.061255	0.067332	0.050608	0.0579355	0.075886	0.0425135	0.067179	0.067485	0.0422075	0.075018	0.0583695	0.0522165	0.0667705	0.0605915	0.0764735	0.257456	0.235625	0.287994	0.286309
-1	0.076754	0.0573485	0.066413	0.053442	0.0599275	0.075707	0.041058	0.064498	0.06843	0.043484	0.074354	0.0606935	0.0515525	0.0648815	0.061638	0.079818	0.261567	0.234603	0.285951	0.284905
0	0.0782605	0.0590085	0.066847	0.05168	0.0586765	0.073639	0.043075	0.0688135	0.0688135	0.043075	0.073639	0.0586765	0.05168	0.066847	0.0590085	0.0782605	0.259881	0.233428	0.28756	0.28756
1	0.079818	0.061638	0.0648815	0.0515525	0.0606935	0.074354	0.043484	0.06843	0.064498	0.041058	0.075707	0.0599275	0.053442	0.066413	0.0573485	0.076754	0.261566	0.234603	0.284905	0.285951
2	0.0764735	0.0605915	0.0667705	0.0522165	0.0583695	0.075018	0.0422075	0.067485	0.067179	0.0425135	0.075886	0.0579355	0.050608	0.067332	0.061255	0.0781585	0.257457	0.235625	0.286309	0.287994
3	0.0755795	0.0602595	0.0664385	0.0538505	0.062787	0.071341	0.0431005	0.0648555	0.065366	0.0423605	0.0763455	0.0606425	0.049918	0.0678685	0.060285	0.079001	0.258349	0.233148	0.283729	0.283066
4	0.0793075	0.0585995	0.0681495	0.0515775	0.0604385	0.0737925	0.041594	0.064447	0.0657745	0.04259	0.076269	0.0597485	0.052906	0.065366	0.062787	0.076652	0.260443	0.234246	0.289501	0.280257
5	0.079205	0.059672	0.065264	0.053442	0.0597485	0.074354	0.0422075	0.065315	0.0677405	0.0439435	0.075171	0.0625315	0.053978	0.062736	0.0584975	0.0761925	0.262818	0.235676	0.28738	0.278597
6	0.0788735	0.0598	0.0658255	0.0546165	0.0592385	0.0744815	0.042871	0.065902	0.0641405	0.0424625	0.0713665	0.0593915	0.0540295	0.066719	0.0624805	0.077801	0.265321	0.231181	0.280206	0.284903
7	0.077546	0.059468	0.06483	0.052293	0.0610765	0.07558	0.0415435	0.065698	0.0650855	0.042156	0.075401	0.062889	0.051961	0.0664895	0.058089	0.0798945	0.261694	0.23468	0.282863	0.287662
8	0.075222	0.061587	0.0679705	0.051833	0.0609745	0.075631	0.0426665	0.0647785	0.0651365	0.04379	0.0746345	0.0592125	0.0529315	0.063528	0.061817	0.078286	0.258273	0.236722	0.282963	0.282224
9	0.0768565	0.0603365	0.066081	0.052242	0.061766	0.0748135	0.0442755	0.063732	0.0636555	0.043356	0.074456	0.061587	0.0539525	0.067894	0.058191	0.076805	0.259856	0.236901	0.281049	0.283245
10	0.0782865	0.059238	0.067179	0.0535185	0.060387	0.073843	0.043254	0.068226	0.066132	0.041722	0.0735625	0.0592635	0.0516035	0.0668725	0.058804	0.0781075	0.261516	0.232382	0.28516	0.287049
11	0.0777245	0.060132	0.0621745	0.0524715	0.060004	0.073716	0.0413135	0.065315	0.068507	0.044173	0.0743285	0.059008	0.0548975	0.0672045	0.059238	0.079793	0.264887	0.233531	0.282734	0.286029
12	0.0785415	0.06174	0.0658515	0.0540545	0.059136	0.076397	0.04379	0.0687365	0.0636045	0.042258	0.0740985	0.058498	0.052778	0.064702	0.0586765	0.077137	0.262511	0.236544	0.282096	0.286973
13	0.078746	0.0606425	0.066158	0.0520885	0.062583	0.0756305	0.0425135	0.0684555	0.065877	0.0424625	0.0731795	0.058472	0.0519865	0.065928	0.0592125	0.0760645	0.258885	0.233786	0.283961	0.286078
14	0.0782355	0.061587	0.0674345	0.0501225	0.0589315	0.0740475	0.0423605	0.066209	0.065647	0.0418245	0.0743795	0.0605405	0.0534675	0.069145	0.058804	0.077265	0.259091	0.232612	0.285696	0.286667
15	0.076907	0.061128	0.063834	0.052676	0.0593655	0.0740475	0.043152	0.0679705	0.06506	0.0434585	0.075094	0.060617	0.051093	0.067077	0.0588805	0.0796395	0.260316	0.235752	0.280895	0.288735
16	0.0764475	0.059519	0.064728	0.053927	0.0596215	0.076652	0.043152	0.0675875	0.0649065	0.0435605	0.072311	0.0584975	0.05214	0.067077	0.060719	0.0791545	0.261669	0.235675	0.278393	0.290471
17	0.0779545	0.059238	0.064345	0.0539525	0.0624805	0.076269	0.042565	0.066439	0.064396	0.043382	0.073128	0.0581405	0.0538245	0.065826	0.0607445	0.077316	0.263047	0.235344	0.279824	0.28585
18	0.0793585	0.060336	0.065392	0.0539015	0.0599785	0.0737665	0.043509	0.066898	0.064115	0.040675	0.074456	0.0603105	0.0520885	0.0690685	0.0596975	0.0764475	0.261796	0.232406	0.283322	0.286181
19	0.075273	0.0595185	0.065468	0.053212	0.0605145	0.0763965	0.0405725	0.066158	0.066643	0.0437395	0.073026	0.062149	0.052012	0.067077	0.060668	0.0775715	0.258069	0.233735	0.28041	0.287203
20	0.0756565	0.0613575	0.068354	0.049535	0.0617915	0.075222	0.0430495	0.067766	0.0653405	0.041926	0.073511	0.0602335	0.049765	0.0664385	0.062047	0.0780055	0.252962	0.233708	0.282862	0.287432
21	0.0772395	0.0619955	0.0655705	0.052012	0.061	0.07489	0.042309	0.0649065	0.0664385	0.04282	0.0754265	0.0583445	0.054387	0.067664	0.0583445	0.076652	0.26029	0.235445	0.284675	0.284112
22	0.0783885	0.059391	0.065468	0.05311	0.062123	0.076397	0.042718	0.066745	0.0676895	0.0423855	0.073307	0.0599275	0.0545655	0.0638595	0.057553	0.076371	0.262435	0.234808	0.284853	0.283373
23	0.0766265	0.062583	0.066566	0.0552805	0.0589315	0.074737	0.042386	0.0653405	0.063604	0.0424625	0.074431	0.0588805	0.0550505	0.0659025	0.0600805	0.077137	0.264095	0.234016	0.281227	0.283117
24	0.077316	0.0588295	0.063451	0.054412	0.060413	0.074073	0.0433305	0.0677915	0.0642425	0.0428455	0.0739455	0.0619955	0.0548205	0.0653155	0.0594675	0.07775	0.264298	0.234194	0.278955	0.28493
25	0.0781075	0.059621	0.064141	0.053212	0.0586765	0.07632	0.042718	0.0649065	0.063987	0.042003	0.075554	0.058881	0.0551785	0.068507	0.061383	0.0768055	0.263304	0.236595	0.28179	0.286539
26	0.0771625	0.0604895	0.067179	0.0517565	0.0605915	0.075656	0.0419005	0.065698	0.065213	0.043382	0.0735115	0.0612555	0.0533655	0.067332	0.0584975	0.0770095	0.259294	0.23445	0.283066	0.285695
27	0.0799715	0.0580125	0.0676135	0.0520375	0.060285	0.0760645	0.041211	0.067511	0.0652385	0.043765	0.0742265	0.0598255	0.051859	0.063579	0.0603105	0.0784905	0.262358	0.235267	0.28705	0.285645
28	0.079052	0.0608725	0.067894	0.0521145	0.0573995	0.0757585	0.043586	0.0663875	0.0672045	0.041288	0.073077	0.059136	0.052293	0.0644215	0.0603105	0.0792055	0.262665	0.23371	0.287227	0.285773
29	0.0793075	0.061511	0.0641405	0.052727	0.059366	0.0737415	0.041926	0.0666685	0.068226	0.041339	0.0736135	0.0603105	0.053136	0.065264	0.0603615	0.0783625	0.263533	0.23062	0.285288	0.284037
30	0.0791545	0.060464	0.068047	0.051629	0.062583	0.0715705	0.042156	0.064932	0.0644215	0.0436115	0.074354	0.0593405	0.053314	0.0653155	0.0618425	0.077265	0.261362	0.231692	0.285977	0.279083
31	0.0791545	0.060821	0.0653915	0.052829	0.060872	0.0721585	0.042488	0.0650085	0.067358	0.042488	0.0744305	0.061281	0.0556635	0.066439	0.058523	0.0750945	0.262742	0.231565	0.286334	0.2787
32	0.082091	0.0610765	0.067179	0.053008	0.059825	0.0723365	0.0410835	0.0664895	0.066311	0.042871	0.0730265	0.060617	0.0523185	0.0645235	0.060183	0.0770605	0.264478	0.229317	0.288608	0.28041
33	0.0792055	0.059519	0.067843	0.0532635	0.060004	0.0766775	0.0429475	0.06317	0.068507	0.0416455	0.0720815	0.061051	0.05288	0.0649065	0.0601825	0.076116	0.261465	0.233352	0.287637	0.28087
34	0.080788	0.0604895	0.0680725	0.053161	0.0607445	0.0728475	0.045169	0.0660045	0.0660555	0.0419775	0.071928	0.059621	0.0531865	0.065417	0.0585745	0.075963	0.263099	0.231922	0.286844	0.280232
35	0.080865	0.0607955	0.0674345	0.0535185	0.060285	0.0739965	0.040573	0.0653915	0.0672305	0.043816	0.0733585	0.060336	0.053493	0.065596	0.0578845	0.0754265	0.263303	0.231744	0.288888	0.280411
36	0.080763	0.060004	0.066745	0.051195	0.060566	0.07535	0.0437645	0.065877	0.0641405	0.041339	0.0755795	0.0598765	0.054208	0.0640125	0.060336	0.0762435	0.26241	0.236033	0.287228	0.281483
37	0.081248	0.0617915	0.064447	0.055153	0.0597485	0.0731285	0.0419265	0.064447	0.064753	0.042769	0.0747625	0.0608465	0.0536205	0.0662345	0.059672	0.075452	0.265474	0.232586	0.285211	0.279262
38	0.081529	0.0606935	0.068175	0.053365	0.064115	0.0721325	0.041339	0.063502	0.0652895	0.0417985	0.072975	0.058753	0.053927	0.0642935	0.0591105	0.079001	0.267822	0.228245	0.287969	0.278929
39	0.0834695	0.0615105	0.0656725	0.052293	0.060285	0.0724135	0.0420795	0.0646255	0.0685835	0.041952	0.072541	0.060183	0.0537995	0.065085	0.05957	0.075937	0.265499	0.228986	0.290266	0.278061
40	0.0856145	0.0612045	0.0664385	0.0537485	0.0593915	0.0754775	0.0430495	0.064013	0.066515	0.0405475	0.074482	0.0590085	0.051757	0.0628895	0.060234	0.0756305	0.266751	0.233557	0.29305	0.27801
41	0.0830865	0.0613575	0.0664895	0.051272	0.0620215	0.0715705	0.0429475	0.0674345	0.069094	0.0431005	0.0709065	0.059085	0.0521655	0.0655705	0.0587785	0.07512	0.261644	0.228525	0.289576	0.279695
42	0.081733	0.062685	0.067026	0.05288	0.060464	0.0728985	0.04236	0.0640895	0.066515	0.041492	0.0720305	0.057987	0.054055	0.067792	0.0593915	0.076601	0.265269	0.228781	0.287305	0.281381
43	0.0805335	0.0627875	0.067051	0.0542845	0.0636555	0.071979	0.0413135	0.064268	0.066668	0.04259	0.0743795	0.059519	0.051629	0.0643705	0.057119	0.077852	0.264299	0.230262	0.288632	0.27847
44	0.080993	0.0600295	0.0681745	0.05431	0.060923	0.0734605	0.043765	0.063911	0.070294	0.0426415	0.072694	0.0577575	0.0507865	0.066898	0.057834	0.0755285	0.261618	0.232561	0.292156	0.279798
45	0.0795885	0.061332	0.0679705	0.0552035	0.061485	0.0720305	0.0422075	0.0672045	0.068354	0.041569	0.0736645	0.0577825	0.054131	0.0658255	0.0586255	0.0730265	0.26195	0.229471	0.289577	0.278087
46	0.081197	0.062787	0.066081	0.0522925	0.062328	0.0715965	0.0440455	0.0629915	0.066898	0.0443775	0.0706775	0.058217	0.05431	0.065928	0.0597995	0.076473	0.264273	0.230697	0.284854	0.276989
47	0.081733	0.0620725	0.065647	0.0528545	0.0634255	0.074635	0.043024	0.064932	0.0670005	0.040956	0.0726175	0.0587785	0.0542845	0.064498	0.0587275	0.0748135	0.263686	0.231233	0.286998	0.278879
48	0.0826525	0.061383	0.067664	0.052727	0.062532	0.0737925	0.041467	0.065417	0.064779	0.043228	0.072618	0.0604635	0.0504035	0.064779	0.0616895	0.074405	0.260188	0.231106	0.287714	0.278393
49	0.0799205	0.0624555	0.0654935	0.051552	0.0612295	0.076218	0.041696	0.0659535	0.067843	0.042641	0.0742775	0.0598765	0.0536465	0.065136	0.0563785	0.0756815	0.2608	0.234832	0.287534	0.282989
50	0.079716	0.0615365	0.0673065	0.0530845	0.0614085	0.07392	0.0434585	0.067664	0.0638855	0.0431265	0.0723625	0.0580125	0.053799	0.069094	0.05671	0.074916	0.261515	0.232868	0.28327	0.285594
51	0.0794095	0.0622765	0.0645745	0.05574	0.0601315	0.0758605	0.0421815	0.065392	0.066132	0.040854	0.072975	0.0608975	0.053442	0.0644725	0.0586765	0.076984	0.265575	0.231871	0.283091	0.282709
