pos	AA.f	AC.f	AG.f	AT.f	CA.f	CC.f	CG.f	CT.f	GA.f	GC.f	GG.f	GT.f	TA.f	TC.f	TG.f	TT.f	AA.r	AC.r	AG.r	AT.r	CA.r	CC.r	CG.r	CT.r	GA.r	GC.r	GG.r	GT.r	TA.r	TC.r	TG.r	TT.r
40	0.077827	0.047033	0.071290	0.055561	0.070575	0.070320	0.024819	0.071852	0.058166	0.061485	0.070881	0.051323	0.050812	0.059442	0.076346	0.082269	0.082269	0.076346	0.059442	0.050812	0.051323	0.070881	0.061485	0.058166	0.071852	0.024819	0.070320	0.070575	0.055561	0.071290	0.047033	0.077827
41	0.080380	0.048616	0.069298	0.059085	0.071698	0.070320	0.025023	0.071239	0.059647	0.059851	0.071545	0.052293	0.047288	0.060617	0.074201	0.078899	0.078899	0.074201	0.060617	0.047288	0.052293	0.071545	0.059851	0.059647	0.071239	0.025023	0.070320	0.071698	0.059085	0.069298	0.048616	0.080380
42	0.078593	0.049484	0.072413	0.058523	0.069247	0.073179	0.023440	0.073537	0.061025	0.056225	0.071801	0.051016	0.047595	0.060362	0.073384	0.080176	0.080176	0.073384	0.060362	0.047595	0.051016	0.071801	0.056225	0.061025	0.073537	0.023440	0.073179	0.069247	0.058523	0.072413	0.049484	0.078593
43	0.077673	0.050710	0.070575	0.057502	0.067562	0.074201	0.023338	0.074150	0.061230	0.055970	0.069094	0.054744	0.048514	0.062149	0.070524	0.082065	0.082065	0.070524	0.062149	0.048514	0.054744	0.069094	0.055970	0.061230	0.074150	0.023338	0.074201	0.067562	0.057502	0.070575	0.050710	0.077673
44	0.080125	0.051118	0.067051	0.056685	0.070064	0.073435	0.024921	0.074609	0.054999	0.058421	0.071188	0.048922	0.050250	0.060566	0.074201	0.083444	0.083444	0.074201	0.060566	0.050250	0.048922	0.071188	0.058421	0.054999	0.074609	0.024921	0.073435	0.070064	0.056685	0.067051	0.051118	0.080125
45	0.077673	0.048820	0.072822	0.056123	0.073690	0.073128	0.023951	0.072771	0.058064	0.057093	0.070064	0.052140	0.050352	0.061332	0.070677	0.081299	0.081299	0.070677	0.061332	0.050352	0.052140	0.070064	0.057093	0.058064	0.072771	0.023951	0.073128	0.073690	0.056123	0.072822	0.048820	0.077673
46	0.077980	0.051221	0.071903	0.058676	0.068226	0.074150	0.023287	0.074711	0.058064	0.058830	0.068890	0.051731	0.047544	0.058166	0.073486	0.083138	0.083138	0.073486	0.058166	0.047544	0.051731	0.068890	0.058830	0.058064	0.074711	0.023287	0.074150	0.068226	0.058676	0.071903	0.051221	0.077980
47	0.075580	0.046778	0.072311	0.057144	0.072107	0.073128	0.023951	0.073179	0.057451	0.060668	0.070677	0.048769	0.053774	0.059238	0.075477	0.079767	0.079767	0.075477	0.059238	0.053774	0.048769	0.070677	0.060668	0.057451	0.073179	0.023951	0.073128	0.072107	0.057144	0.072311	0.046778	0.075580
48	0.072056	0.047799	0.078848	0.060208	0.067205	0.074354	0.025636	0.072618	0.061791	0.058881	0.071801	0.049944	0.050965	0.059289	0.069503	0.079103	0.079103	0.069503	0.059289	0.050965	0.049944	0.071801	0.058881	0.061791	0.072618	0.025636	0.074354	0.067205	0.060208	0.078848	0.047799	0.072056
49	0.076958	0.045348	0.070881	0.058830	0.068890	0.074865	0.022929	0.073639	0.060464	0.058012	0.076141	0.051169	0.049688	0.062506	0.072465	0.077214	0.077214	0.072465	0.062506	0.049688	0.051169	0.076141	0.058012	0.060464	0.073639	0.022929	0.074865	0.068890	0.058830	0.070881	0.045348	0.076958
50	0.076856	0.051578	0.070575	0.056991	0.071290	0.070320	0.026912	0.072209	0.060719	0.057451	0.071750	0.052497	0.047493	0.058574	0.072720	0.082065	0.082065	0.072720	0.058574	0.047493	0.052497	0.071750	0.057451	0.060719	0.072209	0.026912	0.070320	0.071290	0.056991	0.070575	0.051578	0.076856
51	0.076958	0.049893	0.069809	0.059698	0.071137	0.069145	0.024870	0.072771	0.057757	0.059544	0.072720	0.051935	0.050352	0.060004	0.072924	0.080482	0.080482	0.072924	0.060004	0.050352	0.051935	0.072720	0.059544	0.057757	0.072771	0.024870	0.069145	0.071137	0.059698	0.069809	0.049893	0.076958
52	0.077571	0.048054	0.071443	0.059136	0.069707	0.071086	0.023389	0.074405	0.055459	0.063017	0.069758	0.052089	0.048922	0.058268	0.074711	0.082984	0.082984	0.074711	0.058268	0.048922	0.052089	0.069758	0.063017	0.055459	0.074405	0.023389	0.071086	0.069707	0.059136	0.071443	0.048054	0.077571
53	0.072056	0.048412	0.073179	0.058012	0.068226	0.072720	0.024666	0.074814	0.060004	0.058830	0.069145	0.051323	0.049331	0.063221	0.072924	0.083138	0.083138	0.072924	0.063221	0.049331	0.051323	0.069145	0.058830	0.060004	0.074814	0.024666	0.072720	0.068226	0.058012	0.073179	0.048412	0.072056
54	0.074048	0.046727	0.072822	0.056021	0.067205	0.072975	0.025636	0.077367	0.059136	0.060515	0.070626	0.049637	0.051067	0.062404	0.070422	0.083393	0.083393	0.070422	0.062404	0.051067	0.049637	0.070626	0.060515	0.059136	0.077367	0.025636	0.072975	0.067205	0.056021	0.072822	0.046727	0.074048
55	0.078388	0.047033	0.069605	0.056429	0.069145	0.073537	0.025329	0.074609	0.058676	0.056838	0.071545	0.052446	0.053161	0.058727	0.072771	0.081759	0.081759	0.072771	0.058727	0.053161	0.052446	0.071545	0.056838	0.058676	0.074609	0.025329	0.073537	0.069145	0.056429	0.069605	0.047033	0.078388
56	0.077061	0.047493	0.075171	0.059647	0.066796	0.072209	0.025074	0.072056	0.058523	0.059340	0.071596	0.049791	0.050250	0.058881	0.074967	0.081146	0.081146	0.074967	0.058881	0.050250	0.049791	0.071596	0.059340	0.058523	0.072056	0.025074	0.072209	0.066796	0.059647	0.075171	0.047493	0.077061
57	0.074609	0.049586	0.071801	0.056634	0.067460	0.067102	0.025125	0.078235	0.060770	0.060055	0.073741	0.052242	0.046676	0.061587	0.072158	0.082218	0.082218	0.072158	0.061587	0.046676	0.052242	0.073741	0.060055	0.060770	0.078235	0.025125	0.067102	0.067460	0.056634	0.071801	0.049586	0.074609
58	0.077673	0.049331	0.068941	0.053570	0.067971	0.072516	0.022623	0.075222	0.057808	0.058778	0.074865	0.051374	0.050710	0.061332	0.072669	0.084619	0.084619	0.072669	0.061332	0.050710	0.051374	0.074865	0.058778	0.057808	0.075222	0.022623	0.072516	0.067971	0.053570	0.068941	0.049331	0.077673
59	0.075069	0.048565	0.071494	0.059034	0.070984	0.070524	0.024870	0.075580	0.058523	0.059289	0.070269	0.051016	0.049995	0.058574	0.074252	0.081963	0.081963	0.074252	0.058574	0.049995	0.051016	0.070269	0.059289	0.058523	0.075580	0.024870	0.070524	0.070984	0.059034	0.071494	0.048565	0.075069
60	0.078746	0.046727	0.071545	0.057553	0.069094	0.072056	0.024563	0.071239	0.057246	0.057961	0.071239	0.054438	0.049535	0.061894	0.070779	0.085385	0.085385	0.070779	0.061894	0.049535	0.054438	0.071239	0.057961	0.057246	0.071239	0.024563	0.072056	0.069094	0.057553	0.071545	0.046727	0.078746
61	0.073843	0.049535	0.073997	0.057246	0.072056	0.072311	0.024308	0.069962	0.057093	0.058115	0.073231	0.049688	0.050710	0.060974	0.075018	0.081912	0.081912	0.075018	0.060974	0.050710	0.049688	0.073231	0.058115	0.057093	0.069962	0.024308	0.072311	0.072056	0.057246	0.073997	0.049535	0.073843
62	0.074711	0.047952	0.072362	0.058676	0.069503	0.075171	0.025789	0.070473	0.061179	0.060259	0.072822	0.052293	0.045654	0.061843	0.070064	0.081248	0.081248	0.070064	0.061843	0.045654	0.052293	0.072822	0.060259	0.061179	0.070473	0.025789	0.075171	0.069503	0.058676	0.072362	0.047952	0.074711
63	0.074967	0.046471	0.071392	0.058217	0.070524	0.074252	0.025636	0.074814	0.059187	0.057502	0.073792	0.050557	0.048769	0.059340	0.073026	0.081554	0.081554	0.073026	0.059340	0.048769	0.050557	0.073792	0.057502	0.059187	0.074814	0.025636	0.074252	0.070524	0.058217	0.071392	0.046471	0.074967
64	0.077112	0.047493	0.073945	0.054897	0.069145	0.071494	0.025074	0.071852	0.060668	0.062711	0.070524	0.049944	0.048820	0.061536	0.072465	0.082320	0.082320	0.072465	0.061536	0.048820	0.049944	0.070524	0.062711	0.060668	0.071852	0.025074	0.071494	0.069145	0.054897	0.073945	0.047493	0.077112
65	0.078644	0.049586	0.071290	0.056225	0.068583	0.074150	0.023440	0.077061	0.057910	0.059238	0.074865	0.049995	0.049229	0.061536	0.070218	0.078031	0.078031	0.070218	0.061536	0.049229	0.049995	0.074865	0.059238	0.057910	0.077061	0.023440	0.074150	0.068583	0.056225	0.071290	0.049586	0.078644
66	0.078899	0.047033	0.069605	0.058830	0.072107	0.073588	0.025483	0.073333	0.062404	0.057655	0.071596	0.048156	0.048514	0.061332	0.071341	0.080125	0.080125	0.071341	0.061332	0.048514	0.048156	0.071596	0.057655	0.062404	0.073333	0.025483	0.073588	0.072107	0.058830	0.069605	0.047033	0.078899
67	0.077112	0.049331	0.075529	0.059953	0.070371	0.072158	0.025227	0.071852	0.057093	0.058983	0.072516	0.049433	0.050046	0.060055	0.070881	0.079461	0.079461	0.070881	0.060055	0.050046	0.049433	0.072516	0.058983	0.057093	0.071852	0.025227	0.072158	0.070371	0.059953	0.075529	0.049331	0.077112
68	0.077878	0.048054	0.070218	0.058472	0.069707	0.073435	0.025891	0.071494	0.060055	0.058319	0.071647	0.054131	0.049178	0.061485	0.071137	0.078899	0.078899	0.071137	0.061485	0.049178	0.054131	0.071647	0.058319	0.060055	0.071494	0.025891	0.073435	0.069707	0.058472	0.070218	0.048054	0.077878
69	0.079001	0.048105	0.073179	0.056532	0.069809	0.071239	0.024921	0.075324	0.058115	0.057757	0.074048	0.048974	0.048361	0.060055	0.073231	0.081350	0.081350	0.073231	0.060055	0.048361	0.048974	0.074048	0.057757	0.058115	0.075324	0.024921	0.071239	0.069809	0.056532	0.073179	0.048105	0.079001
70	0.078542	0.050506	0.068839	0.057400	0.068175	0.069911	0.024512	0.074558	0.061128	0.060821	0.074814	0.048616	0.048412	0.062813	0.072005	0.078950	0.078950	0.072005	0.062813	0.048412	0.048616	0.074814	0.060821	0.061128	0.074558	0.024512	0.069911	0.068175	0.057400	0.068839	0.050506	0.078542
71	0.080278	0.048156	0.070371	0.057451	0.071239	0.075886	0.026402	0.070524	0.058115	0.056429	0.076907	0.048718	0.048922	0.061996	0.068277	0.080329	0.080329	0.068277	0.061996	0.048922	0.048718	0.076907	0.056429	0.058115	0.070524	0.026402	0.075886	0.071239	0.057451	0.070371	0.048156	0.080278
72	0.079308	0.048769	0.073741	0.056736	0.073435	0.072107	0.024921	0.072005	0.060208	0.057246	0.074609	0.049893	0.046267	0.061996	0.070473	0.078286	0.078286	0.070473	0.061996	0.046267	0.049893	0.074609	0.057246	0.060208	0.072005	0.024921	0.072107	0.073435	0.056736	0.073741	0.048769	0.079308
73	0.074099	0.052089	0.074099	0.058932	0.071035	0.073179	0.024359	0.071545	0.059391	0.059238	0.077418	0.047697	0.049229	0.058830	0.071290	0.077571	0.077571	0.071290	0.058830	0.049229	0.047697	0.077418	0.059238	0.059391	0.071545	0.024359	0.073179	0.071035	0.058932	0.074099	0.052089	0.074099
74	0.075784	0.048922	0.069503	0.059544	0.074405	0.073128	0.025023	0.070779	0.060259	0.058370	0.076448	0.052089	0.048922	0.059238	0.069656	0.077929	0.077929	0.069656	0.059238	0.048922	0.052089	0.076448	0.058370	0.060259	0.070779	0.025023	0.073128	0.074405	0.059544	0.069503	0.048922	0.075784
75	0.075886	0.051118	0.072516	0.059851	0.068481	0.075631	0.025432	0.070115	0.056991	0.058881	0.074405	0.050352	0.050965	0.058574	0.074967	0.075835	0.075835	0.074967	0.058574	0.050965	0.050352	0.074405	0.058881	0.056991	0.070115	0.025432	0.075631	0.068481	0.059851	0.072516	0.051118	0.075886
76	0.077418	0.046114	0.070881	0.057910	0.068686	0.074354	0.025993	0.075171	0.060413	0.059953	0.074252	0.052701	0.048820	0.058574	0.070779	0.077980	0.077980	0.070779	0.058574	0.048820	0.052701	0.074252	0.059953	0.060413	0.075171	0.025993	0.074354	0.068686	0.057910	0.070881	0.046114	0.077418
77	0.075988	0.046063	0.073639	0.059647	0.068073	0.074507	0.024461	0.071954	0.058983	0.059544	0.073537	0.049842	0.048412	0.060770	0.074456	0.080125	0.080125	0.074456	0.060770	0.048412	0.049842	0.073537	0.059544	0.058983	0.071954	0.024461	0.074507	0.068073	0.059647	0.073639	0.046063	0.075988
78	0.075631	0.050097	0.072362	0.053365	0.070064	0.074609	0.023542	0.072669	0.059340	0.059442	0.075988	0.051323	0.047288	0.062711	0.073690	0.077878	0.077878	0.073690	0.062711	0.047288	0.051323	0.075988	0.059442	0.059340	0.072669	0.023542	0.074609	0.070064	0.053365	0.072362	0.050097	0.075631
79	0.075631	0.049280	0.071239	0.056174	0.074354	0.072413	0.025636	0.074456	0.057502	0.058778	0.076856	0.052446	0.049637	0.057859	0.070166	0.077571	0.077571	0.070166	0.057859	0.049637	0.052446	0.076856	0.058778	0.057502	0.074456	0.025636	0.072413	0.074354	0.056174	0.071239	0.049280	0.075631
80	0.076243	0.050352	0.073639	0.056889	0.069196	0.072975	0.024972	0.071188	0.059238	0.060310	0.073792	0.050557	0.048105	0.058217	0.073588	0.080737	0.080737	0.073588	0.058217	0.048105	0.050557	0.073792	0.060310	0.059238	0.071188	0.024972	0.072975	0.069196	0.056889	0.073639	0.050352	0.076243
81	0.074967	0.048054	0.071750	0.058012	0.070269	0.073894	0.025483	0.072209	0.058881	0.059698	0.077009	0.050403	0.050097	0.059136	0.070779	0.079359	0.079359	0.070779	0.059136	0.050097	0.050403	0.077009	0.059698	0.058881	0.072209	0.025483	0.073894	0.070269	0.058012	0.071750	0.048054	0.074967
82	0.076346	0.050506	0.072260	0.055102	0.068277	0.074456	0.025687	0.072362	0.061025	0.060719	0.074303	0.048974	0.050046	0.059902	0.071852	0.078184	0.078184	0.071852	0.059902	0.050046	0.048974	0.074303	0.060719	0.061025	0.072362	0.025687	0.074456	0.068277	0.055102	0.072260	0.050506	0.076346
83	0.078184	0.050454	0.072005	0.055051	0.071035	0.076243	0.025534	0.072771	0.059493	0.059749	0.074660	0.050199	0.049127	0.057706	0.070218	0.077571	0.077571	0.070218	0.057706	0.049127	0.050199	0.074660	0.059749	0.059493	0.072771	0.025534	0.076243	0.071035	0.055051	0.072005	0.050454	0.078184
84	0.074048	0.048718	0.076243	0.058830	0.071341	0.075375	0.025432	0.072005	0.059902	0.058881	0.074303	0.049331	0.045297	0.060106	0.072260	0.077929	0.077929	0.072260	0.060106	0.045297	0.049331	0.074303	0.058881	0.059902	0.072005	0.025432	0.075375	0.071341	0.058830	0.076243	0.048718	0.074048
85	0.073741	0.049637	0.070575	0.056634	0.069247	0.074405	0.027321	0.072107	0.061076	0.057808	0.078286	0.051067	0.046573	0.059647	0.072465	0.079410	0.079410	0.072465	0.059647	0.046573	0.051067	0.078286	0.057808	0.061076	0.072107	0.027321	0.074405	0.069247	0.056634	0.070575	0.049637	0.073741
86	0.078184	0.048412	0.068634	0.055408	0.069503	0.077316	0.024257	0.070422	0.063170	0.062966	0.074763	0.047748	0.050199	0.059238	0.072413	0.077367	0.077367	0.072413	0.059238	0.050199	0.047748	0.074763	0.062966	0.063170	0.070422	0.024257	0.077316	0.069503	0.055408	0.068634	0.048412	0.078184
87	0.079359	0.049586	0.073792	0.058319	0.072209	0.074814	0.026044	0.074865	0.059238	0.058064	0.073435	0.049331	0.046420	0.056225	0.069707	0.078593	0.078593	0.069707	0.056225	0.046420	0.049331	0.073435	0.058064	0.059238	0.074865	0.026044	0.074814	0.072209	0.058319	0.073792	0.049586	0.079359
88	0.079461	0.050301	0.072720	0.054744	0.067817	0.072362	0.024717	0.073792	0.061434	0.059340	0.073741	0.048463	0.048310	0.059493	0.071545	0.081759	0.081759	0.071545	0.059493	0.048310	0.048463	0.073741	0.059340	0.061434	0.073792	0.024717	0.072362	0.067817	0.054744	0.072720	0.050301	0.079461
89	0.076805	0.046216	0.073690	0.060310	0.071494	0.075069	0.025840	0.069094	0.057859	0.062660	0.072362	0.049842	0.049025	0.059391	0.072465	0.077878	0.077878	0.072465	0.059391	0.049025	0.049842	0.072362	0.062660	0.057859	0.069094	0.025840	0.075069	0.071494	0.060310	0.073690	0.046216	0.076805
90	0.076907	0.052038	0.069452	0.056787	0.068634	0.076090	0.026044	0.072567	0.059391	0.059187	0.074150	0.051629	0.046624	0.062251	0.072975	0.075273	0.075273	0.072975	0.062251	0.046624	0.051629	0.074150	0.059187	0.059391	0.072567	0.026044	0.076090	0.068634	0.056787	0.069452	0.052038	0.076907
91	0.080022	0.047697	0.069707	0.054131	0.073894	0.075682	0.025789	0.074201	0.059953	0.057298	0.075631	0.049740	0.049740	0.056838	0.072516	0.077163	0.077163	0.072516	0.056838	0.049740	0.049740	0.075631	0.057298	0.059953	0.074201	0.025789	0.075682	0.073894	0.054131	0.069707	0.047697	0.080022
92	0.077265	0.051935	0.073945	0.060464	0.069452	0.073333	0.022827	0.071903	0.058012	0.060515	0.075324	0.049791	0.049382	0.057808	0.069656	0.078388	0.078388	0.069656	0.057808	0.049382	0.049791	0.075324	0.060515	0.058012	0.071903	0.022827	0.073333	0.069452	0.060464	0.073945	0.051935	0.077265
93	0.076346	0.049995	0.070677	0.057093	0.071596	0.076652	0.024410	0.070932	0.058676	0.058983	0.073792	0.050301	0.049893	0.059442	0.071188	0.080022	0.080022	0.071188	0.059442	0.049893	0.050301	0.073792	0.058983	0.058676	0.070932	0.024410	0.076652	0.071596	0.057093	0.070677	0.049995	0.076346
94	0.076958	0.049586	0.071698	0.058268	0.071341	0.075018	0.025636	0.073077	0.058932	0.057859	0.072618	0.050659	0.048922	0.059953	0.069247	0.080227	0.080227	0.069247	0.059953	0.048922	0.050659	0.072618	0.057859	0.058932	0.073077	0.025636	0.075018	0.071341	0.058268	0.071698	0.049586	0.076958
95	0.078899	0.049484	0.074558	0.053212	0.069247	0.077622	0.024819	0.070728	0.057246	0.061587	0.070932	0.049433	0.052395	0.059953	0.072873	0.077009	0.077009	0.072873	0.059953	0.052395	0.049433	0.070932	0.061587	0.057246	0.070728	0.024819	0.077622	0.069247	0.053212	0.074558	0.049484	0.078899
96	0.078439	0.050454	0.073639	0.055255	0.069349	0.077469	0.025891	0.075937	0.060259	0.058881	0.075120	0.048922	0.045552	0.058421	0.071290	0.075120	0.075120	0.071290	0.058421	0.045552	0.048922	0.075120	0.058881	0.060259	0.075937	0.025891	0.077469	0.069349	0.055255	0.073639	0.050454	0.078439
97	0.076958	0.047186	0.073384	0.056072	0.072822	0.078439	0.024410	0.069554	0.060106	0.061536	0.072209	0.052089	0.046522	0.057298	0.073945	0.077469	0.077469	0.073945	0.057298	0.046522	0.052089	0.072209	0.061536	0.060106	0.069554	0.024410	0.078439	0.072822	0.056072	0.073384	0.047186	0.076958
98	0.080380	0.048974	0.072362	0.054693	0.068788	0.076141	0.024614	0.074916	0.062711	0.061536	0.071137	0.048565	0.048667	0.061332	0.069043	0.076141	0.076141	0.069043	0.061332	0.048667	0.048565	0.071137	0.061536	0.062711	0.074916	0.024614	0.076141	0.068788	0.054693	0.072362	0.048974	0.080380
99	0.082167	0.049331	0.072465	0.056583	0.069298	0.076499	0.025432	0.076754	0.059442	0.057706	0.072975	0.047033	0.050812	0.059442	0.067511	0.076550	0.076550	0.067511	0.059442	0.050812	0.047033	0.072975	0.057706	0.059442	0.076754	0.025432	0.076499	0.069298	0.056583	0.072465	0.049331	0.082167
100	0.077827	0.049893	0.075120	0.058881	0.067817	0.074916	0.025534	0.074711	0.058421	0.059136	0.074303	0.046522	0.045961	0.061025	0.072056	0.077878	0.077878	0.072056	0.061025	0.045961	0.046522	0.074303	0.059136	0.058421	0.074711	0.025534	0.074916	0.067817	0.058881	0.075120	0.049893	0.077827
101	0.074150	0.047646	0.072924	0.055306	0.076141	0.071750	0.024614	0.072465	0.060004	0.059902	0.075069	0.052038	0.046624	0.061179	0.071086	0.079103	0.079103	0.071086	0.061179	0.046624	0.052038	0.075069	0.059902	0.060004	0.072465	0.024614	0.071750	0.076141	0.055306	0.072924	0.047646	0.074150
102	0.078388	0.047952	0.076346	0.054233	0.070218	0.074967	0.025329	0.069962	0.058472	0.059544	0.077520	0.048156	0.047544	0.059034	0.075988	0.076346	0.076346	0.075988	0.059034	0.047544	0.048156	0.077520	0.059544	0.058472	0.069962	0.025329	0.074967	0.070218	0.054233	0.076346	0.047952	0.078388
103	0.078388	0.048156	0.071086	0.056991	0.069196	0.074916	0.025432	0.071954	0.064549	0.063477	0.073690	0.053467	0.050863	0.054795	0.067000	0.076039	0.076039	0.067000	0.054795	0.050863	0.053467	0.073690	0.063477	0.064549	0.071954	0.025432	0.074916	0.069196	0.056991	0.071086	0.048156	0.078388
104	0.079359	0.049944	0.073843	0.059851	0.068686	0.073639	0.025227	0.073792	0.056378	0.062098	0.069400	0.049331	0.047595	0.059493	0.073026	0.078337	0.078337	0.073026	0.059493	0.047595	0.049331	0.069400	0.062098	0.056378	0.073792	0.025227	0.073639	0.068686	0.059851	0.073843	0.049944	0.079359
105	0.077929	0.046420	0.072822	0.054846	0.072413	0.075529	0.025789	0.071443	0.055970	0.058523	0.075120	0.051884	0.049791	0.063272	0.068481	0.079767	0.079767	0.068481	0.063272	0.049791	0.051884	0.075120	0.058523	0.055970	0.071443	0.025789	0.075529	0.072413	0.054846	0.072822	0.046420	0.077929
106	0.075171	0.050199	0.073690	0.057042	0.070320	0.077112	0.026146	0.070166	0.057706	0.061536	0.073179	0.049791	0.049076	0.057604	0.071596	0.079665	0.079665	0.071596	0.057604	0.049076	0.049791	0.073179	0.061536	0.057706	0.070166	0.026146	0.077112	0.070320	0.057042	0.073690	0.050199	0.075171
107	0.075835	0.048208	0.072771	0.055459	0.073690	0.077265	0.025891	0.069605	0.058217	0.060872	0.073843	0.051680	0.047595	0.062098	0.070166	0.076805	0.076805	0.070166	0.062098	0.047595	0.051680	0.073843	0.060872	0.058217	0.069605	0.025891	0.077265	0.073690	0.055459	0.072771	0.048208	0.075835
108	0.074814	0.046931	0.074865	0.058727	0.072311	0.073945	0.027168	0.075018	0.058472	0.058727	0.074763	0.050710	0.048463	0.061025	0.067307	0.076754	0.076754	0.067307	0.061025	0.048463	0.050710	0.074763	0.058727	0.058472	0.075018	0.027168	0.073945	0.072311	0.058727	0.074865	0.046931	0.074814
