pos	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	TA	TC	TG	TT	WW	SS	RR	YY
-11	0.0813535	0.0596935	0.067944	0.053129	0.059387	0.070217	0.0399235	0.0655425	0.067356	0.039208	0.071111	0.0595145	0.05106	0.0678415	0.063729	0.0829885	0.268531	0.220459	0.287764	0.286589
-10	0.082018	0.0577775	0.0665905	0.0552745	0.062043	0.0677135	0.0413025	0.0684545	0.066028	0.0431415	0.06871	0.0580075	0.054738	0.066411	0.0601535	0.081635	0.273666	0.220867	0.283346	0.284214
-9	0.083244	0.060281	0.0657475	0.0546105	0.058876	0.0708045	0.0384165	0.065849	0.062759	0.0414305	0.0715455	0.0595655	0.054432	0.069655	0.059438	0.083346	0.275633	0.222197	0.283296	0.289655
-8	0.081507	0.0613535	0.0642145	0.052465	0.0629885	0.0680205	0.0414305	0.067203	0.0644445	0.041456	0.0695785	0.0617625	0.0526435	0.064419	0.0630655	0.083448	0.270064	0.220486	0.279745	0.283091
-7	0.081737	0.0604085	0.063244	0.0536655	0.0604595	0.0693745	0.04281	0.064802	0.066207	0.041124	0.0696295	0.0602045	0.055351	0.0657725	0.06189	0.0833205	0.274074	0.222938	0.280817	0.28327
-6	0.0821455	0.0583395	0.0649555	0.05387	0.0610215	0.0680205	0.041328	0.0660795	0.064368	0.0409195	0.069962	0.0618135	0.0569855	0.0644445	0.0608175	0.08493	0.277931	0.22023	0.281431	0.283475
-5	0.0845725	0.0600255	0.0655685	0.057088	0.05834	0.0725415	0.0386205	0.0647765	0.061175	0.0413535	0.071775	0.061405	0.0550705	0.065543	0.0593615	0.082784	0.279515	0.224291	0.283091	0.285645
-4	0.0823245	0.0621455	0.0654915	0.0558365	0.0576245	0.069272	0.0413795	0.068557	0.069068	0.0387995	0.0674075	0.058876	0.0546615	0.06682	0.0603325	0.0814045	0.274227	0.216859	0.284292	0.286054
-3	0.0822985	0.0602555	0.066258	0.053359	0.0617625	0.068199	0.0402555	0.0651595	0.066692	0.040281	0.067305	0.061175	0.057037	0.066207	0.0606895	0.083065	0.275759	0.21604	0.282554	0.282631
-2	0.0858745	0.0641125	0.063729	0.05484	0.0597705	0.066437	0.040077	0.0664625	0.064674	0.040332	0.06894	0.061788	0.053461	0.065696	0.0597955	0.08401	0.278186	0.215786	0.283218	0.282606
-1	0.084061	0.057088	0.0666925	0.05364	0.063959	0.069732	0.0384165	0.061711	0.0651855	0.0402555	0.069476	0.060281	0.0535635	0.063934	0.0653635	0.086641	0.277906	0.21788	0.285415	0.282018
0	0.0846235	0.058774	0.0645215	0.053793	0.0598725	0.0715195	0.0400255	0.066871	0.066871	0.0400255	0.0715195	0.0598725	0.053793	0.0645215	0.058774	0.0846235	0.276833	0.22309	0.287535	0.287535
1	0.086641	0.0653635	0.063934	0.0535635	0.060281	0.069476	0.0402555	0.0651855	0.061711	0.0384165	0.069732	0.063959	0.05364	0.0666925	0.057088	0.084061	0.277906	0.21788	0.282018	0.285415
2	0.08401	0.0597955	0.065696	0.053461	0.061788	0.06894	0.040332	0.064674	0.0664625	0.040077	0.066437	0.0597705	0.05484	0.063729	0.0641125	0.0858745	0.278186	0.215786	0.282605	0.283218
3	0.083065	0.0606895	0.066207	0.057037	0.061175	0.067305	0.040281	0.066692	0.0651595	0.0402555	0.068199	0.0617625	0.053359	0.066258	0.0602555	0.0822985	0.275759	0.216041	0.282631	0.282554
4	0.0814045	0.0603325	0.06682	0.0546615	0.058876	0.0674075	0.0387995	0.069068	0.068557	0.0413795	0.069272	0.0576245	0.0558365	0.0654915	0.0621455	0.0823245	0.274227	0.216859	0.286054	0.284292
5	0.082784	0.0593615	0.065543	0.0550705	0.061405	0.071775	0.0413535	0.061175	0.0647765	0.0386205	0.0725415	0.05834	0.057088	0.0655685	0.0600255	0.0845725	0.279515	0.224291	0.285645	0.283091
6	0.08493	0.0608175	0.0644445	0.0569855	0.0618135	0.069962	0.0409195	0.064368	0.0660795	0.041328	0.0680205	0.0610215	0.05387	0.0649555	0.0583395	0.0821455	0.277931	0.22023	0.283475	0.281431
7	0.0833205	0.06189	0.0657725	0.055351	0.0602045	0.0696295	0.041124	0.066207	0.064802	0.04281	0.0693745	0.0604595	0.0536655	0.063244	0.0604085	0.081737	0.274074	0.222938	0.28327	0.280817
8	0.083448	0.0630655	0.064419	0.0526435	0.0617625	0.0695785	0.041456	0.0644445	0.067203	0.0414305	0.0680205	0.0629885	0.052465	0.0642145	0.0613535	0.081507	0.270064	0.220486	0.28309	0.279745
9	0.083346	0.059438	0.069655	0.054432	0.0595655	0.0715455	0.0414305	0.062759	0.065849	0.0384165	0.0708045	0.058876	0.0546105	0.0657475	0.060281	0.083244	0.275633	0.222197	0.289654	0.283296
10	0.081635	0.0601535	0.066411	0.054738	0.0580075	0.06871	0.0431415	0.066028	0.0684545	0.0413025	0.0677135	0.062043	0.0552745	0.0665905	0.0577775	0.082018	0.273666	0.220867	0.284214	0.283347
11	0.0829885	0.063729	0.0678415	0.05106	0.0595145	0.071111	0.039208	0.067356	0.0655425	0.0399235	0.070217	0.059387	0.053129	0.067944	0.0596935	0.0813535	0.268531	0.22046	0.28659	0.287764
12	0.080153	0.0602045	0.06705	0.053308	0.0647	0.071162	0.040434	0.065313	0.069425	0.042299	0.0674585	0.059974	0.0563985	0.064189	0.060102	0.077829	0.267688	0.221354	0.284087	0.278493
13	0.080843	0.059336	0.0694505	0.057318	0.0591825	0.0707795	0.037318	0.06378	0.063959	0.0436525	0.072005	0.062069	0.0524905	0.0653895	0.062018	0.0804085	0.27106	0.223755	0.286257	0.280357
14	0.0767305	0.0557855	0.067535	0.05576	0.058493	0.067944	0.0406895	0.0649045	0.0667945	0.041405	0.0743555	0.0627075	0.0589785	0.0636785	0.060664	0.083576	0.275045	0.224394	0.285415	0.280103
15	0.077931	0.059949	0.0675095	0.0555045	0.0644445	0.0671775	0.0421965	0.0650065	0.065466	0.041379	0.0695275	0.0600765	0.0540995	0.0633715	0.06023	0.08613	0.273665	0.22028	0.280434	0.281685
16	0.081609	0.0618645	0.066309	0.0523375	0.06235	0.07106	0.039489	0.065492	0.0653385	0.039438	0.069221	0.0598215	0.0512645	0.0684545	0.0618645	0.084087	0.269298	0.219208	0.282477	0.289094
17	0.0767815	0.0602045	0.0662325	0.054457	0.0613285	0.0719795	0.0407665	0.06682	0.065773	0.041328	0.0673815	0.06212	0.0557345	0.066897	0.058212	0.083985	0.270958	0.221455	0.276168	0.289682
18	0.0792595	0.060766	0.065287	0.054738	0.064598	0.069144	0.0427585	0.0630905	0.0633205	0.038263	0.069349	0.0604595	0.054304	0.069042	0.0600255	0.085594	0.273895	0.219514	0.277216	0.28687
19	0.0824265	0.063193	0.0649555	0.052235	0.0594125	0.0686845	0.0418395	0.067152	0.0670245	0.043474	0.067075	0.06166	0.0550445	0.063448	0.0595145	0.082861	0.272567	0.221073	0.281481	0.282145
20	0.080996	0.0639845	0.0651085	0.057216	0.060843	0.0711365	0.0426055	0.0668455	0.0649045	0.0414305	0.068148	0.0592845	0.0531545	0.0626565	0.061405	0.080281	0.271647	0.223321	0.279157	0.280919
21	0.0817625	0.0618645	0.066309	0.05341	0.060894	0.072082	0.040945	0.062963	0.066794	0.041686	0.0687105	0.059387	0.057778	0.0659005	0.060485	0.0790295	0.27198	0.223423	0.283576	0.279975
22	0.080383	0.0608685	0.0647765	0.0560155	0.062886	0.07106	0.0414815	0.0661815	0.067816	0.0410215	0.0716985	0.0594125	0.0520565	0.0630905	0.0592335	0.082018	0.270473	0.225262	0.284674	0.28235
23	0.077548	0.061558	0.066156	0.0549935	0.0594895	0.0725925	0.040715	0.064419	0.0653385	0.041047	0.071673	0.057803	0.0569345	0.065875	0.0615325	0.0823245	0.271801	0.226027	0.280716	0.285211
24	0.0795145	0.0581865	0.0642915	0.055096	0.060996	0.0735885	0.0400255	0.0678675	0.064598	0.0401025	0.073512	0.058519	0.05341	0.0674585	0.058442	0.0843935	0.272414	0.227228	0.281916	0.293308
25	0.079464	0.0625545	0.061788	0.0543295	0.060613	0.0724645	0.042452	0.06636	0.063142	0.0392595	0.069655	0.0611495	0.054585	0.067203	0.0602295	0.084751	0.27313	0.223831	0.274049	0.290779
26	0.080562	0.0635505	0.066922	0.0547125	0.060383	0.072286	0.0381865	0.065875	0.067433	0.040536	0.070013	0.060128	0.051571	0.0656195	0.0591315	0.0830905	0.269936	0.221021	0.28493	0.286871
27	0.081073	0.058263	0.067535	0.0519285	0.0585185	0.069962	0.038263	0.066437	0.0728735	0.0415325	0.0709325	0.058442	0.0551465	0.0656195	0.062069	0.0814045	0.269552	0.22069	0.292414	0.283423
28	0.0834485	0.0593615	0.0664625	0.0561945	0.059387	0.070396	0.043525	0.0664875	0.063014	0.0386205	0.0711875	0.062427	0.052746	0.063448	0.0600765	0.0832185	0.275608	0.223729	0.284112	0.28355
29	0.0829885	0.059464	0.0626055	0.0522865	0.0616095	0.0712135	0.039489	0.0637545	0.065594	0.040102	0.0703705	0.061941	0.057931	0.0657215	0.063755	0.081175	0.274381	0.221175	0.281558	0.281865
30	0.0798465	0.060562	0.069706	0.0543295	0.05977	0.0681995	0.0401275	0.0639335	0.063397	0.043167	0.07272	0.0583655	0.0556835	0.067433	0.062554	0.080204	0.270064	0.224214	0.28567	0.27977
31	0.0817625	0.058263	0.0703195	0.0559385	0.0632695	0.0703195	0.0403065	0.0655685	0.0671775	0.042452	0.0717755	0.0610985	0.052516	0.0629375	0.05553	0.0807665	0.270984	0.224853	0.291035	0.279592
32	0.08258	0.0613285	0.0666665	0.0565515	0.060102	0.0685825	0.041405	0.0650315	0.06516	0.0419155	0.070396	0.058876	0.0579055	0.06424	0.060332	0.078927	0.275964	0.222299	0.284803	0.276781
33	0.07977	0.059566	0.065747	0.053231	0.0589785	0.069681	0.0399745	0.0685315	0.067203	0.039974	0.068659	0.0618905	0.0587995	0.066539	0.0609965	0.08046	0.272261	0.218289	0.281379	0.285212
34	0.0821965	0.0609965	0.0657725	0.05765	0.0614305	0.0667945	0.0404345	0.0648785	0.0655425	0.037497	0.070013	0.0606895	0.054866	0.065645	0.061124	0.08447	0.279183	0.214739	0.283525	0.281788
35	0.0834485	0.0586205	0.0664365	0.056986	0.057931	0.069987	0.0399235	0.0660535	0.068404	0.041788	0.0680715	0.060051	0.054866	0.0607665	0.06023	0.0864365	0.281737	0.21977	0.286361	0.283243
36	0.0810725	0.059336	0.070345	0.053461	0.056654	0.071954	0.0402555	0.0669985	0.0665645	0.040281	0.071596	0.05811	0.053308	0.0652105	0.0627585	0.0820945	0.269936	0.224087	0.289578	0.286257
37	0.079847	0.059157	0.0673305	0.0539205	0.059719	0.069451	0.039898	0.063193	0.069553	0.042452	0.071622	0.059055	0.055862	0.0664365	0.0606895	0.0818135	0.271443	0.223423	0.288353	0.280894
38	0.083193	0.060996	0.066054	0.0539975	0.0607915	0.0722865	0.041456	0.063857	0.067816	0.0413285	0.0707025	0.0631165	0.053359	0.0624775	0.055479	0.083091	0.27364	0.225773	0.287766	0.281712
39	0.0849555	0.0616095	0.0698595	0.050626	0.0634995	0.0719285	0.0400765	0.066258	0.0684545	0.040051	0.0667685	0.056194	0.0553515	0.065415	0.0599235	0.0790295	0.269962	0.218825	0.290038	0.282631
40	0.0845215	0.065185	0.0660795	0.056833	0.062069	0.0741765	0.0412515	0.0619415	0.0673815	0.040562	0.0684545	0.057957	0.0519285	0.0626055	0.058646	0.080409	0.273692	0.224445	0.286437	0.279133
41	0.084649	0.0643165	0.0669475	0.0525675	0.0618135	0.0696295	0.039336	0.0651595	0.0668965	0.040562	0.0702175	0.058135	0.0548145	0.065006	0.0586465	0.0813025	0.273334	0.219745	0.28871	0.281098
42	0.081788	0.0586975	0.0658235	0.057599	0.0641895	0.06894	0.0432695	0.064725	0.0675865	0.038825	0.0694765	0.0595915	0.054432	0.0641635	0.0586975	0.0821965	0.276015	0.220511	0.284674	0.280025
43	0.079055	0.06166	0.067816	0.054432	0.062784	0.0710855	0.0404345	0.0614305	0.063576	0.0423245	0.071418	0.060971	0.055581	0.0641635	0.062069	0.0812005	0.270268	0.225262	0.281865	0.27788
44	0.081814	0.062248	0.067893	0.0536655	0.059387	0.0717755	0.040179	0.065083	0.071673	0.0397955	0.0679435	0.0598725	0.051341	0.065083	0.060562	0.081686	0.268506	0.219693	0.289323	0.283627
45	0.0821455	0.0612005	0.065134	0.056424	0.060792	0.070728	0.039949	0.0634485	0.069553	0.04069	0.0737675	0.0571135	0.053742	0.066105	0.058365	0.080843	0.273155	0.225135	0.2906	0.281124
46	0.0806895	0.0613025	0.0657215	0.054457	0.0613535	0.0685055	0.043295	0.0679185	0.068736	0.041558	0.068557	0.061967	0.054789	0.0610985	0.058442	0.0816095	0.271545	0.221916	0.283704	0.279132
47	0.086258	0.0625035	0.0679435	0.0521835	0.0599235	0.0713155	0.0413025	0.062912	0.0655425	0.041405	0.067152	0.056347	0.05507	0.065313	0.0627585	0.082069	0.275581	0.221175	0.286896	0.28161
48	0.083193	0.06516	0.06728	0.0549685	0.060102	0.0699365	0.0404595	0.0642915	0.069272	0.0410725	0.068429	0.061303	0.0551975	0.062452	0.0586205	0.078263	0.271622	0.219898	0.288174	0.274943
49	0.0829375	0.0609965	0.0676885	0.053308	0.061711	0.068225	0.0416605	0.06401	0.067816	0.039387	0.068659	0.061073	0.0581865	0.0649045	0.0595655	0.079872	0.274304	0.217932	0.287101	0.277011
50	0.08613	0.0626565	0.065926	0.053257	0.056296	0.0679435	0.04189	0.06659	0.068327	0.0390295	0.0674585	0.058697	0.055811	0.0639335	0.0619155	0.084138	0.279336	0.216321	0.287841	0.282605
51	0.081507	0.062963	0.0668455	0.055351	0.062273	0.06682	0.040434	0.0643935	0.067101	0.0395915	0.07152	0.061124	0.0561175	0.0655685	0.0582885	0.0801025	0.273078	0.218366	0.286973	0.276884
