pos	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	RR	SS	TA	TC	TG	TT	WW	YY
-5	0.082487	0.061650	0.067497	0.056233	0.061881	0.067712	0.035115	0.068951	0.065788	0.034480	0.069017	0.061279	0.284789	0.206325	0.056828	0.067547	0.061146	0.082388	0.277935	0.286598
-4	0.081950	0.061675	0.067473	0.056398	0.061725	0.068199	0.034793	0.067547	0.065515	0.034909	0.069141	0.062484	0.284079	0.207043	0.057728	0.067357	0.060634	0.082470	0.278546	0.285574
-3	0.082280	0.060932	0.067208	0.056109	0.060387	0.068794	0.035314	0.068241	0.066589	0.034967	0.068464	0.062063	0.284542	0.207539	0.058347	0.066961	0.061171	0.082173	0.278909	0.286168
-2	0.082256	0.060461	0.067596	0.056588	0.060569	0.069430	0.035091	0.066952	0.066366	0.036528	0.067778	0.062270	0.283997	0.208827	0.057926	0.066985	0.061279	0.081925	0.278694	0.285293
-1	0.082346	0.060618	0.067208	0.056547	0.061452	0.069339	0.035066	0.067753	0.066845	0.036173	0.067886	0.062187	0.284285	0.208463	0.056150	0.066878	0.062228	0.081322	0.276365	0.285293
0	0.081901	0.061576	0.067588	0.055935	0.062113	0.068563	0.035487	0.066837	0.066837	0.035487	0.068563	0.062113	0.284888	0.208100	0.055935	0.067588	0.061576	0.081901	0.275672	0.284888
1	0.081322	0.062228	0.066878	0.056150	0.062187	0.067886	0.036173	0.066845	0.067753	0.035066	0.069339	0.061452	0.285293	0.208463	0.056547	0.067208	0.060618	0.082346	0.276365	0.284285
2	0.081925	0.061279	0.066985	0.057926	0.062270	0.067778	0.036528	0.066366	0.066952	0.035091	0.069430	0.060569	0.285293	0.208827	0.056588	0.067596	0.060461	0.082256	0.278694	0.283997
3	0.082173	0.061171	0.066961	0.058347	0.062063	0.068464	0.034967	0.066589	0.068241	0.035314	0.068794	0.060387	0.286168	0.207539	0.056109	0.067208	0.060932	0.082280	0.278909	0.284542
4	0.082470	0.060634	0.067357	0.057728	0.062484	0.069141	0.034909	0.065515	0.067547	0.034793	0.068199	0.061725	0.285574	0.207043	0.056398	0.067473	0.061675	0.081950	0.278546	0.284079
5	0.082388	0.061146	0.067547	0.056828	0.061279	0.069017	0.034480	0.065788	0.068951	0.035115	0.067712	0.061881	0.286598	0.206325	0.056233	0.067497	0.061650	0.082487	0.277935	0.284789
6	0.082479	0.061089	0.067778	0.057340	0.061006	0.068075	0.035512	0.066366	0.067596	0.035388	0.068216	0.061386	0.286070	0.207191	0.056720	0.067572	0.061568	0.081909	0.278447	0.283922
7	0.082272	0.061634	0.067448	0.057207	0.060610	0.068117	0.036016	0.067621	0.067886	0.036610	0.067885	0.060288	0.285491	0.208628	0.056282	0.066804	0.061493	0.081826	0.277588	0.284368
8	0.082759	0.061560	0.067539	0.055836	0.061518	0.068076	0.036701	0.067002	0.066738	0.036619	0.068323	0.060560	0.285359	0.209718	0.056505	0.067786	0.060940	0.081537	0.276638	0.284401
9	0.083552	0.060783	0.067274	0.055457	0.061683	0.068522	0.036891	0.066680	0.067027	0.036503	0.067687	0.062047	0.285541	0.209603	0.055803	0.067332	0.060792	0.081967	0.276779	0.284500
10	0.083346	0.060056	0.067308	0.056398	0.061551	0.069009	0.035883	0.066019	0.067150	0.035685	0.068142	0.062022	0.285946	0.208719	0.055704	0.067919	0.061568	0.082239	0.277687	0.285186
11	0.083428	0.060527	0.066928	0.057290	0.061031	0.069232	0.035528	0.066837	0.067530	0.035363	0.068108	0.061774	0.285995	0.208232	0.055704	0.066655	0.061386	0.082677	0.279099	0.285401
12	0.082908	0.061031	0.067225	0.057513	0.061312	0.069190	0.035347	0.067208	0.067464	0.035570	0.067737	0.060395	0.285334	0.207844	0.056117	0.067019	0.062328	0.081636	0.278174	0.285054
13	0.082437	0.061890	0.067547	0.056084	0.061370	0.068546	0.036627	0.067456	0.067819	0.035892	0.067431	0.060676	0.285235	0.208496	0.056382	0.067721	0.061006	0.081116	0.276019	0.284839
14	0.081058	0.061824	0.068521	0.055646	0.061725	0.069017	0.036181	0.067117	0.067588	0.036412	0.067712	0.061370	0.284880	0.209322	0.055209	0.067712	0.061353	0.081553	0.273467	0.285400
15	0.080612	0.061303	0.067398	0.055052	0.061328	0.069298	0.036528	0.066878	0.067126	0.035933	0.069265	0.062328	0.284401	0.211024	0.056200	0.067324	0.060742	0.082685	0.274549	0.286185
16	0.081207	0.061411	0.067051	0.055630	0.060981	0.068918	0.036016	0.067340	0.066399	0.035908	0.069579	0.062038	0.284236	0.210421	0.055679	0.067010	0.060758	0.084072	0.276588	0.287341
17	0.082049	0.061229	0.066779	0.055423	0.060610	0.068356	0.036247	0.068265	0.066382	0.035314	0.069909	0.060948	0.285120	0.209826	0.057422	0.067208	0.060453	0.083403	0.278298	0.287234
18	0.082231	0.062245	0.067027	0.055192	0.060668	0.068786	0.035660	0.068009	0.067737	0.036172	0.068637	0.060634	0.285632	0.209256	0.056588	0.066531	0.061196	0.082685	0.276695	0.286012
19	0.082520	0.062336	0.066952	0.055564	0.061254	0.069009	0.034851	0.069323	0.066721	0.036395	0.068315	0.060692	0.284509	0.208571	0.056538	0.066019	0.062071	0.081438	0.276059	0.285789
20	0.082363	0.062262	0.066440	0.056192	0.062047	0.069091	0.034727	0.067985	0.066672	0.036239	0.067910	0.060965	0.283385	0.207968	0.056447	0.067159	0.061857	0.081644	0.276646	0.285879
21	0.081578	0.061799	0.066903	0.056861	0.062600	0.069281	0.035594	0.067423	0.065895	0.036139	0.068587	0.061072	0.282965	0.209603	0.057001	0.067596	0.060023	0.081644	0.277084	0.285946
22	0.080141	0.061452	0.067597	0.056563	0.062707	0.069926	0.036379	0.066052	0.066391	0.035966	0.069215	0.060601	0.283344	0.211486	0.057653	0.068026	0.059082	0.082247	0.276605	0.286251
23	0.079596	0.061122	0.067910	0.056274	0.061840	0.070231	0.036693	0.067291	0.066341	0.036395	0.069603	0.061072	0.283452	0.212923	0.056984	0.067663	0.059024	0.081958	0.274813	0.287144
24	0.080785	0.060816	0.067687	0.055985	0.061213	0.070148	0.036338	0.067720	0.065573	0.035784	0.069380	0.061171	0.283427	0.211651	0.056943	0.069050	0.060263	0.081141	0.274854	0.288060
25	0.082355	0.061312	0.067184	0.055745	0.061196	0.069372	0.036098	0.067365	0.066168	0.035867	0.068398	0.061915	0.284104	0.209736	0.056910	0.068563	0.060321	0.081232	0.276242	0.286532
26	0.082702	0.061626	0.067159	0.056224	0.061469	0.069083	0.035727	0.067208	0.066440	0.035355	0.068241	0.062047	0.284542	0.208406	0.056604	0.067547	0.061064	0.081504	0.277035	0.285343
27	0.081488	0.061824	0.067249	0.056365	0.061436	0.068447	0.035322	0.067613	0.067919	0.035694	0.067820	0.061849	0.284476	0.207282	0.056530	0.066672	0.062022	0.081752	0.276135	0.284483
28	0.081099	0.061328	0.067819	0.057009	0.061081	0.067943	0.035297	0.068290	0.067960	0.035215	0.068670	0.061444	0.285550	0.207125	0.056596	0.066267	0.062162	0.081818	0.276522	0.284318
29	0.081644	0.061708	0.067555	0.056365	0.061304	0.067390	0.035669	0.066853	0.068373	0.036107	0.068208	0.060800	0.285781	0.207373	0.056794	0.066267	0.062394	0.082569	0.277373	0.283080
30	0.082619	0.061650	0.067993	0.055861	0.061956	0.067778	0.036751	0.066746	0.067514	0.036123	0.068034	0.060684	0.286160	0.208686	0.056472	0.066738	0.060478	0.082602	0.277554	0.283865
31	0.083387	0.062154	0.067010	0.055919	0.062385	0.068926	0.036602	0.066160	0.066994	0.035966	0.067861	0.061436	0.285252	0.209355	0.055944	0.067688	0.060337	0.081231	0.276481	0.284005
32	0.083453	0.061939	0.067828	0.056175	0.062228	0.069917	0.037337	0.066713	0.066399	0.035487	0.067208	0.062005	0.284888	0.209949	0.055977	0.067844	0.060346	0.079142	0.274747	0.283617
33	0.083222	0.061815	0.067968	0.055853	0.062278	0.070330	0.036057	0.066473	0.066911	0.035884	0.067621	0.061336	0.285722	0.209892	0.056720	0.067258	0.060659	0.079613	0.275408	0.283674
34	0.083519	0.061270	0.068166	0.055630	0.061857	0.069306	0.035900	0.067184	0.067894	0.036619	0.066432	0.062038	0.286011	0.208257	0.056538	0.066952	0.060453	0.080240	0.275928	0.283683
35	0.084089	0.061469	0.068290	0.055531	0.062071	0.068175	0.035190	0.067844	0.067522	0.036016	0.067291	0.061279	0.287193	0.206671	0.057439	0.066762	0.060378	0.080653	0.277712	0.283435
36	0.084700	0.062352	0.067853	0.056315	0.061667	0.067399	0.035644	0.066837	0.067341	0.035479	0.067415	0.062253	0.287308	0.205937	0.056993	0.066358	0.061080	0.080315	0.278323	0.280908
37	0.084254	0.062005	0.068472	0.056365	0.062080	0.067919	0.036065	0.066003	0.066506	0.035033	0.068695	0.061378	0.287928	0.207712	0.056596	0.066473	0.061906	0.080249	0.277464	0.280644
38	0.083726	0.061576	0.067844	0.055787	0.061873	0.068571	0.035917	0.065565	0.067489	0.035974	0.068290	0.062922	0.287349	0.208753	0.055845	0.066771	0.061799	0.080050	0.275407	0.280957
39	0.084015	0.061188	0.068059	0.055803	0.061617	0.069265	0.036115	0.065986	0.066201	0.036453	0.068769	0.062435	0.287044	0.210602	0.055209	0.066977	0.061625	0.080282	0.275309	0.282510
40	0.083362	0.061634	0.066366	0.055803	0.062088	0.069562	0.035974	0.066515	0.066985	0.036866	0.068018	0.062526	0.284732	0.210421	0.055845	0.067109	0.061353	0.079993	0.275003	0.283179
41	0.083114	0.062443	0.066985	0.056662	0.061840	0.069628	0.035743	0.066919	0.065887	0.036635	0.067646	0.061064	0.283634	0.209653	0.056530	0.067019	0.061246	0.080637	0.276944	0.284203
42	0.083717	0.062278	0.066539	0.056803	0.062608	0.068769	0.035107	0.067861	0.066969	0.035916	0.068315	0.060279	0.285541	0.208109	0.057084	0.066606	0.060858	0.080290	0.277893	0.283526
43	0.084188	0.063021	0.068175	0.056489	0.062600	0.067927	0.034645	0.067200	0.067101	0.035504	0.069595	0.059478	0.289059	0.207671	0.056737	0.066110	0.060874	0.080356	0.277770	0.281593
44	0.084312	0.062534	0.068389	0.056060	0.063335	0.067217	0.035000	0.066465	0.068505	0.036065	0.069504	0.060568	0.290711	0.207786	0.055853	0.065722	0.060725	0.079745	0.275969	0.279149
45	0.083841	0.062972	0.068141	0.055688	0.063327	0.067225	0.035462	0.065507	0.068687	0.036296	0.069124	0.060478	0.289794	0.208108	0.055713	0.066209	0.061328	0.080001	0.275243	0.278942
46	0.083626	0.062666	0.068100	0.056902	0.063310	0.068208	0.036272	0.065466	0.068249	0.035594	0.067448	0.061419	0.287424	0.207522	0.055828	0.066151	0.061105	0.079654	0.276011	0.279479
47	0.084130	0.062559	0.067836	0.057075	0.063054	0.070049	0.035595	0.064904	0.066977	0.034595	0.067886	0.060569	0.286829	0.208125	0.056638	0.066622	0.061609	0.079902	0.277745	0.281478
48	0.083990	0.062369	0.067671	0.057009	0.063351	0.069496	0.035347	0.065961	0.067481	0.035487	0.066672	0.061667	0.285813	0.207001	0.056547	0.066548	0.061328	0.079076	0.276622	0.281081
49	0.084427	0.062749	0.067564	0.056192	0.062839	0.069116	0.035025	0.066853	0.067968	0.036230	0.067497	0.059990	0.287457	0.207869	0.057282	0.065969	0.061279	0.079018	0.276918	0.280957
50	0.083915	0.063508	0.066961	0.056621	0.062732	0.068067	0.035297	0.067820	0.068480	0.036428	0.067844	0.060147	0.287201	0.207637	0.057372	0.065515	0.060527	0.078762	0.276671	0.280164
51	0.083651	0.063508	0.067440	0.056712	0.061972	0.068546	0.035859	0.067266	0.068026	0.035239	0.068232	0.060296	0.287349	0.207877	0.057042	0.065474	0.060800	0.079935	0.277340	0.281221
52	0.083841	0.062955	0.066771	0.056819	0.062418	0.068133	0.035916	0.066473	0.066614	0.035751	0.068307	0.061369	0.285533	0.208108	0.056415	0.066143	0.061221	0.080851	0.277927	0.281601
53	0.084271	0.063302	0.066325	0.056018	0.062203	0.067952	0.036668	0.066019	0.066490	0.035883	0.067274	0.062484	0.284360	0.207777	0.055861	0.066217	0.061246	0.081785	0.277935	0.281973
54	0.084353	0.062484	0.066556	0.055927	0.062823	0.068414	0.036189	0.065515	0.065986	0.036528	0.067497	0.061749	0.284393	0.208628	0.056002	0.065978	0.061766	0.082230	0.278513	0.282138
55	0.084246	0.062864	0.066779	0.055151	0.062716	0.068456	0.035801	0.066110	0.066160	0.036123	0.068274	0.062039	0.285458	0.208653	0.055902	0.065879	0.060874	0.082627	0.277926	0.283072
56	0.084543	0.062063	0.067753	0.054771	0.062468	0.069480	0.035768	0.066589	0.066218	0.036082	0.068233	0.060924	0.286747	0.209562	0.055812	0.066160	0.061436	0.081702	0.276827	0.283931
57	0.084766	0.063186	0.067316	0.054697	0.062245	0.069711	0.035776	0.066845	0.066622	0.036379	0.068001	0.061039	0.286706	0.209868	0.055787	0.066407	0.060420	0.080802	0.276051	0.283765
58	0.084527	0.062625	0.067985	0.054829	0.061815	0.069859	0.036709	0.066474	0.067473	0.036115	0.067175	0.060535	0.287160	0.209860	0.055993	0.066358	0.060808	0.080719	0.276068	0.283410
59	0.083057	0.062922	0.067233	0.056126	0.062468	0.068051	0.036082	0.066597	0.067877	0.035966	0.068588	0.060816	0.286755	0.208687	0.056175	0.066127	0.060791	0.081124	0.276481	0.281899
60	0.082619	0.062435	0.067233	0.056332	0.062492	0.066168	0.037073	0.066614	0.068043	0.035479	0.068943	0.061147	0.286838	0.207663	0.056117	0.066449	0.061229	0.081628	0.276696	0.280859
61	0.081909	0.063731	0.067076	0.056084	0.062270	0.065466	0.036437	0.066820	0.068010	0.035685	0.069323	0.061741	0.286318	0.206911	0.056208	0.066391	0.061469	0.081380	0.275581	0.280057
62	0.082264	0.063285	0.067274	0.055960	0.062005	0.066217	0.036784	0.066407	0.068695	0.035281	0.068703	0.060957	0.286937	0.206985	0.056390	0.066069	0.061493	0.082214	0.276828	0.280908
63	0.082454	0.063996	0.067654	0.056538	0.062014	0.066845	0.035281	0.066002	0.067944	0.035933	0.068984	0.060915	0.287036	0.207043	0.056183	0.065945	0.060808	0.082503	0.277679	0.281296
64	0.082619	0.062633	0.067605	0.057397	0.063649	0.066771	0.035586	0.065961	0.067803	0.036139	0.068472	0.059990	0.286500	0.206968	0.056522	0.065730	0.060874	0.082247	0.278786	0.280710
65	0.083420	0.063145	0.067753	0.056736	0.064433	0.066779	0.034752	0.065912	0.066399	0.037428	0.068621	0.060015	0.286194	0.207580	0.056927	0.065664	0.060222	0.081793	0.278877	0.280148
66	0.082974	0.062749	0.068224	0.056315	0.064070	0.067663	0.035248	0.067307	0.067217	0.036164	0.067720	0.059735	0.286136	0.206795	0.057653	0.065276	0.060585	0.081099	0.278042	0.281345
