pos	AA.f	AC.f	AG.f	AT.f	CA.f	CC.f	CG.f	CT.f	GA.f	GC.f	GG.f	GT.f	TA.f	TC.f	TG.f	TT.f	AA.r	AC.r	AG.r	AT.r	CA.r	CC.r	CG.r	CT.r	GA.r	GC.r	GG.r	GT.r	TA.r	TC.r	TG.r	TT.r
42	0.084238	0.049006	0.071701	0.059809	0.071751	0.070314	0.016699	0.072296	0.061593	0.050889	0.068232	0.051732	0.049750	0.060998	0.075467	0.085526	0.085526	0.075467	0.060998	0.049750	0.051732	0.068232	0.050889	0.061593	0.072296	0.016699	0.070314	0.071751	0.059809	0.071701	0.049006	0.084238
43	0.080521	0.050592	0.072841	0.063376	0.070215	0.070710	0.016897	0.073386	0.060602	0.052128	0.067440	0.051930	0.053070	0.060502	0.072147	0.083643	0.083643	0.072147	0.060502	0.053070	0.051930	0.067440	0.052128	0.060602	0.073386	0.016897	0.070710	0.070215	0.063376	0.072841	0.050592	0.080521
44	0.080719	0.049849	0.073039	0.060800	0.076854	0.065309	0.016501	0.075269	0.057579	0.054507	0.067341	0.049898	0.050889	0.057975	0.077300	0.086170	0.086170	0.077300	0.057975	0.050889	0.049898	0.067341	0.054507	0.057579	0.075269	0.016501	0.065309	0.076854	0.060800	0.073039	0.049849	0.080719
45	0.080422	0.051831	0.073188	0.060602	0.073237	0.065507	0.018879	0.070016	0.059462	0.053119	0.067390	0.054209	0.053763	0.060651	0.072841	0.084882	0.084882	0.072841	0.060651	0.053763	0.054209	0.067390	0.053119	0.059462	0.070016	0.018879	0.065507	0.073237	0.060602	0.073188	0.051831	0.080422
46	0.081017	0.050245	0.074129	0.061493	0.072791	0.067241	0.016451	0.074625	0.060552	0.054011	0.066597	0.051137	0.052475	0.061048	0.074426	0.081760	0.081760	0.074426	0.061048	0.052475	0.051137	0.066597	0.054011	0.060552	0.074625	0.016451	0.067241	0.072791	0.061493	0.074129	0.050245	0.081017
47	0.080075	0.049353	0.073138	0.064268	0.073188	0.068183	0.016550	0.074625	0.059511	0.051732	0.068084	0.052277	0.053268	0.060255	0.074972	0.080521	0.080521	0.074972	0.060255	0.053268	0.052277	0.068084	0.051732	0.059511	0.074625	0.016550	0.068183	0.073188	0.064268	0.073138	0.049353	0.080075
48	0.080125	0.049750	0.071552	0.064615	0.070066	0.068431	0.018185	0.072841	0.062039	0.051930	0.067192	0.051583	0.052128	0.060849	0.075764	0.082949	0.082949	0.075764	0.060849	0.052128	0.051583	0.067192	0.051930	0.062039	0.072841	0.018185	0.068431	0.070066	0.064615	0.071552	0.049750	0.080125
49	0.081116	0.050790	0.071701	0.060750	0.072345	0.065458	0.018086	0.075071	0.063079	0.050642	0.066250	0.052723	0.053417	0.058818	0.074426	0.085328	0.085328	0.074426	0.058818	0.053417	0.052723	0.066250	0.050642	0.063079	0.075071	0.018086	0.065458	0.072345	0.060750	0.071701	0.050790	0.081116
50	0.083197	0.050394	0.072246	0.064120	0.070413	0.064962	0.017987	0.072345	0.057678	0.050097	0.071453	0.051236	0.050889	0.061692	0.073089	0.088202	0.088202	0.073089	0.061692	0.050889	0.051236	0.071453	0.050097	0.057678	0.072345	0.017987	0.064962	0.070413	0.064120	0.072246	0.050394	0.083197
51	0.077945	0.050543	0.073535	0.060156	0.075517	0.062237	0.014766	0.074625	0.060156	0.054259	0.069124	0.051236	0.055597	0.062286	0.073634	0.084386	0.084386	0.073634	0.062286	0.055597	0.051236	0.069124	0.054259	0.060156	0.074625	0.014766	0.062237	0.075517	0.060156	0.073535	0.050543	0.077945
52	0.082057	0.051286	0.073188	0.062683	0.066449	0.071751	0.016649	0.074476	0.058520	0.053516	0.067787	0.051236	0.051781	0.060502	0.072494	0.085625	0.085625	0.072494	0.060502	0.051781	0.051236	0.067787	0.053516	0.058520	0.074476	0.016649	0.071751	0.066449	0.062683	0.073188	0.051286	0.082057
53	0.081215	0.048263	0.069917	0.059412	0.074179	0.067390	0.017987	0.077499	0.058520	0.055002	0.064913	0.051682	0.051435	0.062534	0.076409	0.083643	0.083643	0.076409	0.062534	0.051435	0.051682	0.064913	0.055002	0.058520	0.077499	0.017987	0.067390	0.074179	0.059412	0.069917	0.048263	0.081215
54	0.079233	0.051385	0.073584	0.061147	0.070165	0.068084	0.018929	0.076012	0.058619	0.050097	0.067638	0.052872	0.051633	0.061791	0.073138	0.085675	0.085675	0.073138	0.061791	0.051633	0.052872	0.067638	0.050097	0.058619	0.076012	0.018929	0.068084	0.070165	0.061147	0.073584	0.051385	0.079233
55	0.081562	0.046182	0.068926	0.062980	0.068480	0.071552	0.017145	0.074179	0.061791	0.051534	0.067588	0.052376	0.054061	0.059957	0.074327	0.087359	0.087359	0.074327	0.059957	0.054061	0.052376	0.067588	0.051534	0.061791	0.074179	0.017145	0.071552	0.068480	0.062980	0.068926	0.046182	0.081562
56	0.082553	0.049651	0.072940	0.060750	0.071106	0.068629	0.018334	0.071156	0.059660	0.052227	0.066201	0.049898	0.053813	0.062385	0.077152	0.083544	0.083544	0.077152	0.062385	0.053813	0.049898	0.066201	0.052227	0.059660	0.071156	0.018334	0.068629	0.071106	0.060750	0.072940	0.049651	0.082553
57	0.078787	0.051435	0.075170	0.061741	0.072791	0.064913	0.018185	0.077003	0.060403	0.051831	0.068827	0.053565	0.052822	0.058322	0.072890	0.081314	0.081314	0.072890	0.058322	0.052822	0.053565	0.068827	0.051831	0.060403	0.077003	0.018185	0.064913	0.072791	0.061741	0.075170	0.051435	0.078787
58	0.079134	0.050146	0.073188	0.062336	0.071404	0.067539	0.018037	0.069521	0.059611	0.054556	0.070165	0.050741	0.053268	0.062683	0.073089	0.084585	0.084585	0.073089	0.062683	0.053268	0.050741	0.070165	0.054556	0.059611	0.069521	0.018037	0.067539	0.071404	0.062336	0.073188	0.050146	0.079134
59	0.078539	0.049651	0.074922	0.060304	0.076409	0.066151	0.018483	0.073881	0.060849	0.054209	0.067489	0.051930	0.050245	0.060056	0.073485	0.083395	0.083395	0.073485	0.060056	0.050245	0.051930	0.067489	0.054209	0.060849	0.073881	0.018483	0.066151	0.076409	0.060304	0.074922	0.049651	0.078539
60	0.080422	0.050344	0.075963	0.059313	0.070908	0.067043	0.017888	0.074228	0.061642	0.053268	0.067489	0.051980	0.054160	0.059710	0.072444	0.083197	0.083197	0.072444	0.059710	0.054160	0.051980	0.067489	0.053268	0.061642	0.074228	0.017888	0.067043	0.070908	0.059313	0.075963	0.050344	0.080422
61	0.078837	0.051831	0.072048	0.064417	0.073683	0.066449	0.016501	0.073733	0.059264	0.052079	0.070413	0.052029	0.050691	0.060651	0.076260	0.081116	0.081116	0.076260	0.060651	0.050691	0.052029	0.070413	0.052079	0.059264	0.073733	0.016501	0.066449	0.073683	0.064417	0.072048	0.051831	0.078837
62	0.079530	0.050344	0.071453	0.061147	0.071751	0.070066	0.017343	0.071850	0.062584	0.053317	0.067093	0.052227	0.050295	0.063030	0.074773	0.083197	0.083197	0.074773	0.063030	0.050295	0.052227	0.067093	0.053317	0.062584	0.071850	0.017343	0.070066	0.071751	0.061147	0.071453	0.050344	0.079530
63	0.080125	0.048907	0.074575	0.060552	0.075566	0.066399	0.020465	0.074327	0.063277	0.049948	0.066994	0.050443	0.053020	0.060701	0.072593	0.082107	0.082107	0.072593	0.060701	0.053020	0.050443	0.066994	0.049948	0.063277	0.074327	0.020465	0.066399	0.075566	0.060552	0.074575	0.048907	0.080125
64	0.081562	0.049155	0.075913	0.065359	0.068629	0.065904	0.018136	0.073287	0.060651	0.050146	0.072147	0.051682	0.050146	0.062187	0.073435	0.081661	0.081661	0.073435	0.062187	0.050146	0.051682	0.072147	0.050146	0.060651	0.073287	0.018136	0.065904	0.068629	0.065359	0.075913	0.049155	0.081562
65	0.078291	0.050295	0.072494	0.059908	0.072494	0.064962	0.016501	0.073435	0.059611	0.057876	0.071057	0.051088	0.054408	0.060304	0.071404	0.085873	0.085873	0.071404	0.060304	0.054408	0.051088	0.071057	0.057876	0.059611	0.073435	0.016501	0.064962	0.072494	0.059908	0.072494	0.050295	0.078291
66	0.079877	0.048214	0.076161	0.060552	0.074278	0.067142	0.016897	0.075120	0.059957	0.051137	0.070561	0.049799	0.051781	0.058719	0.076458	0.083346	0.083346	0.076458	0.058719	0.051781	0.049799	0.070561	0.051137	0.059957	0.075120	0.016897	0.067142	0.074278	0.060552	0.076161	0.048214	0.079877
67	0.079431	0.049601	0.074526	0.062336	0.070016	0.065755	0.017442	0.071998	0.062633	0.057182	0.070760	0.049502	0.053714	0.061394	0.071751	0.081958	0.081958	0.071751	0.061394	0.053714	0.049502	0.070760	0.057182	0.062633	0.071998	0.017442	0.065755	0.070016	0.062336	0.074526	0.049601	0.079431
68	0.084783	0.049601	0.069422	0.061989	0.070958	0.068431	0.019077	0.075467	0.061593	0.053863	0.067043	0.051980	0.051286	0.059264	0.072296	0.082949	0.082949	0.072296	0.059264	0.051286	0.051980	0.067043	0.053863	0.061593	0.075467	0.019077	0.068431	0.070958	0.061989	0.069422	0.049601	0.084783
69	0.082503	0.049849	0.073188	0.063079	0.070512	0.069372	0.018532	0.072742	0.060602	0.053417	0.065359	0.048461	0.052624	0.060849	0.075913	0.082999	0.082999	0.075913	0.060849	0.052624	0.048461	0.065359	0.053417	0.060602	0.072742	0.018532	0.069372	0.070512	0.063079	0.073188	0.049849	0.082503
70	0.078490	0.052872	0.073386	0.061493	0.072543	0.067836	0.017492	0.075616	0.063228	0.053218	0.067142	0.049403	0.052971	0.060552	0.072989	0.080769	0.080769	0.072989	0.060552	0.052971	0.049403	0.067142	0.053218	0.063228	0.075616	0.017492	0.067836	0.072543	0.061493	0.073386	0.052872	0.078490
71	0.082751	0.051732	0.072444	0.060304	0.073386	0.070314	0.016649	0.074129	0.060651	0.051435	0.068381	0.050543	0.053615	0.059908	0.071057	0.082702	0.082702	0.071057	0.059908	0.053615	0.050543	0.068381	0.051435	0.060651	0.074129	0.016649	0.070314	0.073386	0.060304	0.072444	0.051732	0.082751
72	0.084039	0.049750	0.073733	0.062881	0.074377	0.066003	0.018384	0.074625	0.059660	0.051732	0.065210	0.051930	0.050790	0.058520	0.075120	0.083247	0.083247	0.075120	0.058520	0.050790	0.051930	0.065210	0.051732	0.059660	0.074625	0.018384	0.066003	0.074377	0.062881	0.073733	0.049750	0.084039
73	0.079481	0.049403	0.078143	0.061840	0.072494	0.067787	0.016649	0.069075	0.060800	0.055200	0.069124	0.047322	0.051880	0.063030	0.072395	0.085377	0.085377	0.072395	0.063030	0.051880	0.047322	0.069124	0.055200	0.060800	0.069075	0.016649	0.067787	0.072494	0.061840	0.078143	0.049403	0.079481
74	0.079778	0.047371	0.076557	0.060948	0.074377	0.070165	0.016600	0.074278	0.064318	0.052723	0.068480	0.050790	0.051732	0.061692	0.071354	0.078837	0.078837	0.071354	0.061692	0.051732	0.050790	0.068480	0.052723	0.064318	0.074278	0.016600	0.070165	0.074377	0.060948	0.076557	0.047371	0.079778
75	0.080274	0.048957	0.076854	0.064120	0.070165	0.069174	0.018631	0.073980	0.060205	0.053516	0.069769	0.049502	0.052376	0.063723	0.073336	0.075417	0.075417	0.073336	0.063723	0.052376	0.049502	0.069769	0.053516	0.060205	0.073980	0.018631	0.069174	0.070165	0.064120	0.076854	0.048957	0.080274
76	0.081512	0.048461	0.071503	0.061543	0.072444	0.070115	0.017739	0.075071	0.060602	0.056241	0.068778	0.052971	0.051137	0.059165	0.072098	0.080620	0.080620	0.072098	0.059165	0.051137	0.052971	0.068778	0.056241	0.060602	0.075071	0.017739	0.070115	0.072444	0.061543	0.071503	0.048461	0.081512
77	0.081810	0.046727	0.074575	0.062584	0.072296	0.069075	0.017640	0.074972	0.059561	0.051930	0.068530	0.050097	0.054507	0.058818	0.074327	0.082553	0.082553	0.074327	0.058818	0.054507	0.050097	0.068530	0.051930	0.059561	0.074972	0.017640	0.069075	0.072296	0.062584	0.074575	0.046727	0.081810
78	0.077796	0.053218	0.075219	0.061939	0.070958	0.068034	0.017938	0.069620	0.063129	0.050840	0.069868	0.051236	0.053119	0.062286	0.071998	0.082801	0.082801	0.071998	0.062286	0.053119	0.051236	0.069868	0.050840	0.063129	0.069620	0.017938	0.068034	0.070958	0.061939	0.075219	0.053218	0.077796
79	0.081413	0.052426	0.070958	0.060205	0.072494	0.068183	0.017987	0.075715	0.062881	0.051930	0.069224	0.050989	0.050047	0.057876	0.074625	0.083048	0.083048	0.074625	0.057876	0.050047	0.050989	0.069224	0.051930	0.062881	0.075715	0.017987	0.068183	0.072494	0.060205	0.070958	0.052426	0.081413
80	0.081116	0.049799	0.072345	0.063575	0.073039	0.067291	0.017987	0.072098	0.061741	0.052673	0.067787	0.050592	0.050592	0.062782	0.073733	0.082850	0.082850	0.073733	0.062782	0.050592	0.050592	0.067787	0.052673	0.061741	0.072098	0.017987	0.067291	0.073039	0.063575	0.072345	0.049799	0.081116
81	0.084585	0.048561	0.073584	0.059759	0.071453	0.067737	0.019077	0.074278	0.062435	0.053714	0.068778	0.046925	0.050939	0.060750	0.072593	0.084832	0.084832	0.072593	0.060750	0.050939	0.046925	0.068778	0.053714	0.062435	0.074278	0.019077	0.067737	0.071453	0.059759	0.073584	0.048561	0.084585
82	0.084535	0.050047	0.071751	0.063079	0.071503	0.069769	0.016501	0.072989	0.061196	0.054606	0.069620	0.048610	0.051435	0.060849	0.069818	0.083693	0.083693	0.069818	0.060849	0.051435	0.048610	0.069620	0.054606	0.061196	0.072989	0.016501	0.069769	0.071503	0.063079	0.071751	0.050047	0.084535
83	0.084287	0.051880	0.074080	0.058421	0.073584	0.069422	0.018978	0.073287	0.058619	0.050642	0.068778	0.049651	0.051732	0.060849	0.073733	0.082057	0.082057	0.073733	0.060849	0.051732	0.049651	0.068778	0.050642	0.058619	0.073287	0.018978	0.069422	0.073584	0.058421	0.074080	0.051880	0.084287
84	0.079084	0.049353	0.077449	0.062336	0.073089	0.066895	0.017293	0.075517	0.060899	0.057083	0.067836	0.049750	0.051137	0.057232	0.071354	0.083693	0.083693	0.071354	0.057232	0.051137	0.049750	0.067836	0.057083	0.060899	0.075517	0.017293	0.066895	0.073089	0.062336	0.077449	0.049353	0.079084
85	0.079629	0.050592	0.072098	0.061890	0.070462	0.066845	0.018384	0.074872	0.062980	0.050989	0.069917	0.050047	0.053218	0.061741	0.072989	0.083346	0.083346	0.072989	0.061741	0.053218	0.050047	0.069917	0.050989	0.062980	0.074872	0.018384	0.066845	0.070462	0.061890	0.072098	0.050592	0.079629
86	0.082850	0.052029	0.072643	0.058768	0.070958	0.068133	0.017194	0.073881	0.060106	0.055250	0.066796	0.051236	0.053714	0.059660	0.073287	0.083494	0.083494	0.073287	0.059660	0.053714	0.051236	0.066796	0.055250	0.060106	0.073881	0.017194	0.068133	0.070958	0.058768	0.072643	0.052029	0.082850
87	0.081215	0.053070	0.071899	0.061444	0.072444	0.070115	0.018185	0.074327	0.059660	0.049552	0.072098	0.048610	0.054655	0.060453	0.070264	0.082008	0.082008	0.070264	0.060453	0.054655	0.048610	0.072098	0.049552	0.059660	0.074327	0.018185	0.070115	0.072444	0.061444	0.071899	0.053070	0.081215
88	0.085774	0.050245	0.072742	0.059214	0.074129	0.067687	0.017987	0.073386	0.059016	0.054110	0.068332	0.050989	0.052475	0.060205	0.068133	0.085576	0.085576	0.068133	0.060205	0.052475	0.050989	0.068332	0.054110	0.059016	0.073386	0.017987	0.067687	0.074129	0.059214	0.072742	0.050245	0.085774
89	0.082999	0.048709	0.078886	0.060800	0.071998	0.070512	0.018334	0.071404	0.058867	0.054903	0.065408	0.048015	0.050196	0.059611	0.073733	0.085625	0.085625	0.073733	0.059611	0.050196	0.048015	0.065408	0.054903	0.058867	0.071404	0.018334	0.070512	0.071998	0.060800	0.078886	0.048709	0.082999
90	0.081314	0.051435	0.070462	0.060849	0.072296	0.066151	0.018780	0.076508	0.059412	0.055399	0.068530	0.053020	0.050840	0.059412	0.072296	0.083296	0.083296	0.072296	0.059412	0.050840	0.053020	0.068530	0.055399	0.059412	0.076508	0.018780	0.066151	0.072296	0.060849	0.070462	0.051435	0.081314
91	0.080373	0.050443	0.072940	0.060106	0.071106	0.070561	0.015956	0.074773	0.063030	0.051732	0.066102	0.049205	0.055250	0.061741	0.076161	0.080521	0.080521	0.076161	0.061741	0.055250	0.049205	0.066102	0.051732	0.063030	0.074773	0.015956	0.070561	0.071106	0.060106	0.072940	0.050443	0.080373
92	0.080868	0.051236	0.075269	0.062385	0.072197	0.070314	0.016203	0.075764	0.061295	0.051435	0.069124	0.049304	0.052376	0.062138	0.071007	0.079084	0.079084	0.071007	0.062138	0.052376	0.049304	0.069124	0.051435	0.061295	0.075764	0.016203	0.070314	0.072197	0.062385	0.075269	0.051236	0.080868
93	0.080571	0.050592	0.074129	0.061444	0.075764	0.069025	0.017987	0.072345	0.057777	0.053962	0.069025	0.050840	0.050642	0.059858	0.072246	0.083792	0.083792	0.072246	0.059858	0.050642	0.050840	0.069025	0.053962	0.057777	0.072345	0.017987	0.069025	0.075764	0.061444	0.074129	0.050592	0.080571
94	0.082652	0.048907	0.074773	0.058421	0.070561	0.067886	0.017690	0.077300	0.059908	0.049155	0.072246	0.052079	0.051038	0.060304	0.074030	0.083048	0.083048	0.074030	0.060304	0.051038	0.052079	0.072246	0.049155	0.059908	0.077300	0.017690	0.067886	0.070561	0.058421	0.074773	0.048907	0.082652
95	0.079679	0.049799	0.073535	0.061147	0.068431	0.070115	0.017839	0.069868	0.060998	0.055200	0.070314	0.052227	0.057529	0.059115	0.071206	0.082999	0.082999	0.071206	0.059115	0.057529	0.052227	0.070314	0.055200	0.060998	0.069868	0.017839	0.070115	0.068431	0.061147	0.073535	0.049799	0.079679
96	0.081066	0.047520	0.075318	0.062732	0.071701	0.070165	0.016005	0.076359	0.061147	0.053863	0.068084	0.049799	0.051583	0.059115	0.073336	0.082206	0.082206	0.073336	0.059115	0.051583	0.049799	0.068084	0.053863	0.061147	0.076359	0.016005	0.070165	0.071701	0.062732	0.075318	0.047520	0.081066
97	0.083247	0.047322	0.076210	0.058719	0.071899	0.067985	0.017640	0.073138	0.060453	0.054606	0.067687	0.049998	0.051335	0.063129	0.075814	0.080819	0.080819	0.075814	0.063129	0.051335	0.049998	0.067687	0.054606	0.060453	0.073138	0.017640	0.067985	0.071899	0.058719	0.076210	0.047322	0.083247
98	0.080571	0.052921	0.072742	0.060701	0.072246	0.067489	0.016748	0.076557	0.059511	0.054160	0.069769	0.053912	0.050889	0.058669	0.071701	0.081413	0.081413	0.071701	0.058669	0.050889	0.053912	0.069769	0.054160	0.059511	0.076557	0.016748	0.067489	0.072246	0.060701	0.072742	0.052921	0.080571
99	0.080769	0.049998	0.073039	0.059412	0.074426	0.067390	0.019622	0.071800	0.059561	0.050146	0.071057	0.050196	0.054556	0.061741	0.071701	0.084585	0.084585	0.071701	0.061741	0.054556	0.050196	0.071057	0.050146	0.059561	0.071800	0.019622	0.067390	0.074426	0.059412	0.073039	0.049998	0.080769
100	0.082156	0.049601	0.074575	0.062980	0.072742	0.066895	0.018037	0.071602	0.061394	0.055696	0.069570	0.048759	0.051682	0.058570	0.072543	0.083197	0.083197	0.072543	0.058570	0.051682	0.048759	0.069570	0.055696	0.061394	0.071602	0.018037	0.066895	0.072742	0.062980	0.074575	0.049601	0.082156
101	0.082602	0.047718	0.072940	0.064714	0.074426	0.066300	0.017839	0.072197	0.061394	0.053218	0.067687	0.052426	0.050691	0.060205	0.073881	0.081760	0.081760	0.073881	0.060205	0.050691	0.052426	0.067687	0.053218	0.061394	0.072197	0.017839	0.066300	0.074426	0.064714	0.072940	0.047718	0.082602
102	0.080026	0.051137	0.075715	0.062237	0.071106	0.066944	0.015708	0.073683	0.063129	0.051435	0.067341	0.050443	0.051980	0.060849	0.072940	0.085328	0.085328	0.072940	0.060849	0.051980	0.050443	0.067341	0.051435	0.063129	0.073683	0.015708	0.066944	0.071106	0.062237	0.075715	0.051137	0.080026
103	0.082355	0.047470	0.076210	0.060205	0.074228	0.070016	0.017591	0.068530	0.061246	0.050592	0.067142	0.052723	0.054705	0.061345	0.073931	0.081711	0.081711	0.073931	0.061345	0.054705	0.052723	0.067142	0.050592	0.061246	0.068530	0.017591	0.070016	0.074228	0.060205	0.076210	0.047470	0.082355
104	0.086022	0.050989	0.071057	0.064467	0.070115	0.066746	0.019028	0.073535	0.063922	0.056786	0.064566	0.049601	0.048461	0.058619	0.072296	0.083792	0.083792	0.072296	0.058619	0.048461	0.049601	0.064566	0.056786	0.063922	0.073535	0.019028	0.066746	0.070115	0.064467	0.071057	0.050989	0.086022
105	0.083098	0.048660	0.075665	0.061097	0.072345	0.067440	0.019325	0.074030	0.057529	0.054804	0.067687	0.046925	0.053218	0.063129	0.070908	0.084139	0.084139	0.070908	0.063129	0.053218	0.046925	0.067687	0.054804	0.057529	0.074030	0.019325	0.067440	0.072345	0.061097	0.075665	0.048660	0.083098
106	0.081611	0.050691	0.074674	0.059214	0.069669	0.070760	0.019176	0.074426	0.058818	0.057133	0.068034	0.049601	0.052673	0.060403	0.072643	0.080472	0.080472	0.072643	0.060403	0.052673	0.049601	0.068034	0.057133	0.058818	0.074426	0.019176	0.070760	0.069669	0.059214	0.074674	0.050691	0.081611
107	0.082404	0.047817	0.074129	0.058421	0.076854	0.070215	0.019672	0.072246	0.061394	0.054705	0.066994	0.051435	0.051385	0.060899	0.071503	0.079927	0.079927	0.071503	0.060899	0.051385	0.051435	0.066994	0.054705	0.061394	0.072246	0.019672	0.070215	0.076854	0.058421	0.074129	0.047817	0.082404
108	0.082801	0.052029	0.075616	0.061593	0.071552	0.067886	0.018086	0.076111	0.060651	0.052079	0.066746	0.052822	0.049898	0.060602	0.070215	0.081314	0.081314	0.070215	0.060602	0.049898	0.052822	0.066746	0.052079	0.060651	0.076111	0.018086	0.067886	0.071552	0.061593	0.075616	0.052029	0.082801
