AA.f	AA.r	AC.f	AC.r	AG.f	AG.r	AT.f	AT.r	CA.f	CA.r	CC.f	CC.r	CG.f	CG.r	CT.f	CT.r	GA.f	GA.r	GC.f	GC.r	GG.f	GG.r	GT.f	GT.r	TA.f	TA.r	TC.f	TC.r	TG.f	TG.r	TT.f	TT.r
0.087777	0.082736	0.047892	0.072505	0.070775	0.058222	0.057678	0.054070	0.068897	0.052439	0.063609	0.074087	0.023724	0.054811	0.070034	0.060742	0.060742	0.070034	0.054811	0.023724	0.074087	0.063609	0.052439	0.068897	0.054070	0.057678	0.058222	0.070775	0.072505	0.047892	0.082736	0.087777
0.088222	0.085158	0.051302	0.071220	0.073889	0.054910	0.058073	0.051599	0.069293	0.051154	0.065833	0.073939	0.020659	0.056195	0.068749	0.059803	0.059803	0.068749	0.056195	0.020659	0.073939	0.065833	0.051154	0.069293	0.051599	0.058073	0.054910	0.073889	0.071220	0.051302	0.085158	0.088222
0.085899	0.084713	0.048189	0.070182	0.073247	0.057233	0.061583	0.051006	0.070528	0.051599	0.064894	0.072752	0.023131	0.056047	0.069688	0.059309	0.059309	0.069688	0.056047	0.023131	0.072752	0.064894	0.051599	0.070528	0.051006	0.061583	0.057233	0.073247	0.070182	0.048189	0.084713	0.085899
0.085257	0.088222	0.049128	0.070578	0.075075	0.056344	0.057283	0.052439	0.067019	0.048782	0.066525	0.073790	0.020857	0.057431	0.071962	0.059309	0.059309	0.071962	0.057431	0.020857	0.073790	0.066525	0.048782	0.067019	0.052439	0.057283	0.056344	0.075075	0.070578	0.049128	0.088222	0.085257
0.087580	0.088321	0.045421	0.066822	0.073444	0.058222	0.057579	0.052884	0.067761	0.051599	0.066525	0.071962	0.024465	0.057233	0.070677	0.059507	0.059507	0.070677	0.057233	0.024465	0.071962	0.066525	0.051599	0.067761	0.052884	0.057579	0.058222	0.073444	0.066822	0.045421	0.088321	0.087580
0.086690	0.083477	0.047546	0.074977	0.072752	0.057975	0.060742	0.051747	0.065240	0.052192	0.066574	0.073395	0.024811	0.052538	0.070775	0.058568	0.058568	0.070775	0.052538	0.024811	0.073395	0.066574	0.052192	0.065240	0.051747	0.060742	0.057975	0.072752	0.074977	0.047546	0.083477	0.086690
0.081303	0.088222	0.048584	0.070677	0.072505	0.057480	0.059853	0.050808	0.066179	0.052884	0.066970	0.076212	0.022142	0.056690	0.069342	0.060149	0.060149	0.069342	0.056690	0.022142	0.076212	0.066970	0.052884	0.066179	0.050808	0.059853	0.057480	0.072505	0.070677	0.048584	0.088222	0.081303
0.080809	0.090051	0.046656	0.071715	0.073642	0.056838	0.057332	0.051698	0.067909	0.052143	0.067563	0.073691	0.023476	0.055849	0.070775	0.059853	0.059853	0.070775	0.055849	0.023476	0.073691	0.067563	0.052143	0.067909	0.051698	0.057332	0.056838	0.073642	0.071715	0.046656	0.090051	0.080809
0.081945	0.085356	0.049276	0.072011	0.071912	0.060742	0.057134	0.052192	0.067464	0.054120	0.063856	0.071270	0.023674	0.057036	0.071912	0.060100	0.060100	0.071912	0.057036	0.023674	0.071270	0.063856	0.054120	0.067464	0.052192	0.057134	0.060742	0.071912	0.072011	0.049276	0.085356	0.081945
0.083922	0.082192	0.044086	0.073049	0.074037	0.058419	0.059655	0.054861	0.070034	0.050660	0.067217	0.074433	0.021500	0.055454	0.072159	0.058321	0.058321	0.072159	0.055454	0.021500	0.074433	0.067217	0.050660	0.070034	0.054861	0.059655	0.058419	0.074037	0.073049	0.044086	0.082192	0.083922
0.082390	0.083181	0.046656	0.069688	0.077893	0.057629	0.060199	0.054169	0.067167	0.051055	0.065981	0.073889	0.021845	0.056591	0.070182	0.061484	0.061484	0.070182	0.056591	0.021845	0.073889	0.065981	0.051055	0.067167	0.054169	0.060199	0.057629	0.077893	0.069688	0.046656	0.083181	0.082390
0.085998	0.083181	0.045915	0.071665	0.075322	0.055751	0.057975	0.054021	0.066179	0.053823	0.069836	0.074136	0.021055	0.054021	0.069787	0.061335	0.061335	0.069787	0.054021	0.021055	0.074136	0.069836	0.053823	0.066179	0.054021	0.057975	0.055751	0.075322	0.071665	0.045915	0.083181	0.085998
0.084763	0.086295	0.048683	0.072209	0.076113	0.056838	0.057975	0.049424	0.066822	0.051994	0.064845	0.073790	0.024020	0.057134	0.069836	0.059260	0.059260	0.069836	0.057134	0.024020	0.073790	0.064845	0.051994	0.066822	0.049424	0.057975	0.056838	0.076113	0.072209	0.048683	0.086295	0.084763
0.084021	0.084417	0.048485	0.070775	0.071616	0.058716	0.056146	0.052192	0.068156	0.052637	0.066031	0.075075	0.023279	0.060347	0.070034	0.058073	0.058073	0.070034	0.060347	0.023279	0.075075	0.066031	0.052637	0.068156	0.052192	0.056146	0.058716	0.071616	0.070775	0.048485	0.084417	0.084021
0.083477	0.084367	0.045124	0.070429	0.076311	0.055652	0.057530	0.052785	0.070627	0.050363	0.069639	0.074037	0.022636	0.056146	0.070677	0.060199	0.060199	0.070677	0.056146	0.022636	0.074037	0.069639	0.050363	0.070627	0.052785	0.057530	0.055652	0.076311	0.070429	0.045124	0.084367	0.083477
0.084169	0.082786	0.046558	0.073988	0.076855	0.054614	0.059507	0.051549	0.065833	0.051945	0.065289	0.074285	0.024317	0.055849	0.071121	0.061335	0.061335	0.071121	0.055849	0.024317	0.074285	0.065289	0.051945	0.065833	0.051549	0.059507	0.054614	0.076855	0.073988	0.046558	0.082786	0.084169
0.080413	0.083527	0.047497	0.070528	0.075471	0.058864	0.059507	0.052439	0.065833	0.051945	0.064647	0.074186	0.021598	0.060298	0.070232	0.063016	0.063016	0.070232	0.060298	0.021598	0.074186	0.064647	0.051945	0.065833	0.052439	0.059507	0.058864	0.075471	0.070528	0.047497	0.083527	0.080413
0.079227	0.085652	0.048386	0.070627	0.074927	0.057777	0.059161	0.051154	0.067810	0.049276	0.068947	0.075224	0.022686	0.056492	0.071863	0.060792	0.060792	0.071863	0.056492	0.022686	0.075224	0.068947	0.049276	0.067810	0.051154	0.059161	0.057777	0.074927	0.070627	0.048386	0.085652	0.079227
0.079375	0.084515	0.046904	0.073840	0.075866	0.059260	0.056838	0.048337	0.069985	0.053675	0.068848	0.076262	0.022142	0.054218	0.070627	0.059309	0.059309	0.070627	0.054218	0.022142	0.076262	0.068848	0.053675	0.069985	0.048337	0.056838	0.059260	0.075866	0.073840	0.046904	0.084515	0.079375
0.074581	0.080759	0.047052	0.075224	0.077547	0.058321	0.057826	0.051352	0.068996	0.051352	0.066278	0.079227	0.022488	0.057036	0.071467	0.060495	0.060495	0.071467	0.057036	0.022488	0.079227	0.066278	0.051352	0.068996	0.051352	0.057826	0.058321	0.077547	0.075224	0.047052	0.080759	0.074581
0.078090	0.083132	0.049276	0.074927	0.072060	0.055948	0.055998	0.047398	0.065882	0.056294	0.064350	0.075619	0.023724	0.058370	0.074729	0.064202	0.064202	0.074729	0.058370	0.023724	0.075619	0.064350	0.056294	0.065882	0.047398	0.055998	0.055948	0.072060	0.074927	0.049276	0.083132	0.078090
0.077299	0.085454	0.045965	0.073148	0.076262	0.061681	0.056047	0.049869	0.070528	0.053526	0.065586	0.074087	0.021944	0.058716	0.069886	0.060001	0.060001	0.069886	0.058716	0.021944	0.074087	0.065586	0.053526	0.070528	0.049869	0.056047	0.061681	0.076262	0.073148	0.045965	0.085454	0.077299
0.080018	0.085010	0.045569	0.073988	0.075916	0.056887	0.056195	0.049029	0.068403	0.052340	0.065487	0.077102	0.024811	0.056986	0.073247	0.059013	0.059013	0.073247	0.056986	0.024811	0.077102	0.065487	0.052340	0.068403	0.049029	0.056195	0.056887	0.075916	0.073988	0.045569	0.085010	0.080018
0.078140	0.085158	0.046953	0.074433	0.076064	0.056047	0.055306	0.051154	0.067958	0.051698	0.063708	0.079178	0.022587	0.059210	0.070677	0.061731	0.061731	0.070677	0.059210	0.022587	0.079178	0.063708	0.051698	0.067958	0.051154	0.055306	0.056047	0.076064	0.074433	0.046953	0.085158	0.078140
0.081451	0.085998	0.048238	0.071220	0.074878	0.059507	0.054416	0.046113	0.066327	0.053032	0.063461	0.080117	0.022785	0.057036	0.073346	0.062077	0.062077	0.073346	0.057036	0.022785	0.080117	0.063461	0.053032	0.066327	0.046113	0.054416	0.059507	0.074878	0.071220	0.048238	0.085998	0.081451
0.080364	0.083181	0.049572	0.074482	0.073543	0.058469	0.052489	0.050660	0.070726	0.052538	0.065487	0.079573	0.023674	0.057727	0.068354	0.059161	0.059161	0.068354	0.057727	0.023674	0.079573	0.065487	0.052538	0.070726	0.050660	0.052489	0.058469	0.073543	0.074482	0.049572	0.083181	0.080364
0.080611	0.077893	0.051253	0.071517	0.073494	0.058172	0.055553	0.048979	0.069886	0.053675	0.067167	0.078535	0.023279	0.059803	0.070924	0.059260	0.059260	0.070924	0.059803	0.023279	0.078535	0.067167	0.053675	0.069886	0.048979	0.055553	0.058172	0.073494	0.071517	0.051253	0.077893	0.080611
0.077398	0.078634	0.047002	0.071764	0.077151	0.058667	0.057184	0.048979	0.071616	0.051154	0.065734	0.076953	0.022389	0.058667	0.076657	0.060050	0.060050	0.076657	0.058667	0.022389	0.076953	0.065734	0.051154	0.071616	0.048979	0.057184	0.058667	0.077151	0.071764	0.047002	0.078634	0.077398
0.082440	0.082291	0.045569	0.070380	0.074285	0.059507	0.055751	0.051451	0.067019	0.051352	0.066228	0.076163	0.024514	0.060050	0.072308	0.060693	0.060693	0.072308	0.060050	0.024514	0.076163	0.066228	0.051352	0.067019	0.051451	0.055751	0.059507	0.074285	0.070380	0.045569	0.082291	0.082440
0.083082	0.081945	0.048436	0.072406	0.073098	0.057678	0.056986	0.049671	0.068453	0.050512	0.065734	0.079178	0.023625	0.056937	0.073543	0.058716	0.058716	0.073543	0.056937	0.023625	0.079178	0.065734	0.050512	0.068453	0.049671	0.056986	0.057678	0.073098	0.072406	0.048436	0.081945	0.083082
0.079128	0.080265	0.050363	0.075817	0.073444	0.056245	0.056986	0.050660	0.068304	0.054268	0.066080	0.076805	0.022587	0.057727	0.071813	0.059507	0.059507	0.071813	0.057727	0.022587	0.076805	0.066080	0.054268	0.068304	0.050660	0.056986	0.056245	0.073444	0.075817	0.050363	0.080265	0.079128
0.079622	0.079622	0.049424	0.075273	0.073346	0.058617	0.055207	0.049820	0.071912	0.052241	0.066574	0.076904	0.020659	0.057876	0.071270	0.061632	0.061632	0.071270	0.057876	0.020659	0.076904	0.066574	0.052241	0.071912	0.049820	0.055207	0.058617	0.073346	0.075273	0.049424	0.079622	0.079622
0.081204	0.082390	0.049474	0.070775	0.077151	0.055256	0.055157	0.049918	0.069738	0.049523	0.069095	0.078782	0.022241	0.059754	0.071418	0.058123	0.058123	0.071418	0.059754	0.022241	0.078782	0.069095	0.049523	0.069738	0.049918	0.055157	0.055256	0.077151	0.070775	0.049474	0.082390	0.081204
0.079820	0.078436	0.051055	0.070924	0.072703	0.058568	0.055405	0.050561	0.070034	0.051994	0.069243	0.078436	0.023526	0.059754	0.070775	0.058765	0.058765	0.070775	0.059754	0.023526	0.078436	0.069243	0.051994	0.070034	0.050561	0.055405	0.058568	0.072703	0.070924	0.051055	0.078436	0.079820
0.080018	0.082440	0.047497	0.069886	0.078041	0.056245	0.053625	0.048040	0.072060	0.052390	0.067365	0.076262	0.025799	0.054169	0.073395	0.062769	0.062769	0.073395	0.054169	0.025799	0.076262	0.067365	0.052390	0.072060	0.048040	0.053625	0.056245	0.078041	0.069886	0.047497	0.082440	0.080018
0.080166	0.078090	0.048683	0.071220	0.078337	0.062077	0.055701	0.050462	0.069144	0.051055	0.066080	0.078782	0.021648	0.058123	0.068403	0.062027	0.062027	0.068403	0.058123	0.021648	0.078782	0.066080	0.051055	0.069144	0.050462	0.055701	0.062077	0.078337	0.071220	0.048683	0.078090	0.080166
0.077942	0.078041	0.050660	0.068156	0.076311	0.056096	0.056887	0.050956	0.071072	0.050512	0.068749	0.080561	0.023229	0.058914	0.071912	0.060001	0.060001	0.071912	0.058914	0.023229	0.080561	0.068749	0.050512	0.071072	0.050956	0.056887	0.056096	0.076311	0.068156	0.050660	0.078041	0.077942
0.078090	0.078782	0.050413	0.070775	0.074680	0.057382	0.056788	0.050413	0.072357	0.046755	0.067859	0.079128	0.024613	0.058123	0.069589	0.064251	0.064251	0.069589	0.058123	0.024613	0.079128	0.067859	0.046755	0.072357	0.050413	0.056788	0.057382	0.074680	0.070775	0.050413	0.078782	0.078090
0.079968	0.080265	0.051698	0.069194	0.076410	0.054861	0.057036	0.047596	0.068255	0.054614	0.067316	0.079968	0.024613	0.053180	0.073593	0.061434	0.061434	0.073593	0.053180	0.024613	0.079968	0.067316	0.054614	0.068255	0.047596	0.057036	0.054861	0.076410	0.069194	0.051698	0.080265	0.079968
0.076311	0.080067	0.049029	0.073395	0.076706	0.061731	0.055207	0.050314	0.066970	0.050116	0.068551	0.079672	0.022389	0.058815	0.069144	0.061583	0.061583	0.069144	0.058815	0.022389	0.079672	0.068551	0.050116	0.066970	0.050314	0.055207	0.061731	0.076706	0.073395	0.049029	0.080067	0.076311
0.077497	0.075866	0.046805	0.071715	0.076113	0.058864	0.054762	0.048090	0.070578	0.052390	0.069046	0.078535	0.022834	0.056640	0.075668	0.064597	0.064597	0.075668	0.056640	0.022834	0.078535	0.069046	0.052390	0.070578	0.048090	0.054762	0.058864	0.076113	0.071715	0.046805	0.075866	0.077497
0.074334	0.075767	0.048485	0.070281	0.078436	0.060199	0.059507	0.052439	0.071912	0.049770	0.067761	0.079029	0.022093	0.057134	0.069589	0.063263	0.063263	0.069589	0.057134	0.022093	0.079029	0.067761	0.049770	0.071912	0.052439	0.059507	0.060199	0.078436	0.070281	0.048485	0.075767	0.074334
0.078634	0.073988	0.049572	0.072555	0.076657	0.057480	0.057085	0.050610	0.070133	0.051451	0.068700	0.081352	0.022537	0.055108	0.072209	0.061929	0.061929	0.072209	0.055108	0.022537	0.081352	0.068700	0.051451	0.070133	0.050610	0.057085	0.057480	0.076657	0.072555	0.049572	0.073988	0.078634
0.078832	0.073691	0.049721	0.070281	0.076410	0.061088	0.056344	0.049671	0.069342	0.049128	0.065932	0.082538	0.024218	0.058815	0.071369	0.062620	0.062620	0.071369	0.058815	0.024218	0.082538	0.065932	0.049128	0.069342	0.049671	0.056344	0.061088	0.076410	0.070281	0.049721	0.073691	0.078832
0.078881	0.074087	0.048238	0.073444	0.077596	0.055157	0.055751	0.047843	0.070281	0.048881	0.070528	0.084861	0.024514	0.057036	0.070232	0.062670	0.062670	0.070232	0.057036	0.024514	0.084861	0.070528	0.048881	0.070281	0.047843	0.055751	0.055157	0.077596	0.073444	0.048238	0.074087	0.078881
0.079425	0.074087	0.048979	0.069639	0.077497	0.056838	0.053774	0.048386	0.071962	0.051451	0.069243	0.080809	0.020758	0.062225	0.068996	0.065932	0.065932	0.068996	0.062225	0.020758	0.080809	0.069243	0.051451	0.071962	0.048386	0.053774	0.056838	0.077497	0.069639	0.048979	0.074087	0.079425
0.079573	0.073444	0.048238	0.067761	0.078980	0.058123	0.058914	0.048979	0.071813	0.049325	0.071369	0.080314	0.023081	0.055849	0.071023	0.063214	0.063214	0.071023	0.055849	0.023081	0.080314	0.071369	0.049325	0.071813	0.048979	0.058914	0.058123	0.078980	0.067761	0.048238	0.073444	0.079573
0.080512	0.073346	0.049918	0.075718	0.077299	0.058271	0.055849	0.045371	0.073395	0.047744	0.069985	0.084614	0.023180	0.055553	0.067019	0.062225	0.062225	0.067019	0.055553	0.023180	0.084614	0.069985	0.047744	0.073395	0.045371	0.055849	0.058271	0.077299	0.075718	0.049918	0.073346	0.080512
0.078832	0.070578	0.048881	0.072752	0.077645	0.054910	0.056146	0.045717	0.071072	0.050956	0.067612	0.083428	0.022933	0.061632	0.072110	0.064795	0.064795	0.072110	0.061632	0.022933	0.083428	0.067612	0.050956	0.071072	0.045717	0.056146	0.054910	0.077645	0.072752	0.048881	0.070578	0.078832
0.079524	0.071369	0.049820	0.072110	0.079029	0.058222	0.052044	0.048090	0.071616	0.054515	0.070232	0.079375	0.022785	0.059111	0.068403	0.063757	0.063757	0.068403	0.059111	0.022785	0.079375	0.070232	0.054515	0.071616	0.048090	0.052044	0.058222	0.079029	0.072110	0.049820	0.071369	0.079524
0.079326	0.070775	0.051797	0.071171	0.079029	0.057579	0.052834	0.046805	0.067612	0.051451	0.073889	0.084664	0.026244	0.054910	0.069639	0.062275	0.062275	0.069639	0.054910	0.026244	0.084664	0.073889	0.051451	0.067612	0.046805	0.052834	0.057579	0.079029	0.071171	0.051797	0.070775	0.079326
0.076360	0.070232	0.049375	0.074878	0.077102	0.055602	0.053180	0.043988	0.072505	0.052143	0.070726	0.085405	0.023229	0.059161	0.071715	0.064400	0.064400	0.071715	0.059161	0.023229	0.085405	0.070726	0.052143	0.072505	0.043988	0.053180	0.055602	0.077102	0.074878	0.049375	0.070232	0.076360
0.075322	0.073049	0.047744	0.069342	0.079968	0.059408	0.054218	0.045470	0.068502	0.052044	0.069589	0.085356	0.024218	0.059952	0.072555	0.063263	0.063263	0.072555	0.059952	0.024218	0.085356	0.069589	0.052044	0.068502	0.045470	0.054218	0.059408	0.079968	0.069342	0.047744	0.073049	0.075322
0.077942	0.071517	0.048535	0.073988	0.074186	0.056838	0.051895	0.049523	0.071912	0.051549	0.068601	0.083972	0.023575	0.060693	0.072604	0.062670	0.062670	0.072604	0.060693	0.023575	0.083972	0.068601	0.051549	0.071912	0.049523	0.051895	0.056838	0.074186	0.073988	0.048535	0.071517	0.077942
0.076904	0.072110	0.050462	0.072159	0.078337	0.057134	0.056344	0.046162	0.069836	0.050660	0.069144	0.084318	0.023526	0.057975	0.072159	0.062769	0.062769	0.072159	0.057975	0.023526	0.084318	0.069144	0.050660	0.069836	0.046162	0.056344	0.057134	0.078337	0.072159	0.050462	0.072110	0.076904
0.076360	0.072555	0.050363	0.071764	0.075668	0.057431	0.053279	0.049523	0.072851	0.051500	0.070084	0.084515	0.023032	0.058963	0.068749	0.063362	0.063362	0.068749	0.058963	0.023032	0.084515	0.070084	0.051500	0.072851	0.049523	0.053279	0.057431	0.075668	0.071764	0.050363	0.072555	0.076360
0.080265	0.070429	0.049820	0.070874	0.077596	0.060347	0.054416	0.044432	0.068205	0.052439	0.070281	0.081550	0.026738	0.058518	0.071616	0.062472	0.062472	0.071616	0.058518	0.026738	0.081550	0.070281	0.052439	0.068205	0.044432	0.054416	0.060347	0.077596	0.070874	0.049820	0.070429	0.080265
0.075026	0.071962	0.049128	0.074235	0.074828	0.059358	0.056393	0.043345	0.072159	0.050858	0.071270	0.085405	0.024712	0.058123	0.070825	0.062373	0.062373	0.070825	0.058123	0.024712	0.085405	0.071270	0.050858	0.072159	0.043345	0.056393	0.059358	0.074828	0.074235	0.049128	0.071962	0.075026
0.074482	0.073395	0.048881	0.072802	0.076212	0.060644	0.053329	0.043197	0.071023	0.050660	0.073395	0.083922	0.022686	0.060644	0.070775	0.063955	0.063955	0.070775	0.060644	0.022686	0.083922	0.073395	0.050660	0.071023	0.043197	0.053329	0.060644	0.076212	0.072802	0.048881	0.073395	0.074482
0.076410	0.072110	0.048584	0.071319	0.074631	0.059606	0.053032	0.045124	0.071566	0.050017	0.076558	0.084812	0.024218	0.059507	0.071220	0.061286	0.061286	0.071220	0.059507	0.024218	0.084812	0.076558	0.050017	0.071566	0.045124	0.053032	0.059606	0.074631	0.071319	0.048584	0.072110	0.076410
0.075174	0.072456	0.049820	0.071715	0.075916	0.057332	0.053477	0.044877	0.070034	0.050264	0.076113	0.081846	0.025107	0.059408	0.073000	0.063461	0.063461	0.073000	0.059408	0.025107	0.081846	0.076113	0.050264	0.070034	0.044877	0.053477	0.057332	0.075916	0.071715	0.049820	0.072456	0.075174
0.077497	0.072456	0.049968	0.073049	0.073148	0.061385	0.052933	0.042307	0.071863	0.051994	0.076953	0.082835	0.023476	0.059952	0.070380	0.059803	0.059803	0.070380	0.059952	0.023476	0.082835	0.076953	0.051994	0.071863	0.042307	0.052933	0.061385	0.073148	0.073049	0.049968	0.072456	0.077497
0.073247	0.072703	0.049424	0.073049	0.079029	0.060298	0.049770	0.041714	0.073494	0.049523	0.077349	0.082143	0.025898	0.061385	0.071517	0.059457	0.059457	0.071517	0.061385	0.025898	0.082143	0.077349	0.049523	0.073494	0.041714	0.049770	0.060298	0.079029	0.073049	0.049424	0.072703	0.073247
0.075174	0.070084	0.047843	0.070182	0.074334	0.060742	0.050561	0.042505	0.073148	0.051055	0.075619	0.082588	0.025552	0.061681	0.074136	0.064795	0.064795	0.074136	0.061681	0.025552	0.082588	0.075619	0.051055	0.073148	0.042505	0.050561	0.060742	0.074334	0.070182	0.047843	0.070084	0.075174
0.074087	0.070331	0.051401	0.076509	0.077893	0.058370	0.052241	0.040627	0.071912	0.048386	0.077547	0.081204	0.025305	0.060891	0.071121	0.062176	0.062176	0.071121	0.060891	0.025305	0.081204	0.077547	0.048386	0.071912	0.040627	0.052241	0.058370	0.077893	0.076509	0.051401	0.070331	0.074087
0.074285	0.072802	0.047941	0.069985	0.073543	0.056986	0.053032	0.042307	0.073889	0.050709	0.076855	0.086048	0.026541	0.061237	0.070924	0.062917	0.062917	0.070924	0.061237	0.026541	0.086048	0.076855	0.050709	0.073889	0.042307	0.053032	0.056986	0.073543	0.069985	0.047941	0.072802	0.074285
0.075372	0.071863	0.049078	0.073691	0.073543	0.058914	0.055405	0.042999	0.071467	0.051401	0.073939	0.080660	0.025256	0.060199	0.072357	0.063856	0.063856	0.072357	0.060199	0.025256	0.080660	0.073939	0.051401	0.071467	0.042999	0.055405	0.058914	0.073543	0.073691	0.049078	0.071863	0.075372
0.076163	0.075866	0.048930	0.075174	0.075026	0.058765	0.053576	0.041220	0.068749	0.048732	0.076509	0.081797	0.025701	0.061385	0.071171	0.061237	0.061237	0.071171	0.061385	0.025701	0.081797	0.076509	0.048732	0.068749	0.041220	0.053576	0.058765	0.075026	0.075174	0.048930	0.075866	0.076163
0.073741	0.073395	0.049721	0.075322	0.071319	0.058222	0.052587	0.042406	0.072752	0.049375	0.075125	0.084515	0.026936	0.062719	0.070775	0.061088	0.061088	0.070775	0.062719	0.026936	0.084515	0.075125	0.049375	0.072752	0.042406	0.052587	0.058222	0.071319	0.075322	0.049721	0.073395	0.073741
0.075767	0.071369	0.048683	0.071023	0.074136	0.061385	0.051401	0.042357	0.070084	0.049128	0.077151	0.082786	0.024218	0.065635	0.074334	0.060545	0.060545	0.074334	0.065635	0.024218	0.082786	0.077151	0.049128	0.070084	0.042357	0.051401	0.061385	0.074136	0.071023	0.048683	0.071369	0.075767
0.072258	0.070528	0.050610	0.074334	0.072752	0.059952	0.053131	0.041417	0.074037	0.050512	0.079079	0.078881	0.025602	0.063065	0.074136	0.059704	0.059704	0.074136	0.063065	0.025602	0.078881	0.079079	0.050512	0.074037	0.041417	0.053131	0.059952	0.072752	0.074334	0.050610	0.070528	0.072258
0.072604	0.071912	0.047991	0.072802	0.076558	0.062126	0.050264	0.041467	0.075520	0.047843	0.076212	0.080512	0.024860	0.061681	0.076113	0.061533	0.061533	0.076113	0.061681	0.024860	0.080512	0.076212	0.047843	0.075520	0.041467	0.050264	0.062126	0.076558	0.072802	0.047991	0.071912	0.072604
0.072752	0.071912	0.051895	0.071418	0.073840	0.062176	0.052637	0.040627	0.073395	0.049424	0.076706	0.081649	0.025948	0.061978	0.071962	0.061681	0.061681	0.071962	0.061978	0.025948	0.081649	0.076706	0.049424	0.073395	0.040627	0.052637	0.062176	0.073840	0.071418	0.051895	0.071912	0.072752
0.072110	0.069639	0.050264	0.073444	0.073098	0.059803	0.052983	0.043048	0.071715	0.052489	0.078832	0.078782	0.027381	0.062373	0.074828	0.059210	0.059210	0.074828	0.062373	0.027381	0.078782	0.078832	0.052489	0.071715	0.043048	0.052983	0.059803	0.073098	0.073444	0.050264	0.069639	0.072110
0.069095	0.072110	0.051500	0.075570	0.073840	0.060940	0.051648	0.041319	0.075372	0.048535	0.077893	0.081105	0.027035	0.060298	0.070973	0.062769	0.062769	0.070973	0.060298	0.027035	0.081105	0.077893	0.048535	0.075372	0.041319	0.051648	0.060940	0.073840	0.075570	0.051500	0.072110	0.069095
