pos	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	RR	SS	TA	TC	TG	TT	WW	YY
-55	0.086646	0.061715	0.067423	0.059989	0.061757	0.064524	0.032836	0.066597	0.067465	0.033332	0.062401	0.061087	0.283935	0.193092	0.058634	0.067696	0.061856	0.086043	0.291312	0.284860
-54	0.087621	0.061980	0.065970	0.059295	0.061889	0.063846	0.033299	0.066283	0.067035	0.033340	0.062797	0.061872	0.283423	0.193283	0.058651	0.067473	0.061955	0.086695	0.292261	0.284298
-53	0.087042	0.059601	0.066069	0.059931	0.061682	0.064532	0.033332	0.066011	0.067167	0.032696	0.063863	0.062740	0.284141	0.194423	0.059055	0.066928	0.063161	0.086191	0.292220	0.283662
-52	0.086340	0.059923	0.066391	0.059501	0.061211	0.063755	0.033423	0.065705	0.066201	0.032555	0.065556	0.063533	0.284488	0.195290	0.058948	0.067324	0.063384	0.086249	0.291039	0.283035
-51	0.085754	0.059906	0.067118	0.059270	0.060534	0.064028	0.032910	0.066019	0.065870	0.032919	0.065094	0.063995	0.283836	0.194951	0.059691	0.067688	0.063268	0.085935	0.290650	0.283671
-50	0.084738	0.060724	0.066581	0.058931	0.061327	0.063954	0.032853	0.066597	0.066663	0.033241	0.064763	0.063549	0.282745	0.194811	0.059576	0.067523	0.062376	0.086604	0.289849	0.284679
-49	0.084341	0.061451	0.065970	0.060220	0.061864	0.064342	0.033109	0.066283	0.066060	0.032563	0.064276	0.063277	0.280647	0.194291	0.058725	0.067283	0.062739	0.087497	0.290783	0.285405
-48	0.084143	0.060864	0.065135	0.060451	0.062070	0.063557	0.033530	0.066589	0.067704	0.032489	0.064524	0.062104	0.281506	0.194101	0.058320	0.067159	0.063566	0.087794	0.290709	0.285100
-47	0.084771	0.061492	0.065970	0.060815	0.061178	0.062583	0.033679	0.066639	0.066027	0.032522	0.065135	0.062525	0.281903	0.193919	0.058692	0.066919	0.063805	0.087249	0.291526	0.283390
-46	0.085027	0.060402	0.066003	0.060104	0.060443	0.062624	0.033299	0.067465	0.066688	0.033555	0.064582	0.062781	0.282299	0.194059	0.059113	0.066994	0.063772	0.087150	0.291394	0.284232
-45	0.084713	0.060616	0.066498	0.059683	0.060517	0.063946	0.033042	0.067770	0.064862	0.033505	0.065391	0.063045	0.281465	0.195884	0.059799	0.067060	0.062227	0.087323	0.291518	0.286099
-44	0.085440	0.060641	0.065399	0.059345	0.060691	0.065201	0.033001	0.067357	0.065416	0.033736	0.064416	0.062607	0.280672	0.196355	0.059039	0.067184	0.062235	0.088290	0.292113	0.288032
-43	0.086299	0.061195	0.066101	0.059444	0.060187	0.064755	0.032902	0.068192	0.065176	0.032976	0.064441	0.061938	0.282018	0.195075	0.059485	0.066911	0.062442	0.087554	0.292782	0.287412
-42	0.086844	0.060955	0.065688	0.060088	0.060517	0.063590	0.032712	0.067399	0.067043	0.033043	0.063442	0.062269	0.283018	0.192787	0.059096	0.067324	0.062673	0.087315	0.293343	0.285628
-41	0.085176	0.060650	0.067349	0.059625	0.060790	0.063177	0.032985	0.067572	0.067704	0.032266	0.063813	0.061599	0.284043	0.192242	0.059914	0.068208	0.062475	0.086695	0.291410	0.285653
-40	0.084077	0.060608	0.066828	0.059229	0.061442	0.064342	0.032745	0.066729	0.068489	0.032142	0.064862	0.062186	0.284257	0.194092	0.059666	0.068332	0.061773	0.086547	0.289519	0.285950
-39	0.084019	0.060963	0.067316	0.059014	0.060930	0.064937	0.033579	0.066630	0.066812	0.031968	0.065259	0.061798	0.283406	0.195743	0.059675	0.068365	0.062492	0.086241	0.288949	0.286173
-38	0.084035	0.061327	0.065746	0.060286	0.060897	0.065342	0.032745	0.066696	0.065548	0.033166	0.065688	0.062880	0.281019	0.196941	0.059947	0.066424	0.062021	0.087249	0.291518	0.285710
-37	0.084143	0.060831	0.065730	0.060773	0.061343	0.064739	0.033488	0.065796	0.065019	0.033513	0.065036	0.062070	0.279928	0.196776	0.060699	0.066399	0.061715	0.088703	0.294318	0.285636
-36	0.084077	0.061120	0.066374	0.059956	0.061294	0.065391	0.032340	0.066424	0.065523	0.033571	0.065168	0.062136	0.281143	0.196471	0.060914	0.065622	0.060897	0.089190	0.294137	0.286628
-35	0.084275	0.061030	0.067308	0.059287	0.061269	0.065350	0.032563	0.066035	0.065623	0.032976	0.065548	0.061980	0.282754	0.196438	0.060278	0.067225	0.061666	0.087588	0.291428	0.286198
-34	0.083598	0.060493	0.067985	0.059369	0.061897	0.065424	0.031919	0.067498	0.066597	0.033447	0.065449	0.062616	0.283629	0.196240	0.059691	0.066647	0.061335	0.086034	0.288693	0.285603
-33	0.083837	0.060517	0.068332	0.059708	0.062632	0.064359	0.032456	0.067324	0.066515	0.032729	0.065036	0.062244	0.283720	0.194580	0.059980	0.066985	0.061699	0.085646	0.289172	0.284315
-32	0.084060	0.060641	0.068737	0.060179	0.062566	0.063648	0.032233	0.066895	0.067266	0.032464	0.064210	0.062103	0.284273	0.192556	0.060129	0.067118	0.061409	0.086340	0.290708	0.284001
-31	0.084333	0.061484	0.068134	0.060369	0.062087	0.062979	0.032844	0.066234	0.067184	0.032002	0.064036	0.062037	0.283687	0.191862	0.060253	0.067745	0.061476	0.086803	0.291758	0.283761
-30	0.085432	0.061079	0.066886	0.059733	0.061352	0.063805	0.032952	0.066143	0.067324	0.032324	0.064400	0.062236	0.284042	0.193481	0.060121	0.068076	0.061079	0.087059	0.292344	0.285083
-29	0.086357	0.061013	0.066787	0.058477	0.060873	0.063970	0.032993	0.067126	0.066795	0.032894	0.065102	0.061905	0.285042	0.194959	0.059551	0.068167	0.060319	0.087670	0.292055	0.286933
-28	0.087034	0.061137	0.066556	0.058395	0.060798	0.064375	0.032547	0.066548	0.066936	0.032770	0.065961	0.061459	0.286487	0.195653	0.058832	0.068175	0.060360	0.088116	0.292377	0.287214
-27	0.085745	0.061781	0.067489	0.059914	0.061748	0.064177	0.032761	0.066275	0.066738	0.033216	0.065325	0.061492	0.285298	0.195480	0.058766	0.066986	0.060666	0.086918	0.291345	0.284356
-26	0.084927	0.062376	0.067704	0.060872	0.062640	0.063789	0.033364	0.065705	0.067514	0.032473	0.064557	0.061443	0.284703	0.194183	0.059898	0.066903	0.060451	0.085382	0.291080	0.281779
-25	0.085530	0.061715	0.068026	0.060526	0.062409	0.063210	0.033984	0.066449	0.066994	0.032960	0.063111	0.061872	0.283662	0.193266	0.060583	0.066853	0.061087	0.084688	0.291327	0.281201
-24	0.085935	0.062095	0.066729	0.060237	0.061376	0.063169	0.033993	0.066647	0.066870	0.032886	0.063078	0.061980	0.282613	0.193126	0.060856	0.067506	0.061054	0.085589	0.292616	0.282911
-23	0.086902	0.061385	0.066110	0.059741	0.061831	0.064383	0.033125	0.067192	0.066300	0.033431	0.062566	0.062392	0.281878	0.193505	0.061096	0.066201	0.061765	0.085580	0.293319	0.283356
-22	0.086043	0.063252	0.066531	0.060072	0.062054	0.064772	0.032820	0.067076	0.065879	0.032596	0.063814	0.061616	0.282266	0.194001	0.060625	0.065854	0.061938	0.085060	0.291799	0.282761
-21	0.085531	0.063219	0.067192	0.059336	0.062401	0.064904	0.032828	0.066746	0.066473	0.032671	0.064177	0.061880	0.283373	0.194579	0.060228	0.065688	0.062169	0.084556	0.289652	0.281894
-20	0.084994	0.063169	0.067440	0.059741	0.061641	0.064383	0.033422	0.067233	0.067159	0.032266	0.064978	0.061352	0.284571	0.195050	0.059022	0.065928	0.062285	0.084985	0.288743	0.282530
-19	0.085374	0.062393	0.066795	0.059088	0.060352	0.064557	0.033373	0.067010	0.068084	0.032596	0.065102	0.061434	0.285356	0.195629	0.059667	0.066779	0.062145	0.085250	0.289379	0.283596
-18	0.085795	0.061418	0.066589	0.059543	0.061558	0.063855	0.032960	0.067787	0.068125	0.032588	0.065210	0.061352	0.285719	0.194613	0.059246	0.066944	0.061988	0.085043	0.289627	0.283629
-17	0.085944	0.062417	0.067159	0.059824	0.061847	0.063508	0.032076	0.066432	0.067935	0.032316	0.065086	0.061476	0.286123	0.192985	0.059320	0.067588	0.062244	0.084829	0.289915	0.282357
-16	0.087084	0.060807	0.067489	0.060055	0.062186	0.063714	0.031721	0.066829	0.067423	0.031894	0.065532	0.062277	0.287528	0.192861	0.059171	0.067117	0.062293	0.084407	0.290717	0.282068
-15	0.086175	0.060930	0.068249	0.060460	0.061071	0.063499	0.031655	0.066564	0.067473	0.032233	0.065581	0.062260	0.287478	0.192968	0.059741	0.066498	0.062269	0.085341	0.291716	0.281902
-14	0.086167	0.059551	0.067126	0.060336	0.061178	0.062673	0.032250	0.066258	0.067456	0.032993	0.065317	0.062673	0.286066	0.193233	0.060096	0.067927	0.062599	0.085398	0.291997	0.282258
-13	0.085192	0.060360	0.067258	0.060493	0.061781	0.062343	0.032770	0.065912	0.067555	0.033282	0.064358	0.063186	0.284364	0.192754	0.059765	0.067547	0.062145	0.086051	0.291501	0.281853
-12	0.086183	0.061443	0.066440	0.059857	0.061806	0.063210	0.033613	0.065532	0.067572	0.032861	0.064028	0.062781	0.284224	0.193712	0.059319	0.067250	0.062706	0.085398	0.290757	0.281390
-11	0.086324	0.062442	0.067110	0.059196	0.061219	0.065053	0.033522	0.066358	0.067679	0.032530	0.064697	0.062046	0.285810	0.195802	0.059369	0.065333	0.061170	0.085952	0.290841	0.282696
-10	0.086522	0.063549	0.067093	0.059221	0.062136	0.065061	0.033423	0.066151	0.067060	0.032836	0.064251	0.060658	0.284926	0.195571	0.058923	0.064871	0.062103	0.086142	0.290808	0.282225
-9	0.086819	0.063020	0.066630	0.059658	0.062797	0.064581	0.032291	0.067233	0.066779	0.032291	0.064854	0.061360	0.285083	0.194018	0.058857	0.065474	0.062227	0.085126	0.290461	0.282415
-8	0.086605	0.063557	0.066333	0.060096	0.062781	0.063664	0.031985	0.066705	0.066820	0.032539	0.064169	0.061756	0.283927	0.192357	0.059196	0.066820	0.062789	0.084184	0.290080	0.281374
-7	0.087241	0.062805	0.066548	0.059716	0.061649	0.064342	0.032192	0.068027	0.066936	0.032315	0.063962	0.061599	0.284687	0.192811	0.059667	0.067291	0.061319	0.084391	0.291014	0.284051
-6	0.086448	0.062632	0.066647	0.058964	0.061467	0.065250	0.032324	0.066895	0.067473	0.032894	0.063285	0.061286	0.283852	0.193753	0.060435	0.067142	0.061558	0.085299	0.291146	0.284587
-5	0.086960	0.061591	0.066837	0.058733	0.061170	0.065705	0.033042	0.067762	0.066564	0.032291	0.063756	0.061442	0.284117	0.194794	0.060319	0.066366	0.061616	0.085844	0.291856	0.285677
-4	0.086827	0.061170	0.066300	0.058675	0.061600	0.065474	0.032687	0.066589	0.066349	0.032365	0.064359	0.062508	0.283836	0.194885	0.060402	0.067068	0.061682	0.085944	0.291848	0.285074
-3	0.086885	0.061748	0.067440	0.059394	0.060724	0.064846	0.033092	0.067845	0.065845	0.032439	0.064681	0.062260	0.284852	0.195059	0.059270	0.067225	0.061013	0.085291	0.290841	0.285207
-2	0.086448	0.061930	0.066928	0.059419	0.061616	0.064920	0.033018	0.067209	0.066754	0.033067	0.065300	0.061641	0.285430	0.196306	0.058973	0.067390	0.060749	0.084638	0.289478	0.284158
-1	0.085671	0.062558	0.066730	0.059576	0.061145	0.064978	0.033745	0.067242	0.067316	0.033720	0.065515	0.060856	0.285232	0.197958	0.058725	0.066614	0.061401	0.084209	0.288181	0.283043
0	0.085085	0.061575	0.066358	0.059328	0.061277	0.065730	0.033976	0.066672	0.066672	0.033976	0.065730	0.061277	0.283844	0.199412	0.059328	0.066358	0.061575	0.085085	0.288825	0.283844
1	0.084209	0.061401	0.066614	0.058725	0.060856	0.065515	0.033720	0.067316	0.067242	0.033745	0.064978	0.061145	0.283043	0.197958	0.059576	0.066730	0.062558	0.085671	0.288181	0.285232
2	0.084638	0.060749	0.067390	0.058973	0.061641	0.065300	0.033067	0.066754	0.067209	0.033018	0.064920	0.061616	0.284158	0.196306	0.059419	0.066928	0.061930	0.086448	0.289478	0.285430
3	0.085291	0.061013	0.067225	0.059270	0.062260	0.064681	0.032439	0.065845	0.067845	0.033092	0.064846	0.060724	0.285207	0.195059	0.059394	0.067440	0.061748	0.086885	0.290841	0.284852
4	0.085944	0.061682	0.067068	0.060402	0.062508	0.064359	0.032365	0.066349	0.066589	0.032687	0.065474	0.061600	0.285074	0.194885	0.058675	0.066300	0.061170	0.086827	0.291848	0.283836
5	0.085844	0.061616	0.066366	0.060319	0.061442	0.063756	0.032291	0.066564	0.067762	0.033042	0.065705	0.061170	0.285677	0.194794	0.058733	0.066837	0.061591	0.086960	0.291856	0.284117
6	0.085299	0.061558	0.067142	0.060435	0.061286	0.063285	0.032894	0.067473	0.066895	0.032324	0.065250	0.061467	0.284587	0.193753	0.058964	0.066647	0.062632	0.086448	0.291146	0.283852
7	0.084391	0.061319	0.067291	0.059667	0.061599	0.063962	0.032315	0.066936	0.068027	0.032192	0.064342	0.061649	0.284051	0.192811	0.059716	0.066548	0.062805	0.087241	0.291014	0.284687
8	0.084184	0.062789	0.066820	0.059196	0.061756	0.064169	0.032539	0.066820	0.066705	0.031985	0.063664	0.062781	0.281374	0.192357	0.060096	0.066333	0.063557	0.086605	0.290080	0.283927
9	0.085126	0.062227	0.065474	0.058857	0.061360	0.064854	0.032291	0.066779	0.067233	0.032291	0.064581	0.062797	0.282415	0.194018	0.059658	0.066630	0.063020	0.086819	0.290461	0.285083
10	0.086142	0.062103	0.064871	0.058923	0.060658	0.064251	0.032836	0.067060	0.066151	0.033423	0.065061	0.062136	0.282225	0.195571	0.059221	0.067093	0.063549	0.086522	0.290808	0.284926
11	0.085952	0.061170	0.065333	0.059369	0.062046	0.064697	0.032530	0.067679	0.066358	0.033522	0.065053	0.061219	0.282696	0.195802	0.059196	0.067110	0.062442	0.086324	0.290841	0.285810
12	0.085398	0.062706	0.067250	0.059319	0.062781	0.064028	0.032861	0.067572	0.065532	0.033613	0.063210	0.061806	0.281391	0.193712	0.059857	0.066440	0.061443	0.086183	0.290758	0.284224
13	0.086051	0.062145	0.067547	0.059765	0.063186	0.064358	0.033282	0.067555	0.065912	0.032770	0.062343	0.061781	0.281853	0.192754	0.060493	0.067258	0.060360	0.085192	0.291501	0.284364
14	0.085398	0.062599	0.067927	0.060096	0.062673	0.065317	0.032993	0.067456	0.066258	0.032250	0.062673	0.061178	0.282258	0.193233	0.060336	0.067126	0.059551	0.086167	0.291997	0.286066
15	0.085341	0.062269	0.066498	0.059741	0.062260	0.065581	0.032233	0.067473	0.066564	0.031655	0.063499	0.061071	0.281902	0.192969	0.060460	0.068249	0.060930	0.086175	0.291716	0.287478
16	0.084407	0.062293	0.067117	0.059171	0.062277	0.065532	0.031894	0.067423	0.066829	0.031721	0.063714	0.062186	0.282068	0.192861	0.060055	0.067489	0.060807	0.087084	0.290717	0.287528
17	0.084829	0.062244	0.067588	0.059320	0.061476	0.065086	0.032316	0.067935	0.066432	0.032076	0.063508	0.061847	0.282357	0.192985	0.059824	0.067159	0.062417	0.085944	0.289916	0.286123
18	0.085043	0.061988	0.066944	0.059246	0.061352	0.065210	0.032588	0.068125	0.067787	0.032960	0.063855	0.061558	0.283629	0.194613	0.059543	0.066589	0.061418	0.085795	0.289627	0.285719
19	0.085250	0.062145	0.066779	0.059667	0.061434	0.065102	0.032596	0.068084	0.067010	0.033373	0.064557	0.060352	0.283596	0.195629	0.059088	0.066795	0.062393	0.085374	0.289379	0.285356
20	0.084985	0.062285	0.065928	0.059022	0.061352	0.064978	0.032266	0.067159	0.067233	0.033422	0.064383	0.061641	0.282530	0.195050	0.059741	0.067440	0.063169	0.084994	0.288743	0.284571
21	0.084556	0.062169	0.065688	0.060228	0.061880	0.064177	0.032671	0.066473	0.066746	0.032828	0.064904	0.062401	0.281894	0.194579	0.059336	0.067192	0.063219	0.085531	0.289651	0.283373
22	0.085060	0.061938	0.065854	0.060625	0.061616	0.063814	0.032596	0.065879	0.067076	0.032820	0.064772	0.062054	0.282762	0.194001	0.060072	0.066531	0.063252	0.086043	0.291799	0.282266
23	0.085580	0.061765	0.066201	0.061096	0.062392	0.062566	0.033431	0.066300	0.067192	0.033125	0.064383	0.061831	0.283356	0.193505	0.059741	0.066110	0.061385	0.086902	0.293319	0.281878
24	0.085589	0.061054	0.067506	0.060856	0.061980	0.063078	0.032886	0.066870	0.066647	0.033993	0.063169	0.061376	0.282911	0.193126	0.060237	0.066729	0.062095	0.085935	0.292616	0.282613
25	0.084688	0.061087	0.066853	0.060583	0.061872	0.063111	0.032960	0.066994	0.066449	0.033984	0.063210	0.062409	0.281201	0.193266	0.060526	0.068026	0.061715	0.085530	0.291327	0.283662
26	0.085382	0.060451	0.066903	0.059898	0.061443	0.064557	0.032473	0.067514	0.065705	0.033364	0.063789	0.062640	0.281779	0.194183	0.060872	0.067704	0.062376	0.084927	0.291080	0.284703
27	0.086918	0.060666	0.066986	0.058766	0.061492	0.065325	0.033216	0.066738	0.066275	0.032761	0.064177	0.061748	0.284356	0.195480	0.059914	0.067489	0.061781	0.085745	0.291345	0.285298
28	0.088116	0.060360	0.068175	0.058832	0.061459	0.065961	0.032770	0.066936	0.066548	0.032547	0.064375	0.060798	0.287214	0.195653	0.058395	0.066556	0.061137	0.087034	0.292377	0.286487
29	0.087670	0.060319	0.068167	0.059551	0.061905	0.065102	0.032894	0.066795	0.067126	0.032993	0.063970	0.060873	0.286933	0.194959	0.058477	0.066787	0.061013	0.086357	0.292055	0.285042
30	0.087059	0.061079	0.068076	0.060121	0.062236	0.064400	0.032324	0.067324	0.066143	0.032952	0.063805	0.061352	0.285083	0.193481	0.059733	0.066886	0.061079	0.085432	0.292344	0.284042
31	0.086803	0.061476	0.067745	0.060253	0.062037	0.064036	0.032002	0.067184	0.066234	0.032844	0.062979	0.062087	0.283761	0.191862	0.060369	0.068134	0.061484	0.084333	0.291758	0.283687
32	0.086340	0.061409	0.067118	0.060129	0.062103	0.064210	0.032464	0.067266	0.066895	0.032233	0.063648	0.062566	0.284001	0.192556	0.060179	0.068737	0.060641	0.084060	0.290708	0.284273
33	0.085646	0.061699	0.066985	0.059980	0.062244	0.065036	0.032729	0.066515	0.067324	0.032456	0.064359	0.062632	0.284315	0.194580	0.059708	0.068332	0.060517	0.083837	0.289172	0.283720
34	0.086034	0.061335	0.066647	0.059691	0.062616	0.065449	0.033447	0.066597	0.067498	0.031919	0.065424	0.061897	0.285603	0.196240	0.059369	0.067985	0.060493	0.083598	0.288693	0.283629
35	0.087588	0.061666	0.067225	0.060278	0.061980	0.065548	0.032976	0.065623	0.066035	0.032563	0.065350	0.061269	0.286198	0.196438	0.059287	0.067308	0.061030	0.084275	0.291428	0.282754
36	0.089190	0.060897	0.065622	0.060914	0.062136	0.065168	0.033571	0.065523	0.066424	0.032340	0.065391	0.061294	0.286627	0.196471	0.059956	0.066374	0.061120	0.084077	0.294137	0.281143
37	0.088703	0.061715	0.066399	0.060699	0.062070	0.065036	0.033513	0.065019	0.065796	0.033488	0.064739	0.061343	0.285636	0.196776	0.060773	0.065730	0.060831	0.084143	0.294318	0.279929
38	0.087249	0.062021	0.066424	0.059947	0.062880	0.065688	0.033166	0.065548	0.066696	0.032745	0.065342	0.060897	0.285710	0.196941	0.060286	0.065746	0.061327	0.084035	0.291518	0.281019
39	0.086241	0.062492	0.068365	0.059675	0.061798	0.065259	0.031968	0.066812	0.066630	0.033579	0.064937	0.060930	0.286173	0.195743	0.059014	0.067316	0.060963	0.084019	0.288949	0.283406
40	0.086547	0.061773	0.068332	0.059666	0.062186	0.064862	0.032142	0.068489	0.066729	0.032745	0.064342	0.061442	0.285950	0.194091	0.059229	0.066828	0.060608	0.084077	0.289519	0.284257
41	0.086695	0.062475	0.068208	0.059914	0.061599	0.063813	0.032266	0.067704	0.067572	0.032985	0.063177	0.060790	0.285653	0.192241	0.059625	0.067349	0.060650	0.085176	0.291410	0.284042
42	0.087315	0.062673	0.067324	0.059096	0.062269	0.063442	0.033043	0.067043	0.067399	0.032712	0.063590	0.060517	0.285628	0.192787	0.060088	0.065688	0.060955	0.086844	0.293343	0.283018
43	0.087554	0.062442	0.066911	0.059485	0.061938	0.064441	0.032976	0.065176	0.068192	0.032902	0.064755	0.060187	0.287412	0.195075	0.059444	0.066101	0.061195	0.086299	0.292782	0.282018
44	0.088290	0.062235	0.067184	0.059039	0.062607	0.064416	0.033736	0.065416	0.067357	0.033001	0.065201	0.060691	0.288032	0.196355	0.059345	0.065399	0.060641	0.085440	0.292112	0.280672
45	0.087323	0.062227	0.067060	0.059799	0.063045	0.065391	0.033505	0.064862	0.067770	0.033042	0.063946	0.060517	0.286099	0.195884	0.059683	0.066498	0.060616	0.084713	0.291518	0.281465
46	0.087150	0.063772	0.066994	0.059113	0.062781	0.064582	0.033555	0.066688	0.067465	0.033299	0.062624	0.060443	0.284232	0.194059	0.060104	0.066003	0.060402	0.085027	0.291394	0.282299
47	0.087249	0.063805	0.066919	0.058692	0.062525	0.065135	0.032522	0.066027	0.066639	0.033679	0.062583	0.061178	0.283390	0.193919	0.060815	0.065970	0.061492	0.084771	0.291527	0.281903
48	0.087794	0.063566	0.067159	0.058320	0.062104	0.064524	0.032489	0.067704	0.066589	0.033530	0.063557	0.062070	0.285100	0.194101	0.060451	0.065135	0.060864	0.084143	0.290709	0.281507
49	0.087497	0.062739	0.067283	0.058725	0.063277	0.064276	0.032563	0.066060	0.066283	0.033109	0.064342	0.061864	0.285405	0.194291	0.060220	0.065970	0.061451	0.084341	0.290783	0.280648
50	0.086604	0.062376	0.067523	0.059576	0.063549	0.064763	0.033241	0.066663	0.066597	0.032853	0.063954	0.061327	0.284679	0.194811	0.058931	0.066581	0.060724	0.084738	0.289849	0.282746
51	0.085935	0.063268	0.067688	0.059691	0.063995	0.065094	0.032919	0.065870	0.066019	0.032910	0.064028	0.060534	0.283671	0.194952	0.059270	0.067118	0.059906	0.085754	0.290650	0.283836
52	0.086249	0.063384	0.067324	0.058948	0.063533	0.065556	0.032555	0.066201	0.065705	0.033423	0.063755	0.061211	0.283035	0.195290	0.059501	0.066391	0.059923	0.086340	0.291039	0.284488
53	0.086191	0.063161	0.066928	0.059055	0.062740	0.063863	0.032696	0.067167	0.066011	0.033332	0.064532	0.061682	0.283662	0.194423	0.059931	0.066069	0.059601	0.087042	0.292220	0.284142
54	0.086695	0.061955	0.067473	0.058651	0.061872	0.062797	0.033340	0.067035	0.066283	0.033299	0.063846	0.061889	0.284298	0.193283	0.059295	0.065970	0.061980	0.087621	0.292261	0.283423
55	0.086043	0.061856	0.067696	0.058634	0.061087	0.062401	0.033332	0.067465	0.066597	0.032836	0.064524	0.061757	0.284860	0.193092	0.059989	0.067423	0.061715	0.086646	0.291312	0.283935
56	0.086340	0.062285	0.067258	0.058378	0.060930	0.063838	0.033001	0.067101	0.066737	0.032951	0.063310	0.061600	0.283645	0.193100	0.060137	0.067126	0.062566	0.086439	0.291295	0.284505
57	0.086687	0.062831	0.066349	0.059419	0.061632	0.064970	0.032580	0.067291	0.066919	0.032481	0.063433	0.061088	0.283389	0.193464	0.060294	0.067308	0.062079	0.084638	0.291038	0.284207
58	0.087125	0.063268	0.065870	0.059650	0.062491	0.065606	0.032059	0.067473	0.067332	0.033389	0.062748	0.060336	0.283075	0.193802	0.059815	0.065912	0.062789	0.084134	0.290724	0.283125
59	0.087315	0.063235	0.065821	0.059898	0.063252	0.065267	0.032175	0.067382	0.067597	0.033257	0.063020	0.060311	0.283753	0.193720	0.059733	0.066217	0.062277	0.083242	0.290188	0.282109
60	0.087208	0.063053	0.068167	0.059138	0.063450	0.064714	0.031927	0.067407	0.067316	0.033546	0.062624	0.060517	0.285314	0.192811	0.059799	0.065515	0.061186	0.084432	0.290577	0.282068
61	0.087571	0.063186	0.068258	0.059204	0.063004	0.064425	0.032051	0.066944	0.068150	0.032737	0.062830	0.060914	0.286809	0.192044	0.059312	0.065647	0.060716	0.085052	0.291139	0.282068
62	0.087959	0.062236	0.069042	0.058907	0.062673	0.064631	0.032101	0.066870	0.067688	0.032968	0.063450	0.060303	0.288139	0.193151	0.059022	0.065201	0.061253	0.085696	0.291585	0.282398
63	0.087761	0.061905	0.067209	0.059221	0.062682	0.064821	0.032795	0.066349	0.068076	0.032646	0.064367	0.060716	0.287412	0.194630	0.058799	0.065688	0.061038	0.085927	0.291708	0.282786
64	0.088166	0.062227	0.066994	0.059882	0.063301	0.065209	0.033472	0.065432	0.066936	0.032786	0.063467	0.060509	0.285562	0.194935	0.058485	0.066209	0.060873	0.086051	0.292584	0.282902
65	0.088769	0.063119	0.067349	0.059088	0.064449	0.065523	0.032960	0.065532	0.066647	0.032861	0.062219	0.060922	0.284984	0.193563	0.058163	0.065953	0.060716	0.085729	0.291749	0.282737
66	0.088447	0.064061	0.067539	0.058799	0.063673	0.065837	0.032745	0.065399	0.067390	0.033240	0.061641	0.061071	0.285017	0.193464	0.057957	0.066341	0.060972	0.084886	0.290089	0.282464
