AA.f	AA.r	AC.f	AC.r	AG.f	AG.r	AT.f	AT.r	CA.f	CA.r	CC.f	CC.r	CG.f	CG.r	CT.f	CT.r	GA.f	GA.r	GC.f	GC.r	GG.f	GG.r	GT.f	GT.r	TA.f	TA.r	TC.f	TC.r	TG.f	TG.r	TT.f	TT.r
0.087728	0.087431	0.051992	0.076180	0.072165	0.058535	0.064929	0.059179	0.073206	0.048573	0.060071	0.062996	0.013729	0.048820	0.074494	0.059972	0.059972	0.074494	0.048820	0.013729	0.062996	0.060071	0.048573	0.073206	0.059179	0.064929	0.058535	0.072165	0.076180	0.051992	0.087431	0.087728
0.084804	0.088769	0.051695	0.072264	0.074990	0.059873	0.068596	0.054520	0.069489	0.054570	0.060170	0.062698	0.014572	0.045351	0.075188	0.062450	0.062450	0.075188	0.045351	0.014572	0.062698	0.060170	0.054570	0.069489	0.054520	0.068596	0.059873	0.074990	0.072264	0.051695	0.088769	0.084804
0.085398	0.092883	0.050902	0.075486	0.071322	0.060220	0.063640	0.058535	0.071322	0.050654	0.058832	0.063095	0.013729	0.047928	0.073206	0.062847	0.062847	0.073206	0.047928	0.013729	0.063095	0.058832	0.050654	0.071322	0.058535	0.063640	0.060220	0.071322	0.075486	0.050902	0.092883	0.085398
0.088273	0.090900	0.050952	0.073107	0.071868	0.059377	0.067010	0.056998	0.073008	0.050059	0.059229	0.063144	0.014274	0.049167	0.071372	0.061261	0.061261	0.071372	0.049167	0.014274	0.063144	0.059229	0.050059	0.073008	0.056998	0.067010	0.059377	0.071868	0.073107	0.050952	0.090900	0.088273
0.083218	0.089165	0.050753	0.074792	0.076279	0.062153	0.069290	0.053232	0.072215	0.052141	0.061410	0.061112	0.014770	0.047284	0.070331	0.061856	0.061856	0.070331	0.047284	0.014770	0.061112	0.061410	0.052141	0.072215	0.053232	0.069290	0.062153	0.076279	0.074792	0.050753	0.089165	0.083218
0.085002	0.089116	0.052439	0.073503	0.068993	0.062302	0.064086	0.056007	0.070926	0.051447	0.060319	0.061806	0.015266	0.051596	0.075089	0.062103	0.062103	0.075089	0.051596	0.015266	0.061806	0.060319	0.051447	0.070926	0.056007	0.064086	0.062302	0.068993	0.073503	0.052439	0.089116	0.085002
0.084556	0.086687	0.050307	0.074197	0.074742	0.063194	0.064433	0.055660	0.074395	0.049564	0.062897	0.062054	0.013333	0.049564	0.076031	0.058386	0.058386	0.076031	0.049564	0.013333	0.062054	0.062897	0.049564	0.074395	0.055660	0.064433	0.063194	0.074742	0.074197	0.050307	0.086687	0.084556
0.086687	0.090553	0.047730	0.073454	0.071868	0.059328	0.066713	0.053380	0.072958	0.051150	0.064036	0.063789	0.014324	0.048820	0.074643	0.060567	0.060567	0.074643	0.048820	0.014324	0.063789	0.064036	0.051150	0.072958	0.053380	0.066713	0.059328	0.071868	0.073454	0.047730	0.090553	0.086687
0.083713	0.087133	0.047978	0.077667	0.075833	0.060468	0.066069	0.057791	0.071075	0.052637	0.062004	0.063392	0.014473	0.048523	0.072363	0.058882	0.058882	0.072363	0.048523	0.014473	0.063392	0.062004	0.052637	0.071075	0.057791	0.066069	0.060468	0.075833	0.077667	0.047978	0.087133	0.083713
0.085845	0.086588	0.049613	0.073553	0.073404	0.060617	0.062599	0.057444	0.071421	0.053182	0.060815	0.066366	0.012936	0.050605	0.073801	0.061211	0.061211	0.073801	0.050605	0.012936	0.066366	0.060815	0.053182	0.071421	0.057444	0.062599	0.060617	0.073404	0.073553	0.049613	0.086588	0.085845
0.085696	0.086588	0.049960	0.073949	0.075040	0.062897	0.065226	0.052736	0.070827	0.054768	0.064185	0.062054	0.013729	0.049861	0.072908	0.059576	0.059576	0.072908	0.049861	0.013729	0.062054	0.064185	0.054768	0.070827	0.052736	0.065226	0.062897	0.075040	0.073949	0.049960	0.086588	0.085696
0.085597	0.086885	0.048275	0.073850	0.070777	0.060666	0.064185	0.058089	0.073454	0.050109	0.062302	0.061608	0.015960	0.052439	0.075188	0.060617	0.060617	0.075188	0.052439	0.015960	0.061608	0.062302	0.050109	0.073454	0.058089	0.064185	0.060666	0.070777	0.073850	0.048275	0.086885	0.085597
0.085944	0.090454	0.051893	0.073206	0.072215	0.059377	0.067704	0.053331	0.072363	0.054372	0.063987	0.062599	0.014671	0.047135	0.072661	0.058089	0.058089	0.072661	0.047135	0.014671	0.062599	0.063987	0.054372	0.072363	0.053331	0.067704	0.059377	0.072215	0.073206	0.051893	0.090454	0.085944
0.085052	0.088967	0.048325	0.078509	0.073701	0.061013	0.062649	0.056701	0.073652	0.049564	0.059130	0.063442	0.016158	0.048523	0.073454	0.061162	0.061162	0.073454	0.048523	0.016158	0.063442	0.059130	0.049564	0.073652	0.056701	0.062649	0.061013	0.073701	0.078509	0.048325	0.088967	0.085052
0.086737	0.088620	0.051100	0.072512	0.072661	0.059278	0.066069	0.054223	0.069984	0.055958	0.060418	0.066911	0.013680	0.049415	0.072908	0.059526	0.059526	0.072908	0.049415	0.013680	0.066911	0.060418	0.055958	0.069984	0.054223	0.066069	0.059278	0.072661	0.072512	0.051100	0.088620	0.086737
0.084060	0.090702	0.047185	0.077220	0.074247	0.060765	0.064978	0.054867	0.069241	0.051348	0.061707	0.063045	0.013283	0.053182	0.075981	0.058188	0.058188	0.075981	0.053182	0.013283	0.063045	0.061707	0.051348	0.069241	0.054867	0.064978	0.060765	0.074247	0.077220	0.047185	0.090702	0.084060
0.083416	0.091544	0.047978	0.071570	0.071421	0.062946	0.063541	0.056949	0.070182	0.051992	0.062649	0.065523	0.015513	0.050753	0.074494	0.059526	0.059526	0.074494	0.050753	0.015513	0.065523	0.062649	0.051992	0.070182	0.056949	0.063541	0.062946	0.071421	0.071570	0.047978	0.091544	0.083416
0.089512	0.092090	0.048126	0.076675	0.068002	0.058039	0.064433	0.054768	0.069687	0.052092	0.064483	0.063343	0.015018	0.051150	0.075139	0.057444	0.057444	0.075139	0.051150	0.015018	0.063343	0.064483	0.052092	0.069687	0.054768	0.064433	0.058039	0.068002	0.076675	0.048126	0.092090	0.089512
0.083862	0.089165	0.046640	0.076229	0.075089	0.061211	0.065821	0.057147	0.068596	0.053132	0.061310	0.062550	0.014919	0.049613	0.076973	0.057742	0.057742	0.076973	0.049613	0.014919	0.062550	0.061310	0.053132	0.068596	0.057147	0.065821	0.061211	0.075089	0.076229	0.046640	0.089165	0.083862
0.082722	0.089512	0.047532	0.073404	0.069389	0.064383	0.067704	0.057791	0.069736	0.051398	0.060022	0.066069	0.014076	0.049713	0.074941	0.061608	0.061608	0.074941	0.049713	0.014076	0.066069	0.060022	0.051398	0.069736	0.057791	0.067704	0.064383	0.069389	0.073404	0.047532	0.089512	0.082722
0.082177	0.087926	0.050208	0.073454	0.075684	0.064929	0.063789	0.057246	0.069835	0.049613	0.062004	0.065077	0.014869	0.047829	0.074941	0.060418	0.060418	0.074941	0.047829	0.014869	0.065077	0.062004	0.049613	0.069835	0.057246	0.063789	0.064929	0.075684	0.073454	0.050208	0.087926	0.082177
0.084754	0.085646	0.049118	0.075337	0.073305	0.057593	0.062500	0.057692	0.070827	0.053579	0.066168	0.066316	0.012738	0.048126	0.075238	0.061063	0.061063	0.075238	0.048126	0.012738	0.066316	0.066168	0.053579	0.070827	0.057692	0.062500	0.057593	0.073305	0.075337	0.049118	0.085646	0.084754
0.085993	0.088075	0.050753	0.075684	0.074296	0.060864	0.063293	0.052339	0.070381	0.053232	0.064235	0.064730	0.015117	0.049415	0.071273	0.060319	0.060319	0.071273	0.049415	0.015117	0.064730	0.064235	0.053232	0.070381	0.052339	0.063293	0.060864	0.074296	0.075684	0.050753	0.088075	0.085993
0.083317	0.091445	0.049812	0.073701	0.069786	0.055214	0.066118	0.055511	0.072462	0.054768	0.064086	0.065821	0.015067	0.053331	0.073652	0.055908	0.055908	0.073652	0.053331	0.015067	0.065821	0.064086	0.054768	0.072462	0.055511	0.066118	0.055214	0.069786	0.073701	0.049812	0.091445	0.083317
0.082326	0.090652	0.048374	0.074941	0.071620	0.061707	0.064879	0.058684	0.074197	0.050456	0.062946	0.064136	0.013828	0.049316	0.071471	0.060468	0.060468	0.071471	0.049316	0.013828	0.064136	0.062946	0.050456	0.074197	0.058684	0.064879	0.061707	0.071620	0.074941	0.048374	0.090652	0.082326
0.084605	0.090157	0.050803	0.071669	0.076923	0.061013	0.063343	0.054619	0.070876	0.051596	0.065226	0.064433	0.014820	0.048920	0.071421	0.059576	0.059576	0.071421	0.048920	0.014820	0.064433	0.065226	0.051596	0.070876	0.054619	0.063343	0.061013	0.076923	0.071669	0.050803	0.090157	0.084605
0.080640	0.083961	0.050506	0.074792	0.075287	0.062450	0.063243	0.055313	0.072462	0.053529	0.064334	0.065424	0.014968	0.051249	0.074197	0.057643	0.057643	0.074197	0.051249	0.014968	0.065424	0.064334	0.053529	0.072462	0.055313	0.063243	0.062450	0.075287	0.074792	0.050506	0.083961	0.080640
0.081533	0.087331	0.046491	0.070529	0.073008	0.059427	0.065028	0.057643	0.074494	0.052686	0.063987	0.064235	0.014027	0.051100	0.076031	0.062450	0.062450	0.076031	0.051100	0.014027	0.064235	0.063987	0.052686	0.074494	0.057643	0.065028	0.059427	0.073008	0.070529	0.046491	0.087331	0.081533
0.085597	0.088471	0.049861	0.074841	0.075139	0.059972	0.065523	0.057791	0.074197	0.052488	0.058287	0.062252	0.014820	0.046293	0.073701	0.060765	0.060765	0.073701	0.046293	0.014820	0.062252	0.058287	0.052488	0.074197	0.057791	0.065523	0.059972	0.075139	0.074841	0.049861	0.088471	0.085597
0.083019	0.086390	0.051992	0.076774	0.075932	0.062103	0.067407	0.054917	0.071521	0.054917	0.058783	0.064631	0.014324	0.049812	0.069786	0.057692	0.057692	0.069786	0.049812	0.014324	0.064631	0.058783	0.054917	0.071521	0.054917	0.067407	0.062103	0.075932	0.076774	0.051992	0.086390	0.083019
0.083664	0.087926	0.047482	0.072215	0.071174	0.060170	0.064830	0.058188	0.072462	0.054025	0.063194	0.066267	0.013630	0.049217	0.073404	0.062153	0.062153	0.073404	0.049217	0.013630	0.066267	0.063194	0.054025	0.072462	0.058188	0.064830	0.060170	0.071174	0.072215	0.047482	0.087926	0.083664
0.091594	0.089512	0.048771	0.071620	0.073454	0.062847	0.062649	0.056205	0.069340	0.050307	0.063491	0.065573	0.015266	0.047086	0.071967	0.060319	0.060319	0.071967	0.047086	0.015266	0.065573	0.063491	0.050307	0.069340	0.056205	0.062649	0.062847	0.073454	0.071620	0.048771	0.089512	0.091594
0.088125	0.089264	0.052092	0.069637	0.075188	0.061509	0.062054	0.054025	0.069489	0.050456	0.061310	0.065623	0.015860	0.050753	0.075535	0.059080	0.059080	0.075535	0.050753	0.015860	0.065623	0.061310	0.050456	0.069489	0.054025	0.062054	0.061509	0.075188	0.069637	0.052092	0.089264	0.088125
0.087480	0.090305	0.050456	0.071174	0.070331	0.060270	0.062450	0.055561	0.074594	0.050555	0.065523	0.064879	0.014621	0.049812	0.070926	0.061063	0.061063	0.070926	0.049812	0.014621	0.064879	0.065523	0.050555	0.074594	0.055561	0.062450	0.060270	0.070331	0.071174	0.050456	0.090305	0.087480
0.086241	0.086538	0.051199	0.071421	0.075387	0.060964	0.065870	0.055313	0.073107	0.050456	0.065226	0.060567	0.015513	0.050159	0.072215	0.059824	0.059824	0.072215	0.050159	0.015513	0.060567	0.065226	0.050456	0.073107	0.055313	0.065870	0.060964	0.075387	0.071421	0.051199	0.086538	0.086241
0.084407	0.086291	0.050605	0.069885	0.074792	0.063144	0.064681	0.055759	0.075188	0.051646	0.061360	0.063937	0.016554	0.048672	0.074445	0.058634	0.058634	0.074445	0.048672	0.016554	0.063937	0.061360	0.051646	0.075188	0.055759	0.064681	0.063144	0.074792	0.069885	0.050605	0.086291	0.084407
0.085200	0.088075	0.049564	0.072215	0.074098	0.061459	0.065127	0.055313	0.073751	0.051992	0.060666	0.062500	0.014671	0.051695	0.074693	0.058981	0.058981	0.074693	0.051695	0.014671	0.062500	0.060666	0.051992	0.073751	0.055313	0.065127	0.061459	0.074098	0.072215	0.049564	0.088075	0.085200
0.084605	0.088075	0.052538	0.073255	0.069241	0.062401	0.066862	0.056156	0.072561	0.049564	0.062847	0.061806	0.015613	0.050059	0.072363	0.062054	0.062054	0.072363	0.050059	0.015613	0.061806	0.062847	0.049564	0.072561	0.056156	0.066862	0.062401	0.069241	0.073255	0.052538	0.088075	0.084605
0.088521	0.086538	0.049812	0.074445	0.074048	0.059130	0.062996	0.056751	0.074941	0.051249	0.065077	0.058238	0.013927	0.050753	0.073900	0.059675	0.059675	0.073900	0.050753	0.013927	0.058238	0.065077	0.051249	0.074941	0.056751	0.062996	0.059130	0.074048	0.074445	0.049812	0.086538	0.088521
0.083168	0.086538	0.053430	0.075089	0.076923	0.058287	0.066366	0.054768	0.073701	0.050704	0.062649	0.063789	0.014671	0.047680	0.073751	0.058485	0.058485	0.073751	0.047680	0.014671	0.063789	0.062649	0.050704	0.073701	0.054768	0.066366	0.058287	0.076923	0.075089	0.053430	0.086538	0.083168
0.082078	0.085151	0.053232	0.075188	0.073008	0.059278	0.061806	0.057742	0.069637	0.053529	0.065325	0.065573	0.013927	0.049911	0.073156	0.061459	0.061459	0.073156	0.049911	0.013927	0.065573	0.065325	0.053529	0.069637	0.057742	0.061806	0.059278	0.073008	0.075188	0.053232	0.085151	0.082078
0.084754	0.089413	0.048870	0.076180	0.073801	0.056205	0.063491	0.051844	0.072215	0.052042	0.063590	0.065474	0.014968	0.049415	0.076973	0.060765	0.060765	0.076973	0.049415	0.014968	0.065474	0.063590	0.052042	0.072215	0.051844	0.063491	0.056205	0.073801	0.076180	0.048870	0.089413	0.084754
0.083218	0.087976	0.051497	0.076031	0.072809	0.062748	0.062054	0.055165	0.069935	0.052290	0.062401	0.067258	0.014572	0.049960	0.071174	0.060914	0.060914	0.071174	0.049960	0.014572	0.067258	0.062401	0.052290	0.069935	0.055165	0.062054	0.062748	0.072809	0.076031	0.051497	0.087976	0.083218
0.086687	0.086489	0.048424	0.072859	0.070430	0.059625	0.063690	0.054520	0.076130	0.053182	0.061757	0.066118	0.015266	0.050456	0.073454	0.060914	0.060914	0.073454	0.050456	0.015266	0.066118	0.061757	0.053182	0.076130	0.054520	0.063690	0.059625	0.070430	0.072859	0.048424	0.086489	0.086687
0.083862	0.085052	0.052191	0.076031	0.076328	0.060517	0.065870	0.055214	0.072611	0.053232	0.062599	0.062401	0.014423	0.048275	0.070628	0.060765	0.060765	0.070628	0.048275	0.014423	0.062401	0.062599	0.053232	0.072611	0.055214	0.065870	0.060517	0.076328	0.076031	0.052191	0.085052	0.083862
0.085052	0.085151	0.046937	0.073255	0.075535	0.060864	0.064929	0.055511	0.069241	0.052934	0.064780	0.070034	0.014423	0.046540	0.075139	0.059675	0.059675	0.075139	0.046540	0.014423	0.070034	0.064780	0.052934	0.069241	0.055511	0.064929	0.060864	0.075535	0.073255	0.046937	0.085151	0.085052
0.082326	0.091346	0.049316	0.072710	0.073008	0.058584	0.064830	0.055511	0.071174	0.052389	0.060170	0.065771	0.014374	0.051943	0.073404	0.063144	0.063144	0.073404	0.051943	0.014374	0.065771	0.060170	0.052389	0.071174	0.055511	0.064830	0.058584	0.073008	0.072710	0.049316	0.091346	0.082326
0.084506	0.085547	0.050952	0.077171	0.069984	0.063045	0.066713	0.056205	0.072958	0.050952	0.060022	0.063590	0.015712	0.051943	0.071322	0.059377	0.059377	0.071322	0.051943	0.015712	0.063590	0.060022	0.050952	0.072958	0.056205	0.066713	0.063045	0.069984	0.077171	0.050952	0.085547	0.084506
0.086241	0.086043	0.050010	0.072958	0.073454	0.060022	0.063343	0.055511	0.073305	0.053727	0.065573	0.064036	0.014076	0.048176	0.073008	0.060517	0.060517	0.073008	0.048176	0.014076	0.064036	0.065573	0.053727	0.073305	0.055511	0.063343	0.060022	0.073454	0.072958	0.050010	0.086043	0.086241
