AA.f	AA.r	AC.f	AC.r	AG.f	AG.r	AT.f	AT.r	CA.f	CA.r	CC.f	CC.r	CG.f	CG.r	CT.f	CT.r	GA.f	GA.r	GC.f	GC.r	GG.f	GG.r	GT.f	GT.r	TA.f	TA.r	TC.f	TC.r	TG.f	TG.r	TT.f	TT.r
0.079455	0.079157	0.053333	0.076629	0.075242	0.060917	0.061760	0.051846	0.072912	0.050359	0.066419	0.067113	0.014275	0.052788	0.075390	0.062404	0.062404	0.075390	0.052788	0.014275	0.067113	0.066419	0.050359	0.072912	0.051846	0.061760	0.060917	0.075242	0.076629	0.053333	0.079157	0.079455
0.076035	0.081983	0.053928	0.075836	0.074895	0.060025	0.061760	0.048823	0.075291	0.049963	0.069888	0.067014	0.014325	0.054523	0.073953	0.061760	0.061760	0.073953	0.054523	0.014325	0.067014	0.069888	0.049963	0.075291	0.048823	0.061760	0.060025	0.074895	0.075836	0.053928	0.081983	0.076035
0.077869	0.080496	0.051053	0.072912	0.072962	0.062751	0.060025	0.051499	0.075886	0.051747	0.069046	0.066815	0.013482	0.051053	0.079950	0.062454	0.062454	0.079950	0.051053	0.013482	0.066815	0.069046	0.051747	0.075886	0.051499	0.060025	0.062751	0.072962	0.072912	0.051053	0.080496	0.077869
0.079455	0.086394	0.049765	0.072218	0.080496	0.062354	0.057993	0.051252	0.074944	0.050260	0.067955	0.063346	0.013432	0.051945	0.077571	0.060620	0.060620	0.077571	0.051945	0.013432	0.063346	0.067955	0.050260	0.074944	0.051252	0.057993	0.062354	0.080496	0.072218	0.049765	0.086394	0.079455
0.078612	0.085006	0.051450	0.077175	0.072615	0.061214	0.063594	0.048823	0.074895	0.051846	0.064684	0.065774	0.014919	0.048773	0.077522	0.063098	0.063098	0.077522	0.048773	0.014919	0.065774	0.064684	0.051846	0.074895	0.048823	0.063594	0.061214	0.072615	0.077175	0.051450	0.085006	0.078612
0.078216	0.082032	0.051450	0.076283	0.075985	0.064684	0.059777	0.054969	0.073110	0.052045	0.062800	0.066716	0.014077	0.049715	0.076134	0.062007	0.062007	0.076134	0.049715	0.014077	0.066716	0.062800	0.052045	0.073110	0.054969	0.059777	0.064684	0.075985	0.076283	0.051450	0.082032	0.078216
0.083470	0.081933	0.053383	0.073408	0.071722	0.063643	0.059727	0.051004	0.074399	0.052045	0.068501	0.066617	0.012986	0.053333	0.072763	0.061066	0.061066	0.072763	0.053333	0.012986	0.066617	0.068501	0.052045	0.074399	0.051004	0.059727	0.063643	0.071722	0.073408	0.053383	0.081933	0.083470
0.077918	0.080644	0.050805	0.074696	0.076183	0.058934	0.065031	0.052193	0.079108	0.051103	0.067608	0.063346	0.014969	0.049269	0.077175	0.061016	0.061016	0.077175	0.049269	0.014969	0.063346	0.067608	0.051103	0.079108	0.052193	0.065031	0.058934	0.076183	0.074696	0.050805	0.080644	0.077918
0.079901	0.084213	0.053333	0.076283	0.076035	0.062454	0.060967	0.051004	0.075836	0.051945	0.062156	0.065130	0.014374	0.052937	0.074250	0.059182	0.059182	0.074250	0.052937	0.014374	0.065130	0.062156	0.051945	0.075836	0.051004	0.060967	0.062454	0.076035	0.076283	0.053333	0.084213	0.079901
0.080942	0.080793	0.049765	0.075539	0.076481	0.064833	0.058736	0.050211	0.074845	0.052788	0.063990	0.065279	0.013879	0.050260	0.078166	0.063494	0.063494	0.078166	0.050260	0.013879	0.065279	0.063990	0.052788	0.074845	0.050211	0.058736	0.064833	0.076481	0.075539	0.049765	0.080793	0.080942
0.082230	0.083916	0.050260	0.072020	0.075043	0.064734	0.061958	0.049814	0.074102	0.050607	0.066766	0.067955	0.014077	0.051499	0.073903	0.061115	0.061115	0.073903	0.051499	0.014077	0.067955	0.066766	0.050607	0.074102	0.049814	0.061958	0.064734	0.075043	0.072020	0.050260	0.083916	0.082230
0.079603	0.079108	0.052392	0.078662	0.074647	0.061809	0.060620	0.050805	0.074548	0.051747	0.069641	0.065031	0.013779	0.053135	0.075291	0.059182	0.059182	0.075291	0.053135	0.013779	0.065031	0.069641	0.051747	0.074548	0.050805	0.060620	0.061809	0.074647	0.078662	0.052392	0.079108	0.079603
0.077869	0.082429	0.049864	0.071822	0.075291	0.063841	0.061115	0.048674	0.076778	0.054969	0.064981	0.064833	0.014126	0.051450	0.081090	0.060867	0.060867	0.081090	0.051450	0.014126	0.064833	0.064981	0.054969	0.076778	0.048674	0.061115	0.063841	0.075291	0.071822	0.049864	0.082429	0.077869
0.076183	0.083073	0.051103	0.080644	0.077968	0.061314	0.058934	0.054572	0.079455	0.050359	0.063941	0.064932	0.012094	0.050805	0.074647	0.059975	0.059975	0.074647	0.050805	0.012094	0.064932	0.063941	0.050359	0.079455	0.054572	0.058934	0.061314	0.077968	0.080644	0.051103	0.083073	0.076183
0.080446	0.082379	0.050310	0.075242	0.075341	0.060372	0.064089	0.049021	0.076431	0.051896	0.066518	0.066865	0.012788	0.052342	0.071425	0.064535	0.064535	0.071425	0.052342	0.012788	0.066865	0.066518	0.051896	0.076431	0.049021	0.064089	0.060372	0.075341	0.075242	0.050310	0.082379	0.080446
0.080743	0.081537	0.050706	0.077026	0.075936	0.059380	0.063048	0.051846	0.073209	0.050706	0.066270	0.066320	0.014176	0.050112	0.075886	0.063098	0.063098	0.075886	0.050112	0.014176	0.066320	0.066270	0.050706	0.073209	0.051846	0.063048	0.059380	0.075936	0.077026	0.050706	0.081537	0.080743
0.080496	0.085056	0.052788	0.075440	0.073061	0.060620	0.062553	0.050062	0.072169	0.050657	0.063296	0.067261	0.014424	0.053631	0.076580	0.061908	0.061908	0.076580	0.053631	0.014424	0.067261	0.063296	0.050657	0.072169	0.050062	0.062553	0.060620	0.073061	0.075440	0.052788	0.085056	0.080496
0.078860	0.083123	0.052887	0.077770	0.072862	0.061264	0.060025	0.052689	0.073160	0.052590	0.064783	0.064634	0.014622	0.052689	0.077770	0.060273	0.060273	0.077770	0.052689	0.014622	0.064634	0.064783	0.052590	0.073160	0.052689	0.060025	0.061264	0.072862	0.077770	0.052887	0.083123	0.078860
0.081884	0.081933	0.051152	0.076927	0.071921	0.064486	0.060025	0.050161	0.072714	0.050558	0.066617	0.066419	0.015118	0.049566	0.077175	0.063346	0.063346	0.077175	0.049566	0.015118	0.066419	0.066617	0.050558	0.072714	0.050161	0.060025	0.064486	0.071921	0.076927	0.051152	0.081933	0.081884
0.084907	0.079802	0.050012	0.075787	0.076382	0.060669	0.056803	0.053432	0.074944	0.052887	0.063445	0.065378	0.013879	0.050558	0.079554	0.061561	0.061561	0.079554	0.050558	0.013879	0.065378	0.063445	0.052887	0.074944	0.053432	0.056803	0.060669	0.076382	0.075787	0.050012	0.079802	0.084907
0.082230	0.080397	0.053730	0.075936	0.077621	0.060421	0.061264	0.052292	0.072119	0.050161	0.063891	0.064089	0.015217	0.052342	0.073457	0.064833	0.064833	0.073457	0.052342	0.015217	0.064089	0.063891	0.050161	0.072119	0.052292	0.061264	0.060421	0.077621	0.075936	0.053730	0.080397	0.082230
0.081784	0.078761	0.049715	0.074300	0.077968	0.062949	0.062007	0.049269	0.073705	0.055465	0.068600	0.068253	0.013432	0.050359	0.074647	0.058786	0.058786	0.074647	0.050359	0.013432	0.068253	0.068600	0.055465	0.073705	0.049269	0.062007	0.062949	0.077968	0.074300	0.049715	0.078761	0.081784
0.081338	0.080892	0.051152	0.077323	0.072416	0.060421	0.058637	0.052243	0.074102	0.053879	0.066568	0.065428	0.013928	0.051648	0.077026	0.062999	0.062999	0.077026	0.051648	0.013928	0.065428	0.066568	0.053879	0.074102	0.052243	0.058637	0.060421	0.072416	0.077323	0.051152	0.080892	0.081338
0.082924	0.080297	0.049566	0.076530	0.073209	0.063346	0.064981	0.050260	0.073556	0.051549	0.064188	0.065576	0.014820	0.049566	0.077224	0.062404	0.062404	0.077224	0.049566	0.014820	0.065576	0.064188	0.051549	0.073556	0.050260	0.064981	0.063346	0.073209	0.076530	0.049566	0.080297	0.082924
0.079504	0.082528	0.052838	0.076084	0.075589	0.060867	0.061214	0.054572	0.073011	0.053284	0.065675	0.066121	0.014126	0.049665	0.073854	0.061066	0.061066	0.073854	0.049665	0.014126	0.066121	0.065675	0.053284	0.073011	0.054572	0.061214	0.060867	0.075589	0.076084	0.052838	0.082528	0.079504
0.081090	0.080743	0.050260	0.077472	0.077472	0.059827	0.059331	0.052838	0.075192	0.052243	0.061413	0.066914	0.015713	0.053383	0.076729	0.059380	0.059380	0.076729	0.053383	0.015713	0.066914	0.061413	0.052243	0.075192	0.052838	0.059331	0.059827	0.077472	0.077472	0.050260	0.080743	0.081090
0.079802	0.078017	0.051152	0.077224	0.075589	0.062007	0.061958	0.051797	0.070632	0.052590	0.065923	0.066914	0.015663	0.052342	0.072664	0.065725	0.065725	0.072664	0.052342	0.015663	0.066914	0.065923	0.052590	0.070632	0.051797	0.061958	0.062007	0.075589	0.077224	0.051152	0.078017	0.079802
0.082577	0.080149	0.048971	0.075886	0.076431	0.059083	0.059975	0.050112	0.076976	0.052887	0.065527	0.067807	0.014473	0.052045	0.074449	0.062652	0.062652	0.074449	0.052045	0.014473	0.067807	0.065527	0.052887	0.076976	0.050112	0.059975	0.059083	0.076431	0.075886	0.048971	0.080149	0.082577
0.080397	0.078860	0.052887	0.076580	0.075886	0.062354	0.063147	0.049665	0.075043	0.051152	0.062057	0.069740	0.014325	0.050954	0.074201	0.062751	0.062751	0.074201	0.050954	0.014325	0.069740	0.062057	0.051152	0.075043	0.049665	0.063147	0.062354	0.075886	0.076580	0.052887	0.078860	0.080397
0.081487	0.081784	0.049566	0.072218	0.076580	0.062404	0.060223	0.050954	0.070483	0.050161	0.065328	0.068550	0.013730	0.054275	0.078711	0.063544	0.063544	0.078711	0.054275	0.013730	0.068550	0.065328	0.050161	0.070483	0.050954	0.060223	0.062404	0.076580	0.072218	0.049566	0.081784	0.081487
0.075787	0.083668	0.052887	0.076877	0.074102	0.058240	0.063693	0.052094	0.075936	0.051202	0.066568	0.067410	0.013879	0.051004	0.075192	0.061462	0.061462	0.075192	0.051004	0.013879	0.067410	0.066568	0.051202	0.075936	0.052094	0.063693	0.058240	0.074102	0.076877	0.052887	0.083668	0.075787
0.079950	0.079108	0.049269	0.077224	0.075688	0.064535	0.060372	0.052887	0.076679	0.052788	0.065328	0.065973	0.013581	0.051896	0.073110	0.061611	0.061611	0.073110	0.051896	0.013581	0.065973	0.065328	0.052788	0.076679	0.052887	0.060372	0.064535	0.075688	0.077224	0.049269	0.079108	0.079950
0.083916	0.079504	0.051400	0.072218	0.076778	0.061908	0.059033	0.051747	0.073309	0.048327	0.065328	0.069095	0.014721	0.053779	0.077670	0.061264	0.061264	0.077670	0.053779	0.014721	0.069095	0.065328	0.048327	0.073309	0.051747	0.059033	0.061908	0.076778	0.072218	0.051400	0.079504	0.083916
0.082924	0.077373	0.053680	0.074548	0.073903	0.063247	0.059727	0.049368	0.075043	0.051450	0.064882	0.066419	0.013185	0.053482	0.079306	0.061462	0.061462	0.079306	0.053482	0.013185	0.066419	0.064882	0.051450	0.075043	0.049368	0.059727	0.063247	0.073903	0.074548	0.053680	0.077373	0.082924
0.082330	0.081190	0.051648	0.073011	0.074944	0.061462	0.059876	0.052193	0.076431	0.049913	0.066617	0.065576	0.015019	0.050706	0.077224	0.061859	0.061859	0.077224	0.050706	0.015019	0.065576	0.066617	0.049913	0.076431	0.052193	0.059876	0.061462	0.074944	0.073011	0.051648	0.081190	0.082330
0.079802	0.081983	0.052590	0.073408	0.074647	0.061660	0.065774	0.051152	0.071128	0.053482	0.067063	0.065675	0.015068	0.048228	0.077175	0.061165	0.061165	0.077175	0.048228	0.015068	0.065675	0.067063	0.053482	0.071128	0.051152	0.065774	0.061660	0.074647	0.073408	0.052590	0.081983	0.079802
0.080595	0.082924	0.051499	0.075440	0.072565	0.064040	0.058587	0.056010	0.076134	0.051797	0.063941	0.065229	0.014027	0.050458	0.075440	0.061314	0.061314	0.075440	0.050458	0.014027	0.065229	0.063941	0.051797	0.076134	0.056010	0.058587	0.064040	0.072565	0.075440	0.051499	0.082924	0.080595
0.080297	0.081437	0.049665	0.073259	0.080644	0.058736	0.063445	0.055316	0.077918	0.049765	0.064981	0.065378	0.012392	0.051152	0.074647	0.060967	0.060967	0.074647	0.051152	0.012392	0.065378	0.064981	0.049765	0.077918	0.055316	0.063445	0.058736	0.080644	0.073259	0.049665	0.081437	0.080297
0.083024	0.083172	0.052342	0.077869	0.077175	0.059380	0.061958	0.048872	0.074102	0.052689	0.064783	0.067261	0.013532	0.052292	0.072119	0.059430	0.059430	0.072119	0.052292	0.013532	0.067261	0.064783	0.052689	0.074102	0.048872	0.061958	0.059380	0.077175	0.077869	0.052342	0.083172	0.083024
0.082230	0.079901	0.053432	0.073606	0.072912	0.064040	0.056853	0.052392	0.074845	0.052639	0.064436	0.067311	0.012590	0.054473	0.076927	0.061413	0.061413	0.076927	0.054473	0.012590	0.067311	0.064436	0.052639	0.074845	0.052392	0.056853	0.064040	0.072912	0.073606	0.053432	0.079901	0.082230
0.079752	0.082974	0.054226	0.074349	0.074052	0.060322	0.062850	0.048674	0.075192	0.049715	0.067906	0.063544	0.015663	0.052342	0.077621	0.060818	0.060818	0.077621	0.052342	0.015663	0.063544	0.067906	0.049715	0.075192	0.048674	0.062850	0.060322	0.074052	0.074349	0.054226	0.082974	0.079752
0.078315	0.082627	0.048971	0.076134	0.076332	0.061413	0.060818	0.052986	0.077670	0.051797	0.069145	0.064089	0.014027	0.052540	0.073953	0.059182	0.059182	0.073953	0.052540	0.014027	0.064089	0.069145	0.051797	0.077670	0.052986	0.060818	0.061413	0.076332	0.076134	0.048971	0.082627	0.078315
0.080743	0.084213	0.050905	0.074498	0.076084	0.059281	0.060421	0.051202	0.078414	0.053829	0.064535	0.065229	0.014622	0.049219	0.074498	0.062305	0.062305	0.074498	0.049219	0.014622	0.065229	0.064535	0.053829	0.078414	0.051202	0.060421	0.059281	0.076084	0.074498	0.050905	0.084213	0.080743
0.081735	0.080347	0.052739	0.080446	0.074845	0.061958	0.063346	0.050211	0.071722	0.050905	0.065626	0.065774	0.014672	0.052392	0.071921	0.061363	0.061363	0.071921	0.052392	0.014672	0.065774	0.065626	0.050905	0.071722	0.050211	0.063346	0.061958	0.074845	0.080446	0.052739	0.080347	0.081735
0.080694	0.079554	0.047336	0.075242	0.074102	0.060074	0.062900	0.051648	0.075341	0.050706	0.065626	0.071475	0.013482	0.053333	0.078265	0.060223	0.060223	0.078265	0.053333	0.013482	0.071475	0.065626	0.050706	0.075341	0.051648	0.062900	0.060074	0.074102	0.075242	0.047336	0.079554	0.080694
0.082528	0.083321	0.052639	0.075390	0.072317	0.062652	0.060421	0.050062	0.073408	0.049715	0.064634	0.069195	0.015118	0.053284	0.073209	0.062107	0.062107	0.073209	0.053284	0.015118	0.069195	0.064634	0.049715	0.073408	0.050062	0.060421	0.062652	0.072317	0.075390	0.052639	0.083321	0.082528
0.083371	0.080248	0.050508	0.075192	0.071772	0.059727	0.062454	0.051499	0.075043	0.052292	0.067410	0.067757	0.012937	0.052838	0.077819	0.059133	0.059133	0.077819	0.052838	0.012937	0.067757	0.067410	0.052292	0.075043	0.051499	0.062454	0.059727	0.071772	0.075192	0.050508	0.080248	0.083371
0.082478	0.084560	0.050409	0.076084	0.075489	0.061859	0.060669	0.050310	0.075093	0.048674	0.066121	0.066221	0.015118	0.052392	0.074151	0.060372	0.060372	0.074151	0.052392	0.015118	0.066221	0.066121	0.048674	0.075093	0.050310	0.060669	0.061859	0.075489	0.076084	0.050409	0.084560	0.082478
0.083717	0.084907	0.050508	0.072268	0.075737	0.060173	0.058290	0.050706	0.073110	0.052441	0.063990	0.065428	0.014325	0.054572	0.079356	0.060471	0.060471	0.079356	0.054572	0.014325	0.065428	0.063990	0.052441	0.073110	0.050706	0.058290	0.060173	0.075737	0.072268	0.050508	0.084907	0.083717
0.082726	0.080843	0.048525	0.077571	0.074399	0.062553	0.062354	0.054027	0.075192	0.048773	0.064585	0.064783	0.015266	0.051797	0.074201	0.062404	0.062404	0.074201	0.051797	0.015266	0.064783	0.064585	0.048773	0.075192	0.054027	0.062354	0.062553	0.074399	0.077571	0.048525	0.080843	0.082726
0.084511	0.078463	0.053680	0.079603	0.073457	0.056555	0.062701	0.051549	0.076035	0.050805	0.062057	0.067509	0.015713	0.052441	0.073656	0.061264	0.061264	0.073656	0.052441	0.015713	0.067509	0.062057	0.050805	0.076035	0.051549	0.062701	0.056555	0.073457	0.079603	0.053680	0.078463	0.084511
