AA.f	AA.r	AC.f	AC.r	AG.f	AG.r	AT.f	AT.r	CA.f	CA.r	CC.f	CC.r	CG.f	CG.r	CT.f	CT.r	GA.f	GA.r	GC.f	GC.r	GG.f	GG.r	GT.f	GT.r	TA.f	TA.r	TC.f	TC.r	TG.f	TG.r	TT.f	TT.r
0.082746	0.082899	0.046532	0.072122	0.074420	0.059199	0.058178	0.045663	0.068955	0.052763	0.068189	0.070181	0.025335	0.059352	0.074778	0.058688	0.058688	0.074778	0.059352	0.025335	0.070181	0.068189	0.052763	0.068955	0.045663	0.058178	0.059199	0.074420	0.072122	0.046532	0.082899	0.082746
0.080141	0.082388	0.047911	0.073756	0.070692	0.060374	0.057309	0.052099	0.065890	0.051486	0.069108	0.070947	0.025947	0.059199	0.072326	0.060425	0.060425	0.072326	0.059199	0.025947	0.070947	0.069108	0.051486	0.065890	0.052099	0.057309	0.060374	0.070692	0.073756	0.047911	0.082388	0.080141
0.076719	0.084278	0.050414	0.070181	0.071713	0.060067	0.059710	0.048984	0.067525	0.052508	0.070692	0.072786	0.025386	0.057105	0.072990	0.058944	0.058944	0.072990	0.057105	0.025386	0.072786	0.070692	0.052508	0.067525	0.048984	0.059710	0.060067	0.071713	0.070181	0.050414	0.084278	0.076719
0.079017	0.083103	0.047604	0.076668	0.068240	0.060578	0.057309	0.049137	0.069261	0.051793	0.070283	0.073194	0.025028	0.057411	0.073705	0.057667	0.057667	0.073705	0.057411	0.025028	0.073194	0.070283	0.051793	0.069261	0.049137	0.057309	0.060578	0.068240	0.076668	0.047604	0.083103	0.079017
0.080141	0.083461	0.048575	0.071458	0.068291	0.060578	0.058075	0.050414	0.067882	0.050976	0.069721	0.074318	0.025283	0.059097	0.072990	0.058739	0.058739	0.072990	0.059097	0.025283	0.074318	0.069721	0.050976	0.067882	0.050414	0.058075	0.060578	0.068291	0.071458	0.048575	0.083461	0.080141
0.079324	0.081265	0.048932	0.075697	0.070998	0.060221	0.057922	0.048320	0.067372	0.049750	0.071356	0.072530	0.025079	0.056339	0.074165	0.060731	0.060731	0.074165	0.056339	0.025079	0.072530	0.071356	0.049750	0.067372	0.048320	0.057922	0.060221	0.070998	0.075697	0.048932	0.081265	0.079324
0.078506	0.081929	0.050465	0.069006	0.068853	0.062826	0.057922	0.049341	0.066095	0.051844	0.068597	0.070436	0.025437	0.059301	0.076719	0.062723	0.062723	0.076719	0.059301	0.025437	0.070436	0.068597	0.051844	0.066095	0.049341	0.057922	0.062826	0.068853	0.069006	0.050465	0.081929	0.078506
0.077689	0.080550	0.051180	0.075340	0.071611	0.063541	0.056186	0.048984	0.066963	0.049137	0.073245	0.069925	0.025845	0.057769	0.075135	0.056901	0.056901	0.075135	0.057769	0.025845	0.069925	0.073245	0.049137	0.066963	0.048984	0.056186	0.063541	0.071611	0.075340	0.051180	0.080550	0.077689
0.077740	0.081520	0.047145	0.072581	0.070436	0.060170	0.055215	0.046736	0.071151	0.052661	0.072479	0.073348	0.025386	0.059148	0.076719	0.057565	0.057565	0.076719	0.059148	0.025386	0.073348	0.072479	0.052661	0.071151	0.046736	0.055215	0.060170	0.070436	0.072581	0.047145	0.081520	0.077740
0.077894	0.083972	0.047247	0.073348	0.071815	0.060323	0.056237	0.048473	0.068802	0.052150	0.070947	0.069415	0.026458	0.059403	0.072735	0.060783	0.060783	0.072735	0.059403	0.026458	0.069415	0.070947	0.052150	0.068802	0.048473	0.056237	0.060323	0.071815	0.073348	0.047247	0.083972	0.077894
0.077791	0.081111	0.049852	0.074216	0.070641	0.060578	0.057667	0.049188	0.066605	0.049903	0.072837	0.069772	0.024466	0.059148	0.074012	0.062213	0.062213	0.074012	0.059148	0.024466	0.069772	0.072837	0.049903	0.066605	0.049188	0.057667	0.060578	0.070641	0.074216	0.049852	0.081111	0.077791
0.076055	0.078558	0.049699	0.073909	0.071253	0.060272	0.058790	0.049954	0.070692	0.050567	0.072786	0.073552	0.025794	0.057003	0.073143	0.057973	0.057973	0.073143	0.057003	0.025794	0.073552	0.072786	0.050567	0.070692	0.049954	0.058790	0.060272	0.071253	0.073909	0.049699	0.078558	0.076055
0.078149	0.082593	0.046992	0.070794	0.072837	0.057565	0.056696	0.050107	0.070692	0.051589	0.070436	0.072071	0.025641	0.060221	0.072990	0.060629	0.060629	0.072990	0.060221	0.025641	0.072071	0.070436	0.051589	0.070692	0.050107	0.056696	0.057565	0.072837	0.070794	0.046992	0.082593	0.078149
0.079426	0.080550	0.049035	0.073399	0.073756	0.061600	0.057360	0.048320	0.065328	0.050363	0.073858	0.073450	0.023343	0.059301	0.072684	0.058229	0.058229	0.072684	0.059301	0.023343	0.073450	0.073858	0.050363	0.065328	0.048320	0.057360	0.061600	0.073756	0.073399	0.049035	0.080550	0.079426
0.076208	0.082797	0.047758	0.072735	0.070743	0.058024	0.056594	0.047400	0.067372	0.053683	0.072020	0.073245	0.025335	0.058893	0.079068	0.058126	0.058126	0.079068	0.058893	0.025335	0.073245	0.072020	0.053683	0.067372	0.047400	0.056594	0.058024	0.070743	0.072735	0.047758	0.082797	0.076208
0.073807	0.084534	0.048320	0.073858	0.071866	0.063030	0.055113	0.050720	0.065073	0.049188	0.074778	0.073961	0.024926	0.056952	0.071917	0.061957	0.061957	0.071917	0.056952	0.024926	0.073961	0.074778	0.049188	0.065073	0.050720	0.055113	0.063030	0.071866	0.073858	0.048320	0.084534	0.073807
0.076617	0.082848	0.047758	0.069977	0.069568	0.058484	0.057616	0.049443	0.066912	0.051946	0.075391	0.073807	0.026663	0.059454	0.074114	0.059403	0.059403	0.074114	0.059454	0.026663	0.073807	0.075391	0.051946	0.066912	0.049443	0.057616	0.058484	0.069568	0.069977	0.047758	0.082848	0.076617
0.077383	0.084687	0.048064	0.072224	0.072020	0.059761	0.054909	0.049852	0.071458	0.051895	0.069568	0.071560	0.027633	0.058229	0.072428	0.058331	0.058331	0.072428	0.058229	0.027633	0.071560	0.069568	0.051895	0.071458	0.049852	0.054909	0.059761	0.072020	0.072224	0.048064	0.084687	0.077383
0.077791	0.083716	0.047809	0.071151	0.073807	0.060374	0.057616	0.048677	0.068393	0.048984	0.066605	0.073858	0.025335	0.063132	0.075289	0.057462	0.057462	0.075289	0.063132	0.025335	0.073858	0.066605	0.048984	0.068393	0.048677	0.057616	0.060374	0.073807	0.071151	0.047809	0.083716	0.077791
0.074931	0.084891	0.049290	0.073705	0.069312	0.058790	0.058790	0.048217	0.066401	0.051078	0.074063	0.075238	0.024415	0.060170	0.073041	0.057667	0.057667	0.073041	0.060170	0.024415	0.075238	0.074063	0.051078	0.066401	0.048217	0.058790	0.058790	0.069312	0.073705	0.049290	0.084891	0.074931
0.074829	0.081827	0.046736	0.073501	0.070079	0.061447	0.055573	0.051027	0.067831	0.052763	0.070436	0.072837	0.025590	0.059608	0.078455	0.057462	0.057462	0.078455	0.059608	0.025590	0.072837	0.070436	0.052763	0.067831	0.051027	0.055573	0.061447	0.070079	0.073501	0.046736	0.081827	0.074829
0.075033	0.083052	0.046838	0.069874	0.070947	0.065073	0.058331	0.050618	0.066912	0.049903	0.069925	0.072786	0.027888	0.058790	0.073501	0.060527	0.060527	0.073501	0.058790	0.027888	0.072786	0.069925	0.049903	0.066912	0.050618	0.058331	0.065073	0.070947	0.069874	0.046838	0.083052	0.075033
0.078098	0.085504	0.047604	0.073194	0.072326	0.058024	0.055062	0.048064	0.067116	0.050312	0.073858	0.071458	0.026816	0.060578	0.072837	0.059148	0.059148	0.072837	0.060578	0.026816	0.071458	0.073858	0.050312	0.067116	0.048064	0.055062	0.058024	0.072326	0.073194	0.047604	0.085504	0.078098
0.075493	0.079988	0.048626	0.072479	0.071100	0.060680	0.057207	0.050567	0.069057	0.049035	0.071611	0.073245	0.024875	0.061906	0.074522	0.059608	0.059608	0.074522	0.061906	0.024875	0.073245	0.071611	0.049035	0.069057	0.050567	0.057207	0.060680	0.071100	0.072479	0.048626	0.079988	0.075493
0.074574	0.083665	0.048881	0.070334	0.074625	0.059352	0.056645	0.047400	0.070334	0.051691	0.070896	0.070998	0.025590	0.058893	0.076004	0.060119	0.060119	0.076004	0.058893	0.025590	0.070998	0.070896	0.051691	0.070334	0.047400	0.056645	0.059352	0.074625	0.070334	0.048881	0.083665	0.074574
0.076259	0.086628	0.046685	0.071100	0.072684	0.058586	0.056798	0.051691	0.065839	0.051537	0.075033	0.074880	0.025590	0.057054	0.071560	0.058075	0.058075	0.071560	0.057054	0.025590	0.074880	0.075033	0.051537	0.065839	0.051691	0.056798	0.058586	0.072684	0.071100	0.046685	0.086628	0.076259
0.076208	0.081469	0.047656	0.073501	0.074012	0.058280	0.053989	0.053274	0.067218	0.053172	0.071560	0.073552	0.024517	0.059710	0.074063	0.057820	0.057820	0.074063	0.059710	0.024517	0.073552	0.071560	0.053172	0.067218	0.053274	0.053989	0.058280	0.074012	0.073501	0.047656	0.081469	0.076208
0.076821	0.082542	0.047247	0.072479	0.073909	0.060885	0.056543	0.046787	0.067831	0.051895	0.068495	0.073705	0.025181	0.060221	0.075697	0.059761	0.059761	0.075697	0.060221	0.025181	0.073705	0.068495	0.051895	0.067831	0.046787	0.056543	0.060885	0.073909	0.072479	0.047247	0.082542	0.076821
0.074829	0.081673	0.046992	0.073705	0.072684	0.063285	0.056696	0.048013	0.069415	0.054193	0.069261	0.075799	0.024722	0.058280	0.073450	0.057003	0.057003	0.073450	0.058280	0.024722	0.075799	0.069261	0.054193	0.069415	0.048013	0.056696	0.063285	0.072684	0.073705	0.046992	0.081673	0.074829
0.075748	0.081775	0.048268	0.074063	0.071100	0.062979	0.054142	0.047196	0.069977	0.052048	0.073194	0.076974	0.025437	0.058739	0.069210	0.059148	0.059148	0.069210	0.058739	0.025437	0.076974	0.073194	0.052048	0.069977	0.047196	0.054142	0.062979	0.071100	0.074063	0.048268	0.081775	0.075748
0.077025	0.076923	0.047656	0.072530	0.070794	0.060323	0.056594	0.047349	0.072326	0.048115	0.071713	0.075953	0.024211	0.060987	0.074931	0.062519	0.062519	0.074931	0.060987	0.024211	0.075953	0.071713	0.048115	0.072326	0.047349	0.056594	0.060323	0.070794	0.072530	0.047656	0.076923	0.077025
0.077230	0.078711	0.049290	0.067116	0.075902	0.060578	0.056798	0.050158	0.070028	0.052150	0.071202	0.074676	0.024773	0.058126	0.074676	0.058535	0.058535	0.074676	0.058126	0.024773	0.074676	0.071202	0.052150	0.070028	0.050158	0.056798	0.060578	0.075902	0.067116	0.049290	0.078711	0.077230
0.077740	0.081622	0.047758	0.076310	0.070130	0.058433	0.060323	0.045970	0.066708	0.050414	0.073909	0.075186	0.023291	0.058535	0.075289	0.058331	0.058331	0.075289	0.058535	0.023291	0.075186	0.073909	0.050414	0.066708	0.045970	0.060323	0.058433	0.070130	0.076310	0.047758	0.081622	0.077740
0.076208	0.081622	0.047400	0.073909	0.070079	0.063234	0.055062	0.048881	0.067167	0.050465	0.076208	0.074982	0.025896	0.057820	0.069364	0.061651	0.061651	0.069364	0.057820	0.025896	0.074982	0.076208	0.050465	0.067167	0.048881	0.055062	0.063234	0.070079	0.073909	0.047400	0.081622	0.076208
0.075953	0.077434	0.048881	0.070794	0.070130	0.059965	0.058944	0.048320	0.067576	0.051231	0.074420	0.076004	0.025181	0.059250	0.077485	0.058382	0.058382	0.077485	0.059250	0.025181	0.076004	0.074420	0.051231	0.067576	0.048320	0.058944	0.059965	0.070130	0.070794	0.048881	0.077434	0.075953
0.077945	0.080499	0.047400	0.073450	0.070947	0.060834	0.053938	0.050312	0.070487	0.048677	0.075850	0.073961	0.024773	0.058178	0.071407	0.061293	0.061293	0.071407	0.058178	0.024773	0.073961	0.075850	0.048677	0.070487	0.050312	0.053938	0.060834	0.070947	0.073450	0.047400	0.080499	0.077945
0.079222	0.076770	0.050976	0.070538	0.075289	0.058739	0.054551	0.048473	0.068087	0.051282	0.078353	0.076566	0.027020	0.057616	0.068802	0.057667	0.057667	0.068802	0.057616	0.027020	0.076566	0.078353	0.051282	0.068087	0.048473	0.054551	0.058739	0.075289	0.070538	0.050976	0.076770	0.079222
0.075493	0.075850	0.049903	0.069261	0.070130	0.061804	0.057922	0.044489	0.072581	0.048932	0.073705	0.076566	0.025488	0.062468	0.073909	0.061447	0.061447	0.073909	0.062468	0.025488	0.076566	0.073705	0.048932	0.072581	0.044489	0.057922	0.061804	0.070130	0.069261	0.049903	0.075850	0.075493
0.077842	0.078864	0.048524	0.069108	0.072020	0.059403	0.055624	0.049239	0.070181	0.048779	0.075391	0.072786	0.027940	0.059812	0.074369	0.060067	0.060067	0.074369	0.059812	0.027940	0.072786	0.075391	0.048779	0.070181	0.049239	0.055624	0.059403	0.072020	0.069108	0.048524	0.078864	0.077842
0.078813	0.081009	0.048932	0.070743	0.073961	0.061549	0.055624	0.044335	0.071917	0.048166	0.072020	0.074676	0.026203	0.058790	0.072990	0.060221	0.060221	0.072990	0.058790	0.026203	0.074676	0.072020	0.048166	0.071917	0.044335	0.055624	0.061549	0.073961	0.070743	0.048932	0.081009	0.078813
0.077383	0.078609	0.050720	0.070998	0.072224	0.059506	0.054960	0.048677	0.069670	0.048626	0.073961	0.077127	0.026816	0.060221	0.070845	0.059608	0.059608	0.070845	0.060221	0.026816	0.077127	0.073961	0.048626	0.069670	0.048677	0.054960	0.059506	0.072224	0.070998	0.050720	0.078609	0.077383
0.077178	0.076157	0.048166	0.072581	0.073194	0.056696	0.056798	0.047604	0.070794	0.050260	0.076514	0.076668	0.025590	0.061038	0.071509	0.059199	0.059199	0.071509	0.061038	0.025590	0.076668	0.076514	0.050260	0.070794	0.047604	0.056798	0.056696	0.073194	0.072581	0.048166	0.076157	0.077178
0.078660	0.076872	0.047043	0.069466	0.069108	0.061855	0.059965	0.046532	0.071509	0.050873	0.072479	0.077536	0.026254	0.058484	0.072173	0.061140	0.061140	0.072173	0.058484	0.026254	0.077536	0.072479	0.050873	0.071509	0.046532	0.059965	0.061855	0.069108	0.069466	0.047043	0.076872	0.078660
0.076412	0.078558	0.050363	0.070385	0.074063	0.059046	0.057003	0.051895	0.068087	0.054245	0.075340	0.071100	0.027071	0.056850	0.069364	0.060170	0.060170	0.069364	0.056850	0.027071	0.071100	0.075340	0.054245	0.068087	0.051895	0.057003	0.059046	0.074063	0.070385	0.050363	0.078558	0.076412
0.077894	0.075646	0.050976	0.072735	0.073603	0.062723	0.054091	0.048064	0.068342	0.045510	0.075799	0.078200	0.024211	0.060629	0.073245	0.058280	0.058280	0.073245	0.060629	0.024211	0.078200	0.075799	0.045510	0.068342	0.048064	0.054091	0.062723	0.073603	0.072735	0.050976	0.075646	0.077894
0.076668	0.075493	0.051640	0.069568	0.069619	0.058995	0.054653	0.044438	0.071560	0.049086	0.079273	0.077587	0.026816	0.061242	0.072479	0.060834	0.060834	0.072479	0.061242	0.026816	0.077587	0.079273	0.049086	0.071560	0.044438	0.054653	0.058995	0.069619	0.069568	0.051640	0.075493	0.076668
0.075391	0.077536	0.048371	0.071151	0.071407	0.056390	0.058331	0.046634	0.075442	0.051435	0.073654	0.073858	0.026969	0.058535	0.075084	0.059761	0.059761	0.075084	0.058535	0.026969	0.073858	0.073654	0.051435	0.075442	0.046634	0.058331	0.056390	0.071407	0.071151	0.048371	0.077536	0.075391
0.077894	0.078966	0.050260	0.073654	0.072990	0.062315	0.056083	0.047451	0.067933	0.050976	0.071253	0.076055	0.025232	0.057054	0.072530	0.059301	0.059301	0.072530	0.057054	0.025232	0.076055	0.071253	0.050976	0.067933	0.047451	0.056083	0.062315	0.072990	0.073654	0.050260	0.078966	0.077894
0.074676	0.080447	0.049035	0.071509	0.071049	0.059914	0.057820	0.046685	0.069466	0.047349	0.073501	0.079630	0.027888	0.059557	0.070028	0.061395	0.061395	0.070028	0.059557	0.027888	0.079630	0.073501	0.047349	0.069466	0.046685	0.057820	0.059914	0.071049	0.071509	0.049035	0.080447	0.074676
0.073297	0.076872	0.046889	0.070794	0.073858	0.059965	0.058178	0.048013	0.068751	0.048830	0.074522	0.080039	0.026816	0.061906	0.071917	0.059301	0.059301	0.071917	0.061906	0.026816	0.080039	0.074522	0.048830	0.068751	0.048013	0.058178	0.059965	0.073858	0.070794	0.046889	0.076872	0.073297
0.075186	0.080039	0.048830	0.068240	0.069517	0.058331	0.055828	0.049188	0.067167	0.049239	0.075493	0.077945	0.026612	0.062162	0.074012	0.062162	0.062162	0.074012	0.062162	0.026612	0.077945	0.075493	0.049239	0.067167	0.049188	0.055828	0.058331	0.069517	0.068240	0.048830	0.080039	0.075186
0.075289	0.081214	0.050516	0.073348	0.071815	0.057871	0.056083	0.046685	0.070947	0.047247	0.073807	0.075391	0.027122	0.059914	0.072939	0.059761	0.059761	0.072939	0.059914	0.027122	0.075391	0.073807	0.047247	0.070947	0.046685	0.056083	0.057871	0.071815	0.073348	0.050516	0.081214	0.075289
0.073858	0.077587	0.050516	0.071151	0.072735	0.058893	0.055573	0.049852	0.071356	0.049545	0.069568	0.074063	0.026765	0.061804	0.074420	0.062264	0.062264	0.074420	0.061804	0.026765	0.074063	0.069568	0.049545	0.071356	0.049852	0.055573	0.058893	0.072735	0.071151	0.050516	0.077587	0.073858
0.076719	0.075084	0.053019	0.072071	0.070385	0.060987	0.057207	0.048984	0.070130	0.050056	0.072275	0.075902	0.025845	0.059352	0.072530	0.059403	0.059403	0.072530	0.059352	0.025845	0.075902	0.072275	0.050056	0.070130	0.048984	0.057207	0.060987	0.070385	0.072071	0.053019	0.075084	0.076719
