pos	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	TA	TC	TG	TT	WW	SS	RR	YY
-59	0.0780955	0.0590475	0.0654765	0.0580955	0.0588095	0.0754765	0.041905	0.0654765	0.0633335	0.039048	0.0711905	0.055952	0.057143	0.074762	0.0564285	0.079762	0.273096	0.22762	0.278096	0.295477
-58	0.0790475	0.0592855	0.0664285	0.056905	0.060952	0.0714285	0.035	0.0714285	0.064762	0.040476	0.0685715	0.062381	0.052857	0.067619	0.0640475	0.0788095	0.267619	0.215476	0.278809	0.289285
-57	0.0761905	0.065238	0.067857	0.054286	0.06	0.0680955	0.0383335	0.0657145	0.072381	0.039524	0.067619	0.0611905	0.055476	0.0611905	0.0614285	0.085476	0.271428	0.213572	0.284048	0.280477
-56	0.071905	0.057619	0.065238	0.0633335	0.059286	0.0695235	0.0466665	0.0635715	0.070714	0.0383335	0.0683335	0.0635715	0.0519045	0.0666665	0.0604765	0.082857	0.27	0.222857	0.276191	0.282619
-55	0.075952	0.062619	0.0666665	0.0485715	0.06	0.0666665	0.0385715	0.066905	0.067857	0.0409525	0.072381	0.0635715	0.052143	0.0666665	0.0635715	0.086905	0.263572	0.218572	0.282857	0.287143
-54	0.076429	0.054762	0.064524	0.050476	0.0566665	0.073333	0.040952	0.0707145	0.0659525	0.039762	0.0714285	0.0647615	0.0530955	0.0635715	0.0661905	0.087381	0.267381	0.225475	0.278334	0.295
-53	0.0721425	0.052381	0.065	0.0485715	0.057381	0.0761905	0.0440475	0.0652385	0.062619	0.0390475	0.077143	0.0614285	0.0559525	0.0745235	0.064524	0.0838095	0.260476	0.236428	0.276904	0.299762
-52	0.0761905	0.0592855	0.067619	0.0569045	0.053571	0.07119	0.0378575	0.067381	0.070476	0.042381	0.069762	0.0661905	0.050238	0.069524	0.060238	0.0811905	0.264524	0.221191	0.284047	0.289285
-51	0.077857	0.0585715	0.065714	0.052143	0.0573805	0.075238	0.037381	0.064524	0.067619	0.037381	0.0707145	0.0652385	0.054762	0.068571	0.062381	0.084524	0.269286	0.220714	0.281905	0.292857
-50	0.0785715	0.0635715	0.067143	0.0559525	0.0564285	0.069048	0.045	0.070476	0.0611905	0.0388095	0.072381	0.0611905	0.052143	0.0619045	0.059048	0.087143	0.27381	0.225238	0.279286	0.288571
-49	0.073571	0.0585715	0.068095	0.0511905	0.062381	0.0735715	0.037857	0.065476	0.069286	0.0416665	0.072857	0.0571425	0.0585715	0.0683335	0.057143	0.0842855	0.267618	0.225952	0.283809	0.291666
-48	0.0735715	0.0569045	0.06881	0.057143	0.057143	0.077143	0.0409525	0.070238	0.067857	0.0388095	0.0683335	0.06	0.0516665	0.0716665	0.061905	0.077857	0.260238	0.225239	0.278572	0.296904
-47	0.081905	0.053571	0.062857	0.0504765	0.053095	0.0778575	0.0366665	0.072857	0.0728575	0.035476	0.067857	0.0661905	0.052143	0.069048	0.0616665	0.085476	0.27	0.217857	0.285477	0.305238
-46	0.077381	0.063095	0.0683335	0.0542855	0.0569045	0.0642855	0.043095	0.068333	0.0561905	0.0388095	0.067381	0.063333	0.0492855	0.0719045	0.0721425	0.085238	0.26619	0.213571	0.269286	0.289761
-45	0.069286	0.055238	0.065238	0.0511905	0.0642855	0.075238	0.0390475	0.067857	0.066905	0.0476195	0.0654765	0.0638095	0.057381	0.067143	0.062381	0.0819045	0.259762	0.227382	0.266906	0.292142
-44	0.071667	0.06	0.0661905	0.050714	0.0595235	0.0809525	0.0440475	0.074524	0.065476	0.0364285	0.071667	0.055	0.052857	0.068333	0.056667	0.0859525	0.26119	0.233096	0.275	0.309762
-43	0.075476	0.0569045	0.062143	0.052857	0.0659525	0.076667	0.0409525	0.0661905	0.0585715	0.041429	0.0683335	0.067381	0.0445235	0.0783335	0.060476	0.0838095	0.256666	0.227382	0.264524	0.305001
-42	0.073571	0.059286	0.0683335	0.052381	0.07	0.0769045	0.039286	0.0609525	0.0640475	0.04	0.0664285	0.060952	0.052381	0.075	0.056905	0.083571	0.261904	0.222619	0.27238	0.296428
-41	0.072619	0.0645235	0.065	0.0590475	0.063571	0.07	0.0416665	0.0683335	0.0642855	0.035238	0.0759525	0.0571425	0.056667	0.0730955	0.054762	0.078095	0.266429	0.222857	0.277857	0.289524
-40	0.074762	0.057381	0.072143	0.054762	0.057143	0.072857	0.0319045	0.0683335	0.067381	0.0404765	0.0733335	0.062857	0.050238	0.0692855	0.0633335	0.0838095	0.263572	0.218572	0.28762	0.294285
-39	0.077857	0.055238	0.0642855	0.052143	0.06	0.07	0.033333	0.070952	0.064762	0.0388095	0.0819045	0.061667	0.051905	0.0707145	0.0616665	0.0847615	0.266667	0.224047	0.288809	0.296428
-38	0.079286	0.057381	0.0661905	0.0516665	0.0535715	0.0740475	0.0383335	0.075	0.07	0.0361905	0.076429	0.055	0.052619	0.070714	0.062143	0.0814285	0.265	0.225001	0.291906	0.30119
-37	0.0759525	0.060476	0.072381	0.058333	0.0614285	0.0804765	0.0407145	0.0633335	0.066905	0.0392855	0.0661905	0.0595235	0.0492855	0.0619045	0.0638095	0.08	0.263571	0.226667	0.281429	0.285714
-36	0.069762	0.0585715	0.063333	0.054762	0.066667	0.0754765	0.040952	0.0645235	0.074524	0.044762	0.072381	0.0564285	0.0540475	0.065	0.0561905	0.082619	0.26119	0.233572	0.28	0.287619
-35	0.0761905	0.0564285	0.0735715	0.0509525	0.0590475	0.0745235	0.0383335	0.0685715	0.065	0.032857	0.075714	0.06	0.0492855	0.073095	0.059762	0.0866665	0.263095	0.221428	0.290476	0.302856
-34	0.0788095	0.055714	0.0640475	0.049048	0.0611905	0.071905	0.0345235	0.070238	0.0635715	0.042619	0.072381	0.064524	0.0561905	0.065476	0.058095	0.091667	0.275715	0.221429	0.27881	0.299286
-33	0.0797615	0.0623805	0.0702385	0.055238	0.0538095	0.069762	0.0385715	0.073095	0.0659525	0.037857	0.0730955	0.055238	0.0521425	0.074286	0.0590475	0.0795235	0.266665	0.219286	0.289048	0.296667
-32	0.0835715	0.0588095	0.0638095	0.054762	0.06	0.0754765	0.037857	0.067381	0.0780955	0.037857	0.074524	0.0561905	0.055476	0.062143	0.059286	0.074762	0.268571	0.225715	0.300001	0.279763
-31	0.085	0.0683335	0.0638095	0.05	0.0659525	0.066667	0.0392855	0.062619	0.0628575	0.037619	0.080714	0.0611905	0.0461905	0.067381	0.059524	0.082857	0.264047	0.224286	0.292381	0.279524
-30	0.0754765	0.0633335	0.070714	0.045714	0.0585715	0.075238	0.037857	0.0714285	0.0661905	0.0378575	0.074524	0.057857	0.0611905	0.066905	0.0592855	0.077857	0.260238	0.225476	0.286905	0.291429
-29	0.0847615	0.057143	0.063333	0.0533335	0.062381	0.0792855	0.037143	0.0633335	0.0642855	0.0419045	0.0680955	0.0611905	0.055714	0.067381	0.062619	0.0780955	0.271904	0.226429	0.280475	0.288096
-28	0.082143	0.0609525	0.07	0.052857	0.0604765	0.071905	0.0330955	0.0730955	0.0633335	0.037619	0.074286	0.0614285	0.0519045	0.0659525	0.0561905	0.084762	0.271667	0.216906	0.289763	0.295715
-27	0.0811905	0.067619	0.0688095	0.0485715	0.0542855	0.07	0.0359525	0.0735715	0.0680955	0.037381	0.0738095	0.054286	0.0511905	0.0661905	0.065714	0.083333	0.264286	0.217143	0.291905	0.293095
-26	0.086667	0.0580955	0.0645235	0.0476195	0.0638095	0.067619	0.0366665	0.0745235	0.070952	0.037381	0.0764285	0.0669045	0.0492855	0.0666665	0.0533335	0.079524	0.263096	0.218095	0.298571	0.288333
-25	0.087381	0.0614285	0.0702385	0.0557145	0.059286	0.073095	0.040238	0.0611905	0.06	0.037143	0.0790475	0.060238	0.0461905	0.0704765	0.062381	0.0759525	0.265238	0.229523	0.296667	0.280714
-24	0.083095	0.0590475	0.0659525	0.052857	0.0638095	0.075238	0.0445235	0.0635715	0.063095	0.039048	0.0783335	0.0540475	0.052381	0.0666665	0.059762	0.0785715	0.266905	0.237143	0.290476	0.284048
-23	0.072381	0.0578575	0.067143	0.05619	0.0592855	0.072143	0.0364285	0.0683335	0.072143	0.042857	0.072381	0.065	0.049524	0.0730955	0.0583335	0.076905	0.255	0.223809	0.284048	0.290477
-22	0.072381	0.055238	0.058095	0.054762	0.059762	0.0683335	0.046905	0.0685715	0.0669045	0.037619	0.080476	0.0609525	0.055238	0.0685715	0.062619	0.0835715	0.265953	0.233334	0.277857	0.289048
-21	0.0814285	0.0588095	0.07	0.0509525	0.0478575	0.0771425	0.040952	0.067619	0.0688095	0.038333	0.0764285	0.0580955	0.051905	0.065238	0.057381	0.0890475	0.273334	0.232856	0.296666	0.299047
-20	0.073095	0.070238	0.060952	0.050476	0.063333	0.072143	0.042857	0.065952	0.069762	0.039762	0.074524	0.059762	0.051429	0.0692855	0.0585715	0.077857	0.252857	0.229286	0.278333	0.285237
-19	0.0759525	0.059762	0.070238	0.044524	0.0633335	0.0802385	0.044286	0.0690475	0.0645235	0.042381	0.0721425	0.0588095	0.05	0.068333	0.0590475	0.077381	0.247858	0.239048	0.282857	0.295
-18	0.0783335	0.0545235	0.065238	0.049286	0.0554765	0.084524	0.040714	0.063333	0.0642855	0.0407145	0.0769045	0.062857	0.051905	0.0735715	0.057857	0.0804765	0.260001	0.242857	0.284762	0.301905
-17	0.0766665	0.060238	0.0590475	0.0561905	0.06	0.0785715	0.040476	0.0664285	0.0692855	0.0361905	0.080476	0.059048	0.047619	0.0635715	0.0638095	0.082381	0.262857	0.235714	0.285475	0.290953
-16	0.078571	0.062143	0.066667	0.0514285	0.0645235	0.0714285	0.038095	0.065	0.067381	0.0440475	0.07	0.062857	0.0538095	0.0638095	0.062381	0.077857	0.261666	0.223571	0.282619	0.278095
-15	0.0797615	0.060952	0.0664285	0.0588095	0.0542855	0.079762	0.043095	0.0714285	0.0664285	0.0388095	0.0711905	0.0583335	0.0490475	0.0666665	0.0542855	0.0807145	0.268333	0.232857	0.283809	0.298571
-14	0.0769045	0.0540475	0.0709525	0.048333	0.063095	0.078333	0.0388095	0.0642855	0.0654765	0.0414285	0.0761905	0.0564285	0.0507145	0.0714285	0.0638095	0.079762	0.255714	0.234761	0.289524	0.293809
-13	0.0790475	0.059524	0.066429	0.0538095	0.060476	0.0702385	0.042381	0.062857	0.062381	0.0464285	0.0785715	0.0611905	0.045	0.0685715	0.060238	0.082857	0.260714	0.237619	0.286429	0.284524
-12	0.0742855	0.0533335	0.063333	0.049762	0.0604765	0.079286	0.035952	0.064762	0.068095	0.0440475	0.079048	0.064762	0.053095	0.067143	0.0640475	0.0785715	0.255714	0.238333	0.284762	0.289763
-11	0.0711905	0.057381	0.069762	0.0504765	0.055238	0.0778575	0.0438095	0.0697615	0.071905	0.0359525	0.077143	0.059762	0.050238	0.064524	0.0616665	0.0833335	0.255239	0.234762	0.29	0.295477
-10	0.0766665	0.0609525	0.064524	0.0538095	0.0630955	0.077143	0.035238	0.0685715	0.063333	0.042619	0.0738095	0.060476	0.0542855	0.0638095	0.0609525	0.080714	0.265476	0.228809	0.278333	0.290238
-9	0.083095	0.057143	0.069762	0.051905	0.0561905	0.075	0.042857	0.0711905	0.0623805	0.0414285	0.071667	0.0530955	0.0535715	0.0678575	0.057857	0.085	0.273572	0.230953	0.286905	0.299048
-8	0.072381	0.0564285	0.070476	0.0535715	0.06	0.0726195	0.0380955	0.0614285	0.065	0.039762	0.079286	0.068333	0.0557145	0.0661905	0.0580955	0.082619	0.264286	0.229763	0.287143	0.282857
-7	0.0771425	0.057619	0.0735715	0.053333	0.0592855	0.0685715	0.038333	0.068095	0.0659525	0.040238	0.0788095	0.06	0.054286	0.0638095	0.062143	0.0788095	0.263571	0.225952	0.295476	0.279285
-6	0.0788095	0.062619	0.060714	0.0542855	0.064286	0.0714285	0.0392855	0.0609525	0.074762	0.040238	0.0771425	0.054762	0.055238	0.0692855	0.0535715	0.082619	0.270952	0.228095	0.291428	0.284285
-5	0.0771425	0.0607145	0.062857	0.0540475	0.062619	0.072619	0.040952	0.066429	0.064286	0.0407145	0.0764285	0.0630955	0.052619	0.067619	0.062619	0.075238	0.259047	0.230714	0.280714	0.281905
-4	0.082381	0.0633335	0.0695235	0.052381	0.0607145	0.072857	0.0430955	0.065	0.0611905	0.035238	0.0707145	0.064286	0.05	0.0647615	0.0635715	0.0809525	0.265714	0.221905	0.283809	0.283571
-3	0.084048	0.06	0.0688095	0.052857	0.0561905	0.071667	0.042619	0.067619	0.0711905	0.0395235	0.0630955	0.064048	0.049762	0.0742855	0.0611905	0.073095	0.259762	0.216905	0.287143	0.286666
-2	0.0761905	0.057619	0.0738095	0.054286	0.0640475	0.075238	0.0335715	0.0716665	0.0704765	0.037143	0.077381	0.054286	0.05	0.0697615	0.0571425	0.077381	0.257857	0.223334	0.297857	0.294047
-1	0.0828575	0.067619	0.0633335	0.056667	0.058095	0.071905	0.037619	0.065	0.0692855	0.0380955	0.074762	0.060952	0.0561905	0.067381	0.057619	0.072619	0.268334	0.222381	0.290239	0.276905
0	0.076429	0.0592855	0.065714	0.0559525	0.0638095	0.075	0.0361905	0.0676195	0.0676195	0.0361905	0.075	0.0638095	0.0559525	0.065714	0.0592855	0.076429	0.264763	0.222381	0.284762	0.284763
1	0.072619	0.057619	0.067381	0.0561905	0.060952	0.074762	0.0380955	0.0692855	0.065	0.037619	0.071905	0.058095	0.056667	0.0633335	0.067619	0.0828575	0.268334	0.222382	0.276905	0.290238
2	0.077381	0.0571425	0.0697615	0.05	0.054286	0.077381	0.037143	0.0704765	0.0716665	0.0335715	0.075238	0.0640475	0.054286	0.0738095	0.057619	0.0761905	0.257858	0.223334	0.294047	0.297857
3	0.073095	0.0611905	0.0742855	0.049762	0.064048	0.0630955	0.0395235	0.0711905	0.067619	0.042619	0.071667	0.0561905	0.052857	0.0688095	0.06	0.084048	0.259762	0.216905	0.286666	0.287143
4	0.0809525	0.0635715	0.0647615	0.05	0.064286	0.0707145	0.035238	0.0611905	0.065	0.0430955	0.072857	0.0607145	0.052381	0.0695235	0.0633335	0.082381	0.265714	0.221905	0.283571	0.283809
5	0.075238	0.062619	0.067619	0.052619	0.0630955	0.0764285	0.0407145	0.064286	0.066429	0.040952	0.072619	0.062619	0.0540475	0.062857	0.0607145	0.0771425	0.259047	0.230714	0.281905	0.280714
6	0.082619	0.0535715	0.0692855	0.055238	0.054762	0.0771425	0.040238	0.074762	0.0609525	0.0392855	0.0714285	0.064286	0.0542855	0.060714	0.062619	0.0788095	0.270952	0.228095	0.284285	0.291428
7	0.0788095	0.062143	0.0638095	0.054286	0.06	0.0788095	0.040238	0.0659525	0.068095	0.038333	0.0685715	0.0592855	0.053333	0.0735715	0.057619	0.0771425	0.263571	0.225952	0.279286	0.295476
8	0.082619	0.0580955	0.0661905	0.0557145	0.068333	0.079286	0.039762	0.065	0.0614285	0.0380955	0.0726195	0.06	0.0535715	0.070476	0.0564285	0.072381	0.264286	0.229763	0.282857	0.287143
9	0.085	0.057857	0.0678575	0.0535715	0.0530955	0.071667	0.0414285	0.0623805	0.0711905	0.042857	0.075	0.0561905	0.051905	0.069762	0.057143	0.083095	0.273572	0.230953	0.299048	0.286905
10	0.080714	0.0609525	0.0638095	0.0542855	0.060476	0.0738095	0.042619	0.063333	0.0685715	0.035238	0.077143	0.0630955	0.0538095	0.064524	0.0609525	0.0766665	0.265475	0.228809	0.290238	0.278333
11	0.0833335	0.0616665	0.064524	0.050238	0.059762	0.077143	0.0359525	0.071905	0.0697615	0.0438095	0.0778575	0.055238	0.0504765	0.069762	0.057381	0.0711905	0.255239	0.234763	0.295477	0.29
12	0.0785715	0.0640475	0.067143	0.053095	0.064762	0.079048	0.0440475	0.068095	0.064762	0.035952	0.079286	0.0604765	0.049762	0.063333	0.0533335	0.0742855	0.255714	0.238334	0.289763	0.284762
13	0.082857	0.060238	0.0685715	0.045	0.0611905	0.0785715	0.0464285	0.062381	0.062857	0.042381	0.0702385	0.060476	0.0538095	0.066429	0.059524	0.0790475	0.260714	0.237619	0.284524	0.286429
14	0.079762	0.0638095	0.0714285	0.0507145	0.0564285	0.0761905	0.0414285	0.0654765	0.0642855	0.0388095	0.078333	0.063095	0.048333	0.0709525	0.0540475	0.0769045	0.255714	0.234762	0.293809	0.289524
15	0.0807145	0.0542855	0.0666665	0.0490475	0.0583335	0.0711905	0.0388095	0.0664285	0.0714285	0.043095	0.079762	0.0542855	0.0588095	0.0664285	0.060952	0.0797615	0.268333	0.232857	0.298571	0.283809
16	0.077857	0.062381	0.0638095	0.0538095	0.062857	0.07	0.0440475	0.067381	0.065	0.038095	0.0714285	0.0645235	0.0514285	0.066667	0.062143	0.078571	0.261666	0.223571	0.278095	0.282619
17	0.082381	0.0638095	0.0635715	0.047619	0.059048	0.080476	0.0361905	0.0692855	0.0664285	0.040476	0.0785715	0.06	0.0561905	0.0590475	0.060238	0.0766665	0.262857	0.235714	0.290953	0.285475
18	0.0804765	0.057857	0.0735715	0.051905	0.062857	0.0769045	0.0407145	0.0642855	0.063333	0.040714	0.084524	0.0554765	0.049286	0.065238	0.0545235	0.0783335	0.260001	0.242857	0.301905	0.284762
19	0.077381	0.0590475	0.068333	0.05	0.0588095	0.0721425	0.042381	0.0645235	0.0690475	0.044286	0.0802385	0.0633335	0.044524	0.070238	0.059762	0.0759525	0.247858	0.239048	0.295	0.282857
20	0.077857	0.0585715	0.0692855	0.051429	0.059762	0.074524	0.039762	0.069762	0.065952	0.042857	0.072143	0.063333	0.050476	0.060952	0.070238	0.073095	0.252857	0.229286	0.285238	0.278333
21	0.0890475	0.057381	0.065238	0.051905	0.0580955	0.0764285	0.038333	0.0688095	0.067619	0.040952	0.0771425	0.0478575	0.0509525	0.07	0.0588095	0.0814285	0.273334	0.232856	0.299047	0.296666
22	0.0835715	0.062619	0.0685715	0.055238	0.0609525	0.080476	0.037619	0.0669045	0.0685715	0.046905	0.0683335	0.059762	0.054762	0.058095	0.055238	0.072381	0.265953	0.233334	0.289048	0.277857
23	0.076905	0.0583335	0.0730955	0.049524	0.065	0.072381	0.042857	0.072143	0.0683335	0.0364285	0.072143	0.0592855	0.05619	0.067143	0.0578575	0.072381	0.255	0.223809	0.290477	0.284048
24	0.0785715	0.059762	0.0666665	0.052381	0.0540475	0.0783335	0.039048	0.063095	0.0635715	0.0445235	0.075238	0.0638095	0.052857	0.0659525	0.0590475	0.083095	0.266904	0.237143	0.284048	0.290476
25	0.0759525	0.062381	0.0704765	0.0461905	0.060238	0.0790475	0.037143	0.06	0.0611905	0.040238	0.073095	0.059286	0.0557145	0.0702385	0.0614285	0.087381	0.265238	0.229523	0.280714	0.296667
26	0.079524	0.0533335	0.0666665	0.0492855	0.0669045	0.0764285	0.037381	0.070952	0.0745235	0.0366665	0.067619	0.0638095	0.0476195	0.0645235	0.0580955	0.086667	0.263096	0.218095	0.288333	0.298571
27	0.083333	0.065714	0.0661905	0.0511905	0.054286	0.0738095	0.037381	0.0680955	0.0735715	0.0359525	0.07	0.0542855	0.0485715	0.0688095	0.067619	0.0811905	0.264286	0.217143	0.293095	0.291905
28	0.084762	0.0561905	0.0659525	0.0519045	0.0614285	0.074286	0.037619	0.0633335	0.0730955	0.0330955	0.071905	0.0604765	0.052857	0.07	0.0609525	0.082143	0.271667	0.216906	0.295715	0.289763
29	0.0780955	0.062619	0.067381	0.055714	0.0611905	0.0680955	0.0419045	0.0642855	0.0633335	0.037143	0.0792855	0.062381	0.0533335	0.063333	0.057143	0.0847615	0.271904	0.226428	0.288096	0.280475
30	0.077857	0.0592855	0.066905	0.0611905	0.057857	0.074524	0.0378575	0.0661905	0.0714285	0.037857	0.075238	0.0585715	0.045714	0.070714	0.0633335	0.0754765	0.260238	0.225476	0.291428	0.286905
31	0.082857	0.059524	0.067381	0.0461905	0.0611905	0.080714	0.037619	0.0628575	0.062619	0.0392855	0.066667	0.0659525	0.05	0.0638095	0.0683335	0.085	0.264048	0.224285	0.279524	0.292381
32	0.074762	0.059286	0.062143	0.055476	0.0561905	0.074524	0.037857	0.0780955	0.067381	0.037857	0.0754765	0.06	0.054762	0.0638095	0.0588095	0.0835715	0.268572	0.225715	0.279763	0.300001
33	0.0795235	0.0590475	0.074286	0.0521425	0.055238	0.0730955	0.037857	0.0659525	0.073095	0.0385715	0.069762	0.0538095	0.055238	0.0702385	0.0623805	0.0797615	0.266665	0.219286	0.296666	0.289048
34	0.091667	0.058095	0.065476	0.0561905	0.064524	0.072381	0.042619	0.0635715	0.070238	0.0345235	0.071905	0.0611905	0.049048	0.0640475	0.055714	0.0788095	0.275715	0.221428	0.299286	0.27881
35	0.0866665	0.059762	0.073095	0.0492855	0.06	0.075714	0.032857	0.065	0.0685715	0.0383335	0.0745235	0.0590475	0.0509525	0.0735715	0.0564285	0.0761905	0.263095	0.221428	0.302857	0.290476
36	0.082619	0.0561905	0.065	0.0540475	0.0564285	0.072381	0.044762	0.074524	0.0645235	0.040952	0.0754765	0.066667	0.054762	0.063333	0.0585715	0.069762	0.26119	0.233571	0.287619	0.28
37	0.08	0.0638095	0.0619045	0.0492855	0.0595235	0.0661905	0.0392855	0.066905	0.0633335	0.0407145	0.0804765	0.0614285	0.058333	0.072381	0.060476	0.0759525	0.263571	0.226667	0.285714	0.281429
38	0.0814285	0.062143	0.070714	0.052619	0.055	0.076429	0.0361905	0.07	0.075	0.0383335	0.0740475	0.0535715	0.0516665	0.0661905	0.057381	0.079286	0.265	0.225	0.30119	0.291906
39	0.0847615	0.0616665	0.0707145	0.051905	0.061667	0.0819045	0.0388095	0.064762	0.070952	0.033333	0.07	0.06	0.052143	0.0642855	0.055238	0.077857	0.266666	0.224047	0.296428	0.288809
40	0.0838095	0.0633335	0.0692855	0.050238	0.062857	0.0733335	0.0404765	0.067381	0.0683335	0.0319045	0.072857	0.057143	0.054762	0.072143	0.057381	0.074762	0.263571	0.218572	0.294285	0.287619
41	0.078095	0.054762	0.0730955	0.056667	0.0571425	0.0759525	0.035238	0.0642855	0.0683335	0.0416665	0.07	0.063571	0.0590475	0.065	0.0645235	0.072619	0.266429	0.222857	0.289524	0.277857
42	0.083571	0.056905	0.075	0.052381	0.060952	0.0664285	0.04	0.0640475	0.0609525	0.039286	0.0769045	0.07	0.052381	0.0683335	0.059286	0.073571	0.261904	0.222619	0.296428	0.27238
43	0.0838095	0.060476	0.0783335	0.0445235	0.067381	0.0683335	0.041429	0.0585715	0.0661905	0.0409525	0.076667	0.0659525	0.052857	0.062143	0.0569045	0.075476	0.256666	0.227382	0.305	0.264524
44	0.0859525	0.056667	0.068333	0.052857	0.055	0.071667	0.0364285	0.065476	0.074524	0.0440475	0.0809525	0.0595235	0.050714	0.0661905	0.06	0.071667	0.26119	0.233096	0.309762	0.275
45	0.0819045	0.062381	0.067143	0.057381	0.0638095	0.0654765	0.0476195	0.066905	0.067857	0.0390475	0.075238	0.0642855	0.0511905	0.065238	0.055238	0.069286	0.259762	0.227381	0.292142	0.266906
46	0.085238	0.0721425	0.0719045	0.0492855	0.063333	0.067381	0.0388095	0.0561905	0.068333	0.043095	0.0642855	0.0569045	0.0542855	0.0683335	0.063095	0.077381	0.26619	0.213571	0.289761	0.269286
47	0.085476	0.0616665	0.069048	0.052143	0.0661905	0.067857	0.035476	0.0728575	0.072857	0.0366665	0.0778575	0.053095	0.0504765	0.062857	0.053571	0.081905	0.27	0.217857	0.305238	0.285477
48	0.077857	0.061905	0.0716665	0.0516665	0.06	0.0683335	0.0388095	0.067857	0.070238	0.0409525	0.077143	0.057143	0.057143	0.06881	0.0569045	0.0735715	0.260238	0.225239	0.296904	0.278572
49	0.0842855	0.057143	0.0683335	0.0585715	0.0571425	0.072857	0.0416665	0.069286	0.065476	0.037857	0.0735715	0.062381	0.0511905	0.068095	0.0585715	0.073571	0.267618	0.225952	0.291666	0.283809
50	0.087143	0.059048	0.0619045	0.052143	0.0611905	0.072381	0.0388095	0.0611905	0.070476	0.045	0.069048	0.0564285	0.0559525	0.067143	0.0635715	0.0785715	0.27381	0.225239	0.288571	0.279286
51	0.084524	0.062381	0.068571	0.054762	0.0652385	0.0707145	0.037381	0.067619	0.064524	0.037381	0.075238	0.0573805	0.052143	0.065714	0.0585715	0.077857	0.269286	0.220715	0.292857	0.281905
52	0.0811905	0.060238	0.069524	0.050238	0.0661905	0.069762	0.042381	0.070476	0.067381	0.0378575	0.07119	0.053571	0.0569045	0.067619	0.0592855	0.0761905	0.264524	0.221191	0.289285	0.284048
